Key,Spanish
opinion_mind.tried_to_poison,Intento de envenenamiento
opinion_mind.tried_to_poison_my_member,Ha intentado envenenar a mi señor
opinion_mind.greedy,Codicia
opinion_mind.king_role_weaker_than_me,Más débil que yo (kaiden)
opinion_mind.king_role_stronger_than_me,Más fuerte que yo (kaiden)
opinion_mind.king_role_poorer_than_me,Más pobre que yo (makha)
opinion_mind.king_role_reacher_than_me,Más rico que yo (makha)
opinion_mind.king_role_agnostic,Agnóstico (tanaya)
opinion_mind.king_role_fanatic,Fanático (tanaya)
opinion_mind.king_role_bandit_torelate,Soporta a los bandidos (kaiden)
opinion_mind.king_role_fight_with_bandit,Se enfrenta a los bandidos (kaiden)
opinion_mind.king_role_many_slaves,Muchos prisioneros (varn)
opinion_mind.king_role_no_slaves,Ningún prisionero (varn)
opinion_mind.king_role_vassal,Vasallo (varn)
opinion_mind.king_role_suzerain,Soberano (varn)
opinion_mind.king_role_dumber_than_me,Más tonto que yo (makha)
opinion_mind.king_role_smarter_than_me,Más listo que yo (makha)
opinion_mind.women_king,Mujer en el trono
opinion_mind.disinherited_me,Me ha arrebatado la herencia
opinion_mind.illigal_heir,Heredero ilegítimo
opinion_mind.few_fanatics,Falta de fanáticos
opinion_mind.few_churchs,Faltan templos
opinion_mind.enough_fanatics,Muchos fanáticos en la ciudad
opinion_mind.enough_churchs,Número suficiente de templos
opinion_mind.blissful,Dicha
opinion_mind.provoke_duel,Ha provocado un duelo
opinion_mind.provoke_duel_neighbore,Ha provocado un duelo con el vecino
opinion_mind.declare_peace,Tratado de paz
opinion_mind.trade_agreement,Acuerdo comercial
opinion_mind.cruel_ruler,Gobernante traicionero
opinion_mind.bishop_frogivness,Ha recibido el perdón
opinion_mind.enemy_of_bandits_bishop,Ha destruido el campamento de bandidos
opinion_mind.pitty,Pena
opinion_mind.help_in_rescue,Ayuda en la liberación
opinion_mind.lord_lowborn,Nobleza baja
opinion_mind.matriarch_fanatic_mind,Número de fanáticos en la ciudad ({percent})
opinion_mind.friend_lost_title,Le ha arrebatado el título a mi amigo
opinion_mind.bishop_opinion,Opinión del obispo
opinion_mind.defence_alliance_lost_soldier,Pérdidas entre los refuerzos
opinion_mind.defence_alliance_lost_lord,Ha caído el comandante de los refuerzos
opinion_mind.defence_alliance_broken,Alianza rota
opinion_mind.defence_alliance,Forma parte de mi alianza
opinion_mind.defence_alliance_send_army,Honra la alianza
opinion_mind.defence_alliance_broken_neighbore,Ha traicionado a un aliado
opinion_mind.new_bishop,Nuevo episcopado
opinion_mind.enemy_of_my_ally,Enemigo de mi aliado
opinion_mind.ally_of_my_enemy,Aliado de mi enemigo
opinion_mind.same_culture,Misma cultura
opinion_mind.xenophobic_culture,Cultura odiada
opinion_mind.slander_to_other_king,Le ha guardado rencor a otro monarca
opinion_mind.slander_from_other_king,Ha sufrido una calumnia
opinion_mind.help_in_vassal_riot_to_vassal,Ha ayudado en la lucha por la independencia
opinion_mind.help_in_vassal_riot_to_sir,Ha ayudado a un vasallo rebelde
opinion_mind.help_in_lords_family_attack_to_victim,Ha ayudado en la defensa de una ciudad
opinion_mind.help_in_lords_family_attack_to_attacker,Ha ayudado a rechazar nuestro ataque
opinion_mind.help_in_lords_family_destroy_to_victim,Ha ayudado a salvar la ciudad de la destrucción
opinion_mind.help_in_lords_family_destroy_to_attacker,Ha ayudado a salvar la ciudad de la destrucción
opinion_mind.help_in_mountais_bandits_attack,Ha ayudado a destruir a los saqueadores
opinion_mind.helped_tanaya_king,Ayuda a los monarcas de los tanaya
opinion_mind.helped_makha_king,Ayuda a los monarcas de los makha
opinion_mind.rival_for_power,Rival por el poder
opinion_mind.crown_desire,Ansia por la corona
opinion_mind.bishop_to_fanatic,Fanático
opinion_mind.bishop_to_agnostic,Agnóstico
opinion_mind.transfered_king,Ha cedido la corona
opinion_mind.distrust,Desconfianza
opinion_mind.try_to_vassal_my_vassal,Intentando someter a mi vasallo
opinion_mind.contempt_of_genius,¡Cualquier otro gobernante es insignificante!
opinion_mind.force_neutrality_my_ally,Ha forzado la neutralidad de un aliado
opinion_mind.force_neutrality_my_vassal,Ha forzado la neutralidad de un vasallo
opinion_mind.force_neutrality_me,Me ha forzado a permanecer neutral
opinion_mind.force_neutrality_to_leader,Ha roto un acuerdo
opinion_mind.competitor_for_influence,Competidor por la influencia
opinion_mind.ally_was_attacked,Ha atacado a mi aliado
opinion_mind.vassal_was_attacked,Ha atacado a mi vasallo
opinion_mind.spouses_opinion_about_king,Opinión del cónyuge
opinion_mind.sir_of_my_enemy,Soberano de mi enemigo
opinion_mind.ally_of_my_enemy,Aliado de mi enemigo
opinion_mind.bishop_is_dead,Muerte sospechosa de un obispo
opinion_mind.purification_by_fire,Ha sufrido la purificación por fuego
opinion_mind.personal_conflict_ignore,Tiene miedo de involucrarse en un conflicto
opinion_mind.personal_conflict_support_me,Le he dado mi apoyo en un conflicto
opinion_mind.personal_conflict_support_enemy,Ha apoyado a mi enemigo en un conflicto
opinion_mind.betray_sir_oath,Ha roto el juramento de soberano
opinion_mind.lord_neutralised,Ha ayudado a librarse de un señor problemático
opinion_mind.apostate,Apóstata
opinion_mind.purchase_stolen_rings,¡Ha comprado anillos que me habían robado!
opinion_mind.took_my_house,¡Se ha quedado con mi casa!
opinion_mind.family_relative_strange_dead,Muerte de un familiar
opinion_mind.want_to_burn_my_town,¡Quiere quemar mi ciudad!
opinion_mind.want_to_burn_town_unfair_neighbores,Agresión contra un vecino
opinion_mind.defence_alliance_not_help,Ha traicionado a un aliado
opinion_mind.praise_from_other_king,Alabanza de un vecino
opinion_mind.demand_tribute_neighbors,Exigir tributo a los vecinos
opinion_mind.king_diplomacy,Comunicación con enviado
opinion_mind.strong_sir_army,El poder del ejército del soberano
opinion_mind.allowed_death_of_close,Ha permitido la muerte de un ser querido
opinion_mind.crown_envy,Envidia de la corona
opinion_mind.forced_marriage,Matrimonio forzado
opinion_mind.ex_heir_enemy,Anterior aspirante al trono
opinion_mind.king_defied_church,Ha desafiado la autoridad de la Iglesia
opinion_mind.agnostic_to_fanatic,Condena a fanáticos (agnosticismo)
opinion_mind.fanatic_to_agnostic,Condena a agnósticos (fanatismo)
opinion_mind.untitled_to_others,
opinion_mind.others_to_untitled,
activity_state.ambush_panic.go_to,Escapando del peligro
activity_state.ambush_panic.waiting,Sufriendo un ataque de pánico
activity_state.ambush_prepare,Preparándose para un ataque
activity_state.atm.go_to,Va a cargar con el cuerpo
activity_state.atm.process,Cargando el cuerpo
activity_state.battle_follow_enemy,Persiguiendo al enemigo
activity_state.battle_process,Luchando
activity_state.battle_squad_commander,Liderando una escuadra
activity_state.battle_squad_go_to_formation,Va con el comandante
activity_state.battle_squad_in_formation,Parte de una escuadra
activity_state.battle_win,Se alegra con la victoria
activity_state.book_reading.go_to,Va a leer poesía
activity_state.book_reading.process,Leyendo poesía
activity_state.burning.process,Sufriendo una agonía
activity_state.caravaneer.trade.go_to,Va a comerciar
activity_state.caravaneer.trade.process,Con predisposición para comerciar
activity_state.slave.trade.go_to,Va al caravanero
activity_state.free_lord.go_to,Esperando un contrato
activity_state.slave.suicide,Cometiendo suicidio
activity_state.church.go_to,Va al templo
activity_state.church.morning_service.process,Sermón de alegría
activity_state.church.morning_service.waiting,Esperando al sermón
activity_state.church.pray,Rezando
activity_state.conversation.go_to,Va a hablar con {name}
activity_state.criminal.burglary.go_to,Va a irrumpir en una casa
activity_state.criminal.burglary.lockpicking,Rompiendo la cerradura
activity_state.criminal.burglary.process,Robando en una casa
activity_state.criminal.burglary.waiting,Esperando a un cómplice
activity_state.criminal.night_murder,Va a matar a un enemigo
activity_state.criminal.robbery,Buscando a una víctima a la que robar
activity_state.criminal.storage_robbery.go_to,Va a robar en un almacén
activity_state.criminal.storage_robbery.process,Robando en un almacén
activity_state.dead,Muerto
activity_state.deep_social.go_to,Va a socializar
activity_state.deep_social.process,Socializando
activity_state.deep_social.waiting,Esperando a alguien con quien hablar
activity_state.dice_of_fate.go_to,Va a hacer adivinación con huesos
activity_state.dice_of_fate.process,Haciendo adivinación con huesos
activity_state.dreaming.go_to,Va a soñar despierto
activity_state.dreaming.process,Soñando despierto
activity_state.drinking.go_to,Va a beber cerveza
activity_state.drinking.process,Pije alkohol
activity_state.drinking_nectar.go_to,Va a beber néctar
activity_state.drinking_nectar.process,Bebiendo néctar
activity_state.eating.go_to,Va a comer
activity_state.eating.process,Comiendo
activity_state.fight_trainer.go_to,Va a supervisar el entrenamiento
activity_state.fight_trainer.process,Supervisando el entrenamiento
activity_state.fight_training.go_to,Va a entrenar
activity_state.fight_training.waiting,Esperando a un compañero
activity_state.finish_off_enemy,Rematando al enemigo
activity_state.firefight.go_to,Corriendo para extinguir un fuego
activity_state.firefight.process,Extinguiendo un fuego
activity_state.game_of_dice.go_to,Va a jugar a los dados
activity_state.game_of_dice.process,Jugando a los dados
activity_state.game_of_dice.waiting,Esperando a un oponente
activity_state.home_pray.go_to,Va a rezar en casa
activity_state.inspector.go_to,Va a una inspección
activity_state.inspector.process,Llevando a cabo una inspección
activity_state.leaving_to_forest.go_to,Abandonando el asentamiento
activity_state.music.listen.go_to,Va a escuchar música
activity_state.music.listen.process,Escuchando música
activity_state.music.play.go_to,Va a tocar música
activity_state.music.play.process,Tocando música
activity_state.nothing,No hace nada
activity_state.order.attack,Atacando a {name}
activity_state.order.building_burning.go_to,Va a incendiar: {building}
activity_state.order.building_burning.process,Incendiando: {building}
activity_state.order.building_robbery.go_to,Va a saquear: {building}
activity_state.order.building_robbery.process,Saqueando: {building}
activity_state.order.follow,Persiguiendo a {name}
activity_state.order.moving,Avanzando
activity_state.order.travel_prepare.go_to,Avanzando a por provisiones
activity_state.order.travel_prepare.process,Cogiendo provisiones
activity_state.pain_shock,Inconsciente por conmoción de dolor
activity_state.patrol,Patrullando
activity_state.punish_watching.go_to,Va a ver el castigo
activity_state.punish_watching.process,Viendo el castigo
activity_state.punish.go_to,Llevando a un criminal al patíbulo
activity_state.punish.process,Administrando un castigo
activity_state.punish.search,Va tras el criminal
activity_state.punish.target.go_to,Va al patíbulo
activity_state.punish.target.waiting,Esperando castigo
activity_state.punish.witness.go_to,Va a interrogar a un testigo
activity_state.punish.witness.process,Interrogando a un testigo
activity_state.punish.witness.target.process,Dando testimonio
activity_state.punish.work_wait,Esperando para trabajar
activity_state.punish.intimidate,Va a intimidar
activity_state.intimidate.process,Intimidando
activity_state.retreat,Huyendo
activity_state.rtm.go_to,Va a por recursos
activity_state.rtm.process,Transfiriendo recursos
activity_state.salary.go_to,Va a por el salario
activity_state.sex.go_to,Va a tener sexo
activity_state.sex.process,Teniendo sexo
activity_state.sex.waiting,Esperando a un compañero
activity_state.shopping.go_to,Va al mercado
activity_state.shopping.process,Comprando mercancías
activity_state.sick_visit.go_to,Va a visitar a los enfermos
activity_state.sick_visit.process,Visitando a los enfermos
activity_state.sick_visit.target.process,Feliz por la visita
activity_state.sick_visit.target.waiting,Esperando una visita
activity_state.skill_training.go_to,Va a entrenar la habilidad {skill_name}
activity_state.skill_training.process,Entrenando la habilidad {skill_name}
activity_state.sleeping.fatigue.process,Durmiendo por el agotamiento
activity_state.sleeping.go_to,Va a dormir
activity_state.sleeping.on_ground.process,Durmiendo en el suelo
activity_state.sleeping.process,Durmiendo
activity_state.social_relaxation.go_to,Va a meditar
activity_state.social_relaxation.process_1,Planificando el futuro
activity_state.social_relaxation.process_2,Reflexionando sobre el pasado
activity_state.social_relaxation.process_3,Disfrutando del momento
activity_state.social_relaxation.process_4,Pensando sobre la muerte
activity_state.social_relaxation.process_5,Contemplando el destino
activity_state.social_relaxation.process_6,Pensando en los seres queridos
activity_state.social_relaxation.process_7,Reflexionando sobre las acciones
activity_state.social_relaxation.process_8,Dudando de la existencia
activity_state.spend_time.drinking.go_to,Va a beber cerveza en compañía
activity_state.spend_time.drinking.process,Bebiendo cerveza en compañía
activity_state.spend_time.hunt.go_to,Va de cacería
activity_state.spend_time.hunt.waiting,Esperando a un compañero de cacería
activity_state.spend_time.music.go_to,Va a tocar música en compañía
activity_state.spend_time.music.process,Tocando música en compañía
activity_state.spend_time.pray.go_to,Va a rezar en compañía
activity_state.spend_time.pray.process,Rezando en compañía
activity_state.spend_time.waiting,Esperando a alguien
activity_state.spend_time.walking.process,Caminando en compañía
activity_state.take_equipment.go_to,Va a conseguir equipo
activity_state.tantrum.binge.go_to,Va a beber como si no hubiera un mañana
activity_state.tantrum.binge.process,Bebiendo como si no hubiera un mañana
activity_state.tantrum.crazy_pray.go_to,Inmerso en un trance religioso
activity_state.tantrum.crazy_pray.process,En un trance religioso
activity_state.tantrum.rage.process,Buscando a alguien a quien pegar
activity_state.tantrum.self_immolation.go_to,Planificando una purificación por fuego
activity_state.trade.go_to,Va a comerciar con un caravanero
activity_state.unconscious,Inconsciente
activity_state.use_bandage,Para la hemorragia
activity_state.use_medicine.go_to,Va a por medicina
activity_state.use_medicine.process,Cogiendo medicina
activity_state.walking,Paseando
activity_state.dancing,
activity_state.wolf_walking,Explorando el bosque
activity_state.work.go_to,Va a trabajar
activity_state.work.process,Trabajando
activity_state.chancellaty_interact.go_to,Va a estudiar conocimiento
activity_state.chancellaty_interact.interact,Estudiando conocimiento
activity_state.slave_free.go_to,Va a liberar a un prisionero
activity_state.slave_free.making_free,Liberando a un prisionero
activity_state.slave_free.wait,Esperando la liberación
activity_state.pig_slaughter.go_to,Va a matar cerdos
activity_state.tantrum.tantrum_insult,Va a discutir
activity_state.tantrum.depression,Con depresión
activity_state.tantrum.long_walk,Caminando con depresión
activity_state.tantrum.self_harm.go_to,Va a hacerse daño
activity_state.tantrum.self_harm.process,Haciéndose daño
activity_state.tantrum.tantrum_beating,Va a dar una paliza a alguien
activity_state.clerk.wait_for_work,Esperando tareas
activity_state.clerk.talk_inspector,Recibiendo una tarea
activity_state.clerk.give_order,Asignando una tarea
activity_state.gallows_inspector.go_to,Va a gestionar el patíbulo
activity_state.gallows_inspector.process,Gestionando el patíbulo
activity_state.chancellry.go_to,Va a gestionar la cancillería
