Key,Czech
opinion_mind.ally_was_attacked,Útok na mého spojence
opinion_mind.vassal_was_attacked,Útok na mého vazala
opinion_mind.spouses_opinion_about_king,Názor partnera
opinion_mind.sir_of_my_enemy,Lenní pán mého nepřítele
opinion_mind.ally_of_my_enemy,Spojenec mého nepřítele
opinion_mind.bishop_is_dead,Podezřelá smrt biskupa
opinion_mind.purification_by_fire,Oběť očištění ohněm
opinion_mind.personal_conflict_ignore,Strach ze zapojení do konfliktu
opinion_mind.personal_conflict_support_me,Podpora mé osoby v konfliktu
opinion_mind.personal_conflict_support_enemy,Podpora nepřítele v konfliktu
opinion_mind.betray_sir_oath,Porušení přísahy lenního pána
opinion_mind.lord_neutralised,Pomoc s odstraněním obtížného lorda
opinion_mind.apostate,Odpadlík
opinion_mind.purchase_stolen_rings,Donesli mi ukradené prsteny!
opinion_mind.took_my_house,Sebrali mi dům!
opinion_mind.family_relative_strange_dead,Smrt příbuzného
opinion_mind.want_to_burn_my_town,Chce mi vypálit město!
opinion_mind.want_to_burn_town_unfair_neighbores,Agrese proti sousedovi
opinion_mind.defence_alliance_not_help,Zrada spojence
opinion_mind.praise_from_other_king,Chvála od souseda
opinion_mind.demand_tribute_neighbors,Požadování příspěvku od sousedů
opinion_mind.king_diplomacy,Komunikace s vyslancem
opinion_mind.strong_sir_army,Síla vojska lenního pána
opinion_mind.allowed_death_of_close,Umožnění smrti milované osoby
opinion_mind.crown_envy,Závist kvůli koruně
opinion_mind.forced_marriage,Vynucený sňatek
opinion_mind.ex_heir_enemy,Bývalý soupeř o trůn
opinion_mind.king_defied_church,Zpochybnění autority církve
opinion_mind.agnostic_to_fanatic,Zatracený fanatik (agnosticismus)
opinion_mind.fanatic_to_agnostic,Zatracený agnostik (fanatismus)
opinion_mind.untitled_to_others,
opinion_mind.others_to_untitled,
activity_state.ambush_panic.go_to,Uniká nebezpečí
activity_state.ambush_panic.waiting,Prožívá záchvat paniky
activity_state.ambush_prepare,Připravuje se na útok
activity_state.atm.go_to,Jde odnést tělo
activity_state.atm.process,Nese tělo
activity_state.battle_follow_enemy,Pronásleduje nepřítele
activity_state.battle_process,Bojuje
activity_state.battle_squad_commander,Velí četě
activity_state.battle_squad_go_to_formation,Jde za velitelem
activity_state.battle_squad_in_formation,Součást čety
activity_state.battle_win,Raduje se z vítězství
activity_state.book_reading.go_to,Jde si číst poezii
activity_state.book_reading.process,Čte poezii
activity_state.burning.process,Svíjí se v bolestech
activity_state.caravaneer.trade.go_to,Jde obchodovat
activity_state.caravaneer.trade.process,Může obchodovat
activity_state.slave.trade.go_to,Jde za karavanářem
activity_state.free_lord.go_to,Čeká na najmutí
activity_state.slave.suicide,Páchá sebevraždu
activity_state.church.go_to,Jde do chrámu
activity_state.church.morning_service.process,Kázání o radosti
activity_state.church.morning_service.waiting,Čeká na kázání
activity_state.church.pray,Modlí se
activity_state.conversation.go_to,Jde si promluvit s osobou {name}
activity_state.criminal.burglary.go_to,Jde se vloupat do domu
activity_state.criminal.burglary.lockpicking,Páčí zámek
activity_state.criminal.burglary.process,Vykrádá dům
activity_state.criminal.burglary.waiting,Čeká na komplice
activity_state.criminal.night_murder,Jde zabít nepřítele
activity_state.criminal.robbery,Hledá oběť krádeže
activity_state.criminal.storage_robbery.go_to,Jde vykrást skladiště
activity_state.criminal.storage_robbery.process,Vykrádá skladiště
activity_state.dead,Mrtví
activity_state.deep_social.go_to,Jde se družit
activity_state.deep_social.process,Druží se
activity_state.deep_social.waiting,"Čeká na někoho, s kým si promluví"
activity_state.dice_of_fate.go_to,Jde věštit z kostí
activity_state.dice_of_fate.process,Věští z kostí
activity_state.dreaming.go_to,Jde se zasnít
activity_state.dreaming.process,Má bdělé sny
activity_state.drinking.go_to,Jde na pivo
activity_state.drinking.process,Pije alkohol
activity_state.drinking_nectar.go_to,Jde se napít nektaru
activity_state.drinking_nectar.process,Pije nektar
activity_state.eating.go_to,Jde se najíst
activity_state.eating.process,Jí
activity_state.fight_trainer.go_to,Jde dohlédnout na výcvik
activity_state.fight_trainer.process,Dohlíží na výcvik
activity_state.fight_training.go_to,Jde cvičit
activity_state.fight_training.waiting,Čeká na partnera
activity_state.finish_off_enemy,Doráží nepřítele
activity_state.firefight.go_to,Běží uhasit oheň
activity_state.firefight.process,Hasí oheň
activity_state.game_of_dice.go_to,Jde si zahrát kostky
activity_state.game_of_dice.process,Hraje kostky
activity_state.game_of_dice.waiting,Čeká na soupeře
activity_state.home_pray.go_to,Jde se domů modlit
activity_state.inspector.go_to,Jde na inspekci
activity_state.inspector.process,Provádí inspekci
activity_state.leaving_to_forest.go_to,Odchází z osady
activity_state.music.listen.go_to,Jde poslouchat hudbu
activity_state.music.listen.process,Poslouchá hudbu
activity_state.music.play.go_to,Jde hrát hudbu
activity_state.music.play.process,Hraje hudbu
activity_state.nothing,Nedělá nic
activity_state.order.attack,Útočí na osobu {name}
activity_state.order.building_burning.go_to,Jde zapálit budovu {building}
activity_state.order.building_burning.process,Zapaluje budovu {building}
activity_state.order.building_robbery.go_to,Jde vykrást budovu {building}
activity_state.order.building_robbery.process,Vykrádá budovu {building}
activity_state.order.follow,Pronásleduje osobu {name}
activity_state.order.moving,Postupuje
activity_state.order.travel_prepare.go_to,Postupuje pro zásoby
activity_state.order.travel_prepare.process,Bere si zásoby
activity_state.pain_shock,V bezvědomí ze šoku
activity_state.patrol,Hlídkuje
activity_state.punish_watching.go_to,Jde se dívat na trest
activity_state.punish_watching.process,Sleduje trest
activity_state.punish.go_to,Vede zločince
activity_state.punish.process,Trestá
activity_state.punish.search,Jde po zločinci
activity_state.punish.target.go_to,Jde na popraviště
activity_state.punish.target.waiting,Očekává trest
activity_state.punish.witness.go_to,Jde vyslechnout svědka
activity_state.punish.witness.process,Vyslýchá svědka
activity_state.punish.witness.target.process,Vypovídá
activity_state.punish.work_wait,Čeká na práci
activity_state.punish.intimidate,Jde zastrašovat
activity_state.intimidate.process,Zastrašuje
activity_state.retreat,Prchá
activity_state.rtm.go_to,Jde pro suroviny
activity_state.rtm.process,Přenáší suroviny
activity_state.salary.go_to,Jde si pro mzdu
activity_state.sex.go_to,Jde souložit
activity_state.sex.process,Souloží
activity_state.sex.waiting,Čeká na partnera
activity_state.shopping.go_to,Jde na tržnici
activity_state.shopping.process,Kupuje zboží
activity_state.sick_visit.go_to,Jde navštívit nemocné
activity_state.sick_visit.process,Navštěvuje nemocné
activity_state.sick_visit.target.process,Má radost z návštěvy
activity_state.sick_visit.target.waiting,Čeká na návštěvu
activity_state.skill_training.go_to,Jde procvičovat schopnost {skill_name}
activity_state.skill_training.process,Procvičuje schopnost {skill_name}
activity_state.sleeping.fatigue.process,Spí z vyčerpání
activity_state.sleeping.go_to,Jde spát
activity_state.sleeping.on_ground.process,Spí na zemi
activity_state.sleeping.process,Spí
activity_state.social_relaxation.go_to,Jde rozjímat
activity_state.social_relaxation.process_1,Plánuje budoucnost
activity_state.social_relaxation.process_2,Přemýšlí nad minulostí
activity_state.social_relaxation.process_3,Užívá si okamžiku
activity_state.social_relaxation.process_4,Přemýšlí o smrti
activity_state.social_relaxation.process_5,Rozjímá o osudu
activity_state.social_relaxation.process_6,Myslí na milované osoby
activity_state.social_relaxation.process_7,Přemýšlí o činech
activity_state.social_relaxation.process_8,Pochybuje o existenci
activity_state.spend_time.drinking.go_to,Jde na pivo ve společnosti
activity_state.spend_time.drinking.process,Pije pivo ve společnosti
activity_state.spend_time.hunt.go_to,Jde na lov
activity_state.spend_time.hunt.waiting,Čeká na loveckého partnera
activity_state.spend_time.music.go_to,Jde hrát hudbu ve společnosti
activity_state.spend_time.music.process,Hraje hudbu ve společnosti
activity_state.spend_time.pray.go_to,Jde se modlit ve společnosti
activity_state.spend_time.pray.process,Modlí se ve společnosti
activity_state.spend_time.waiting,Na někoho čeká
activity_state.spend_time.walking.process,Prochází se ve společnosti
activity_state.take_equipment.go_to,Jde pro vybavení
activity_state.tantrum.binge.go_to,Jde chlastat
activity_state.tantrum.binge.process,Chlastá
activity_state.tantrum.crazy_pray.go_to,Je v náboženském transu
activity_state.tantrum.crazy_pray.process,V náboženském transu
activity_state.tantrum.rage.process,"Hledá někoho, koho zbije"
activity_state.tantrum.self_immolation.go_to,Plánuje očištění ohněm
activity_state.trade.go_to,Jde obchodovat s karavanářem
activity_state.unconscious,V bezvědomí
activity_state.use_bandage,Zastavuje krvácení
activity_state.use_medicine.go_to,Jde pro léky
activity_state.use_medicine.process,Bere si léky
activity_state.walking,Prochází se
activity_state.dancing,
activity_state.wolf_walking,Zkoumá les
activity_state.work.go_to,Jde do práce
activity_state.work.process,Pracuje
activity_state.chancellaty_interact.go_to,Jde se vzdělávat
activity_state.chancellaty_interact.interact,Vzdělává se
activity_state.slave_free.go_to,Jde osvobodit vězně
activity_state.slave_free.making_free,Osvobozuje vězně
activity_state.slave_free.wait,Čeká na osvobození
activity_state.pig_slaughter.go_to,Jde zabít prasata
activity_state.tantrum.tantrum_insult,Jde se hádat
activity_state.tantrum.depression,Je v depresi
activity_state.tantrum.long_walk,Prochází se v depresi
activity_state.tantrum.self_harm.go_to,Jde si ublížit
activity_state.tantrum.self_harm.process,Ubližuje si
activity_state.tantrum.tantrum_beating,Jde někoho zmlátit
activity_state.clerk.wait_for_work,Čeká na úkoly
activity_state.clerk.talk_inspector,Dostává úkol
activity_state.clerk.give_order,Zadává úkol
activity_state.gallows_inspector.go_to,Jde spravovat popraviště
activity_state.gallows_inspector.process,Spravuje popraviště
activity_state.chancellry.go_to,Jde spravovat kancléřství
activity_state.chancellry.process,Spravuje kancléřství
activity_state.duel.go_to,Jde na souboj
activity_state.duel.waiting,Čeká na začátek souboje
activity_state.duel_watch.go_to,Jde se dívat na souboj
activity_state.duel_watch.process,Sleduje souboj
activity_state.bishop.transfer_runes,Dává prsteny karavaně
activity_state.enslave,Svazuje rukojmí
activity_state.awaiting_inspector,Očekává inspektora
activity_state.awaiting_building_site,Čeká na objekt kvůli stavbě
activity_state.criminal.kidnap.go_to,Jde unést lorda
activity_state.criminal.lord_kill.go_to,Jde zabít lorda
activity_state.criminal.lord_kill.process,Zabíjí lorda
activity_state.criminal.kidnap.process,Svazuje lorda
activity_state.criminal.captive.go_to,Jde zajmout lorda
activity_state.criminal.captive.process,Zajímá lorda
activity_state.criminal.steal_library.go_to,Jde vykrást knihovnu
activity_state.criminal.steal_library.process,Vykrádá knihovnu
activity_state.criminal.steal_hall.go_to,Jde vykrást síň
activity_state.criminal.steal_hall.process,Vykrádá síň
activity_state.criminal.kidnap.go_to,Jde zajmout lorda
activity_state.criminal.captive.process,Zajímá lorda
activity_state.tantrum.ring_robbery.go_to,Jde vykrást budovu
activity_state.tantrum.ring_robbery.lockpicking,Páčí zámek
activity_state.tantrum.ring_robbery.process,Krade
activity_state.tantrum.eating.go_to,Jde se najíst masa
activity_state.tantrum.eating.process,Jí maso
activity_state.tantrum.spent_time.go_to,Jde trávit čas ve společnosti
activity_state.tantrum.house_grab.go_to,Jde někomu zabrat dům
activity_state.tantrum.make_gift.go_to,Jde vyrábět dárek
activity_state.ceremony.watch,Pozoruje obřad
activity_state.funeral_ceremony.process,Účastní se upalování
activity_state.wedding_ceremony.process,Účastní se svatby
activity_state.coronotaion_ceremony.process,Účastní se korunovace
activity_state.ceremony.go_to,Účastní se obřadu
activity_state.ceremony.waiting,Očekává začátek obřadu
activity_state.archer_shooting,Střílí z luku
activity_state.unleashing,Pouští spojence
activity_state.stay_back,Velí četě na dálku
activity_state.village_headman_transfer_resources,Přenáší příspěvek do skladiště
activity_state.go_to_breakdown,Jde ničit
activity_state.breakdown_process,Ničí
activity_state.wolf_prophecy_attack,Útočí na provincii
activity_state.contraband.go_to,Spekuluje
activity_state.contraband.process,Spekuluje
activity_state.out_of_burning.go_to,Odchází z hořící budovy
mind.abuse,Urazili mě!
mind.agnostic,Agnostik
mind.battle_commander_bonus,Velitelské schopnosti
mind.battle_commander_dead,Můj velitel je mrtvý!
mind.battle_commander_retreat,Můj velitel utekl!
mind.battle_enemy_commander_dead,Nepřátelský velitel je mrtvý!
mind.battle_enemy_commander_retreat,Nepřátelský velitel utekl!
mind.battle_enemy_soldier_retreat,Nepřátelský válečník utekl!
mind.battle_loose,Porážka v bitvě
mind.battle_soldier_retreat,Válečník z čety utekl!
mind.battle_soldier_surrender,Válečník z čety se vzdal!
mind.battle_soldier_dead,Válečník z čety byl zabit!
mind.battle_commander_surrender,Můj velitel se vzdal!
mind.battle_enemy_commander_surrender,Nepřátelský velitel se vzdal!
mind.battle_enemy_soldier_surrender,Nepřátelský válečník se vzdal!
mind.battle_enemy_soldier_dead,Nepřátelský válečník byl zabit!
mind.battle_win,Vítězství v bitvě
mind.catharsis,Katarze
mind.close_actor_dead,Smrt milované osoby
mind.close_actor_heavy_disease,Vážné onemocnění milované osoby
mind.close_actor_low_mid_disease,Starost o zdraví milované osoby
mind.close_actor_punish,Potrestání milované osoby
mind.conversation_fatigue,Únava z vyjednávání
mind.conversation_reward,Získání ocenění
mind.conversation_threat,Výhružky
mind.conversation.rumors,Probírané drby
mind.crime_criminal_not_punished,Nepotrestaný zločin
mind.crime_punished,Oběť trestu
mind.crime_unfairly_punished,Oběť zneužívání
mind.crime_victim,Oběť zločinu
mind.deep_talk,Má za sebou významný rozhovor!
mind.dice_of_fate_bad_luck,Kosti předpovídají prohru!
mind.dice_of_fate_luck,Kosti mi slibují štěstí!
mind.disease_death_inevitable,Smrt je nevyhnutelná
mind.disease_easy,Lehká nemoc
mind.disease_hard,Vážná nemoc
mind.disease_middle,Středně těžká nemoc
mind.drank,Účinek alkoholu
mind.drank_nectar,Účinek nektaru
mind.beer_addiction,Touha po pivu
mind.nectar_addiction,Touha po nektaru
mind.enemy_actor_dead,Smrt nepřítele
mind.enemy_actor_heavy_disease,Doufá ve smrt nepřítele
mind.envy_happy,Závistivost
mind.evil_joke,Terč posměchu!
mind.execution_watch,Pozorování popravy
mind.exhaustion,Vyčerpání
mind.faction_actor_dead,Smrt člena rodiny
mind.fanatic,Fanatická pobožnost
mind.fight_positive,Vypuštění páry
mind.flattery,Poslouchání lichotek
mind.force_action_task,Stres z nátlaku
mind.seduce_task,Sex bez emocí
mind.game_of_dice_loose,Prohra v kostkách
mind.game_of_dice_win,Výhra kostkách
mind.good_joke,Vyprávění vtipu
mind.hangover,Kocovina
mind.nectar_hangover,Kocovina z nektaru
mind.force_donate,Vynucená oběť
mind.hate,Nenávist
mind.homeless,Bezdomovectví
mind.hunt,Úspěšný lov
mind.immobilization,Nehybnost
mind.lot_of_rings,Velmi mnoho prstenů
mind.low_rings,Málo prstenů
mind.loyalty_low,Nízká věrnost
mind.many_rings,Mnoho prstenů
mind.morning_service,Kázání o radosti
mind.motive.energy.1,Ospalost
mind.motive.energy.2,Vážná spánková deprivace
mind.motive.food.1,Syté jídlo
mind.motive.food.2,Mírný hlad
mind.motive.food.3,Hlad
mind.motive.food.4,Velký hlad
mind.motive.rest.1,Spousta energie
mind.motive.rest.2,Mírná únava
mind.motive.rest.3,Střední únava
mind.motive.rest.4,Smrtelná únava
mind.motive.religion.1,Zbožnost
mind.motive.religion.2,Blaho
mind.motive.religion.3,Svatá Sofie mě opustila.
mind.motive.religion.4,Bohyně mě potrestá!
mind.motive.sex.1,Mírná osamělost
mind.motive.sex.2,Sexuální touha
