Key,Hungarian
opinion_mind.trade_with_enemy,Kereskedett az ellenségemmel
opinion_mind.dont_kill_bandits,Nem verte szét a banditákat
opinion_mind.kill_not_own_bandits,Mások ügyeibe ártja magát
opinion_mind.killed_my_friend,Megölte a barátomat
opinion_mind.killed_my_enemy,Megölte az ellenségemet
opinion_mind.first_night_together,Első együtt töltött éjszaka
opinion_mind.loot_vassal_village,Kifosztotta egy vazallusa faluját
opinion_mind.trade_with_me,Sikeres üzlet
opinion_mind.victorious_generosity,A győztes nagylelkűsége
opinion_mind.knocked_up_my_daughter,Teherbe ejtette a lányom
opinion_mind.rebelled_against_kin,Felkelt a saját uralkodója ellen
opinion_mind.traitors_slander,Köpönyegforgatók rágalmai
opinion_mind.not_control_own_bandits,Nem kezeli a banditáit
opinion_mind.unholly_hospitality,Megsértette a vendégjogot
opinion_mind.demand_vassalage_to_me,Megpróbált leigázni
opinion_mind.mind_kidnaper,Emberrabló
opinion_mind.mind_kidnaper_neighbore,Elrabolta a szomszéd egyik nemesét
opinion_mind.mind_assassinate,Orgyilkosokat küldött rám
opinion_mind.mind_assassinate_neighbore,Orgyilkosokat küldött a szomszédra
opinion_mind.dead_captive,A túsz meghalt
opinion_mind.captive_hold,Egy túszt tart fogva
opinion_mind.release_captive,Elengedett egy túszt
opinion_mind.captive_terror,Kínoz egy túszt
opinion_mind.lord_rebellion_support_heir_to_heir,Támogatott egy lázadást
opinion_mind.lord_rebellion_support_king_to_heir,Nem támogatott egy lázadást
opinion_mind.lord_rebellion_support_heir_to_king,Nem támogatta a törvényes hatalmat
opinion_mind.lord_rebellion_support_king_to_king,Támogatta a törvényes hatalmat
opinion_mind.poaching_my_lords,Elhappolja a nemeseimet
opinion_mind.betrayed_home,Elárulta a saját hazáját
opinion_mind.book_stealer,Könyveket lopott
opinion_mind.gold_stealer,Elkövetett egy rablást
opinion_mind.refuse_light_vassals,Megtagadta a vazallusságot
opinion_mind.showed_weakness,Gyengének mutatkozott
opinion_mind.guest_death_for_owners,Egy családtag gyanús halála
opinion_mind.guest_death_for_opponents,Egy vendég gyanús halála
opinion_mind.faceless,Szentségtelen Horda
opinion_mind.not_faceless,Nem Szentségtelen Horda
opinion_mind.hate_males,Gyűlöli a férfiakat
opinion_mind.hate_females,Gyűlöli a nőket
opinion_mind.blissful,Boldog
opinion_mind.saint,Jámbor
opinion_mind.drug_addict,Függő
opinion_mind.coward,Gyáva
opinion_mind.help_against_facelesse,Segített a Szentségtelen Horda ellen
opinion_mind.tried_to_poison,Mérgezési kísérlet
opinion_mind.tried_to_poison_my_member,Megpróbálta megmérgezni egy nemesemet
opinion_mind.greedy,Kapzsi
opinion_mind.king_role_weaker_than_me,Gyengébb nálam (kaiden)
opinion_mind.king_role_stronger_than_me,Erősebb nálam (kaiden)
opinion_mind.king_role_poorer_than_me,Szegényebb nálam (makha)
opinion_mind.king_role_reacher_than_me,Gazdagabb nálam (makha)
opinion_mind.king_role_agnostic,Agnosztikus (tanaya)
opinion_mind.king_role_fanatic,Fanatikus (tanaya)
opinion_mind.king_role_bandit_torelate,Összeszűri a levet a banditákkal (kaiden)
opinion_mind.king_role_fight_with_bandit,Harcol a banditákkal (kaiden)
opinion_mind.king_role_many_slaves,Sok a fogoly (varn)
opinion_mind.king_role_no_slaves,Nincs fogoly (varn)
opinion_mind.king_role_vassal,Vazallus (varn)
opinion_mind.king_role_suzerain,Hűbérúr (varn)
opinion_mind.king_role_dumber_than_me,Ostobább nálam (makha)
opinion_mind.king_role_smarter_than_me,Okosabb nálam (makha)
opinion_mind.women_king,Nő a trónon
opinion_mind.disinherited_me,Megfosztott az örökségemtől
opinion_mind.illigal_heir,Törvénytelen örökös
opinion_mind.few_fanatics,Nincsenek fanatikusok
opinion_mind.few_churchs,Nincs elég templom
opinion_mind.enough_fanatics,Sok a fanatikus a városban
opinion_mind.enough_churchs,Elég templom van
opinion_mind.blissful,Boldog
opinion_mind.provoke_duel,Párbajt provokált
opinion_mind.provoke_duel_neighbore,Párbajt provokált a szomszéddal
opinion_mind.declare_peace,Békeszerződés
opinion_mind.trade_agreement,Kereskedelmi megállapodás
opinion_mind.cruel_ruler,Álnok uralkodó
opinion_mind.bishop_frogivness,Megbocsátottak neki
opinion_mind.enemy_of_bandits_bishop,Lerombolta a banditatábort
opinion_mind.pitty,Könyörület
opinion_mind.help_in_rescue,Segít a szabadulásban
opinion_mind.lord_lowborn,Kisnemes
opinion_mind.matriarch_fanatic_mind,A fanatikusok száma a városban ({percent})
opinion_mind.friend_lost_title,Megfosztotta a barátomat a címétől
opinion_mind.bishop_opinion,A püspök véleménye
opinion_mind.defence_alliance_lost_soldier,Veszteségek az erősítésben
opinion_mind.defence_alliance_lost_lord,Az erősítés parancsnoka elesett
opinion_mind.defence_alliance_broken,Megszakadt szövetség
opinion_mind.defence_alliance,"Ugyanannak a szövetségnek a tagja, mint én"
opinion_mind.defence_alliance_send_army,Betartja a szövetséget
opinion_mind.defence_alliance_broken_neighbore,Elárult egy szövetségest
opinion_mind.new_bishop,Új püspök
opinion_mind.enemy_of_my_ally,A szövetségesem ellensége
opinion_mind.ally_of_my_enemy,Az ellenségem szövetségese
opinion_mind.same_culture,Ugyanaz a kultúra
opinion_mind.xenophobic_culture,Gyűlölt kultúra
opinion_mind.slander_to_other_king,Haragban volt egy másik uralkodóval
opinion_mind.slander_from_other_king,Megrágalmazták
opinion_mind.help_in_vassal_riot_to_vassal,Segített a függetlenségi harcban
opinion_mind.help_in_vassal_riot_to_sir,Segített egy lázadó vazallusnak
opinion_mind.help_in_lords_family_attack_to_victim,Segített a város védelmében
opinion_mind.help_in_lords_family_attack_to_attacker,Segített kivédeni a támadásunkat
opinion_mind.help_in_lords_family_destroy_to_victim,Segített megmenteni a várost a pusztulástól
opinion_mind.help_in_lords_family_destroy_to_attacker,Segített megmenteni a várost a pusztulástól
opinion_mind.help_in_mountais_bandits_attack,Segített elpusztítani a martalócokat
opinion_mind.helped_tanaya_king,Segíti a tanayák uralkodóit
opinion_mind.helped_makha_king,Segíti a makhák uralkodóit
opinion_mind.rival_for_power,Rivalizálunk a hatalomért
opinion_mind.crown_desire,A koronára vágyik
opinion_mind.bishop_to_fanatic,Fanatikus
opinion_mind.bishop_to_agnostic,Agnosztikus
opinion_mind.transfered_king,Lemondott a koronáról
opinion_mind.distrust,Bizalmatlanság
opinion_mind.try_to_vassal_my_vassal,Próbálja elhódítani a vazallusom
opinion_mind.contempt_of_genius,Minden más uralkodó egy senki!
opinion_mind.force_neutrality_my_ally,Kikényszerítette egy szövetségesem semlegességét
opinion_mind.force_neutrality_my_vassal,Kikényszerítette egy vazallusom semlegességét
opinion_mind.force_neutrality_me,Kikényszerítette a semlegességem
opinion_mind.force_neutrality_to_leader,Megszegett egy egyezséget
opinion_mind.competitor_for_influence,Versenyben van a befolyásért
opinion_mind.ally_was_attacked,Megtámadta a szövetségesemet
opinion_mind.vassal_was_attacked,Megtámadta a vazallusomat
opinion_mind.spouses_opinion_about_king,A házastársam véleménye
opinion_mind.sir_of_my_enemy,Az ellenségem hűbérura
opinion_mind.ally_of_my_enemy,Az ellenségem szövetségese
opinion_mind.bishop_is_dead,Egy püspök gyanús halála
opinion_mind.purification_by_fire,Tüzes tisztításra ítélték
opinion_mind.personal_conflict_ignore,Fél viszályba keveredni
opinion_mind.personal_conflict_support_me,Támogatott egy viszályban
opinion_mind.personal_conflict_support_enemy,Támogatta egy ellenségem egy viszályban
opinion_mind.betray_sir_oath,Megszegte a hűbérúri esküjét
opinion_mind.lord_neutralised,Segített megszabadulni egy problémás nemestől
opinion_mind.apostate,Hitehagyott
opinion_mind.purchase_stolen_rings,Megvette a tőlem ellopott Gyűrűket!
opinion_mind.took_my_house,Elvette a házam!
opinion_mind.family_relative_strange_dead,Egy rokon halála
opinion_mind.want_to_burn_my_town,Fel akarja égetni a városomat!
opinion_mind.want_to_burn_town_unfair_neighbores,A szomszéd ellen támadt
opinion_mind.defence_alliance_not_help,Elárult egy szövetségest
opinion_mind.praise_from_other_king,Dicséret egy szomszédtól
opinion_mind.demand_tribute_neighbors,Hűbéradót követel a szomszédoktól
opinion_mind.king_diplomacy,Kommunikáció a küldöttel
opinion_mind.strong_sir_army,A hűbérúr seregének ereje
opinion_mind.allowed_death_of_close,Hagyta meghalni egy szerettét
opinion_mind.crown_envy,Irigy a koronára
opinion_mind.forced_marriage,Kényszerházasság
opinion_mind.ex_heir_enemy,Korábban versenyben a trónért
opinion_mind.king_defied_church,Megkérdőjelezted az egyház tekintélyét
opinion_mind.agnostic_to_fanatic,Átkozott fanatikus (agnoszticizmus)
opinion_mind.fanatic_to_agnostic,Átkozott agnosztikus (fanatizmus)
opinion_mind.untitled_to_others,
opinion_mind.others_to_untitled,
activity_state.ambush_panic.go_to,Megmenekült a veszélyből
activity_state.ambush_panic.waiting,Pánikrohama volt
activity_state.ambush_prepare,Támadásra készül
activity_state.atm.go_to,Megy cipelni a tetemet
activity_state.atm.process,Cipeli a tetemet
activity_state.battle_follow_enemy,Üldözi az ellenséget
activity_state.battle_process,Harcol
activity_state.battle_squad_commander,Egy osztag parancsnoka
activity_state.battle_squad_go_to_formation,A parancsnokhoz megy
activity_state.battle_squad_in_formation,Egy osztag tagja
activity_state.battle_win,Örül a győzelemnek
activity_state.book_reading.go_to,Verseket olvasni megy
activity_state.book_reading.process,Verseket olvas
activity_state.burning.process,Kínban ég
activity_state.caravaneer.trade.go_to,Kereskedni megy
activity_state.caravaneer.trade.process,Készen áll kereskedni
activity_state.slave.trade.go_to,Karavánvezetőnek megy
activity_state.free_lord.go_to,"Vár, hogy felfogadják"
activity_state.slave.suicide,Öngyilkosságot követ el
activity_state.church.go_to,A templomba megy
activity_state.church.morning_service.process,Öröm prédikáció
activity_state.church.morning_service.waiting,Misére vár
activity_state.church.pray,Imádkozik
activity_state.conversation.go_to,Megy beszélni {name} nemessel
activity_state.criminal.burglary.go_to,Megy betörni egy házba
activity_state.criminal.burglary.lockpicking,Leveri a lakatot
activity_state.criminal.burglary.process,Kirabol egy házat
activity_state.criminal.burglary.waiting,Egy cinkostársára vár
activity_state.criminal.night_murder,Megy egy ellenségét megölni
activity_state.criminal.robbery,"Keres valakit, akit kirabolhat"
activity_state.criminal.storage_robbery.go_to,Megy kirabolni egy raktárat
activity_state.criminal.storage_robbery.process,Kirabolja a raktárat
activity_state.dead,Halott
activity_state.deep_social.go_to,Társaságba megy
activity_state.deep_social.process,Társaságban van
activity_state.deep_social.waiting,"Vár, hogy valakivel beszélhessen"
activity_state.dice_of_fate.go_to,Megy csontokból jósolni
activity_state.dice_of_fate.process,Csontokból jósol
activity_state.dreaming.go_to,Álmodozni fog
activity_state.dreaming.process,Álmodozik
activity_state.drinking.go_to,Megy sört inni
activity_state.drinking.process,Alkoholfogyasztás
activity_state.drinking_nectar.go_to,Megy nektárt inni
activity_state.drinking_nectar.process,Nektárt iszik
activity_state.eating.go_to,Megy enni
activity_state.eating.process,Eszik
activity_state.fight_trainer.go_to,Megy felügyelni a kiképzést
activity_state.fight_trainer.process,Felügyeli a kiképzést
activity_state.fight_training.go_to,Megy gyakorlatozni
activity_state.fight_training.waiting,Vívópartnerre vár
activity_state.finish_off_enemy,Kivégzi az ellenséget
activity_state.firefight.go_to,Rohan tüzet oltani
activity_state.firefight.process,Tüzet olt
activity_state.game_of_dice.go_to,Megy kockázni
activity_state.game_of_dice.process,Kockázik
activity_state.game_of_dice.waiting,Ellenfélre vár
activity_state.home_pray.go_to,Megy otthon imádkozni
activity_state.inspector.go_to,Ellenőrizni megy
activity_state.inspector.process,Ellenőrzést végez
activity_state.leaving_to_forest.go_to,Elhagyja a települést
activity_state.music.listen.go_to,Megy zenét hallgatni
activity_state.music.listen.process,Zenét hallgat
activity_state.music.play.go_to,Megy zenélni
activity_state.music.play.process,Zenél
activity_state.nothing,Nem csinál semmit
activity_state.order.attack,Támad {name} ellen
activity_state.order.building_burning.go_to,Megy felgyújtani a(z) {building} épületet
activity_state.order.building_burning.process,Felgyújtja a(z) {building} épületet
activity_state.order.building_robbery.go_to,Megy kifosztani a(z) {building} épületet
activity_state.order.building_robbery.process,Kifosztja a(z) {building} épületet
activity_state.order.follow,Üldözőben {name} nyomában
activity_state.order.moving,Előrenyomul
activity_state.order.travel_prepare.go_to,Előrenyomul ellátmányért
activity_state.order.travel_prepare.process,Ellátmányt vesz fel
activity_state.pain_shock,Eszméletlen a fájdalomtól
activity_state.patrol,Járőrözik
activity_state.punish_watching.go_to,Megy megnézni a fenyítést
activity_state.punish_watching.process,Nézi a fenyítést
activity_state.punish.go_to,Kísér egy bűnözőt
activity_state.punish.process,Fenyítést eszközöl
activity_state.punish.search,A bűnöző után megy
activity_state.punish.target.go_to,A vesztőhelyhez megy
activity_state.punish.target.waiting,Fenyítésre vár
activity_state.punish.witness.go_to,Megy kihallgatni egy tanút
activity_state.punish.witness.process,Tanút hallgat ki
activity_state.punish.witness.target.process,Tanúvallomást tesz
activity_state.punish.work_wait,Munkára vár
activity_state.punish.intimidate,Megy valakit megfélemlíteni
activity_state.intimidate.process,Megfélemlít valakit
activity_state.retreat,Menekül
activity_state.rtm.go_to,Nyersanyagokért megy
activity_state.rtm.process,Nyersanyagokat szállít
activity_state.salary.go_to,Megy a béréért
activity_state.sex.go_to,Megy szexelni
activity_state.sex.process,Szexel
activity_state.sex.waiting,Partnerre vár
activity_state.shopping.go_to,A piacra megy
activity_state.shopping.process,Vásárol
activity_state.sick_visit.go_to,Megy beteget látogatni
activity_state.sick_visit.process,Beteget látogat
activity_state.sick_visit.target.process,Örül a látogatásnak
activity_state.sick_visit.target.waiting,Látogatót vár
activity_state.skill_training.go_to,Megy a(z) {skill_name} képességet gyakorolni
activity_state.skill_training.process,A(z) {skill_name} képességet gyakorolja
activity_state.sleeping.fatigue.process,Alszik a kimerültségtől
activity_state.sleeping.go_to,Aludni megy
activity_state.sleeping.on_ground.process,A földön alszik
activity_state.sleeping.process,Alszik
activity_state.social_relaxation.go_to,Megy elmélkedni
activity_state.social_relaxation.process_1,A jövőt tervezgeti
activity_state.social_relaxation.process_2,A múlton mereng
activity_state.social_relaxation.process_3,Élvezi a pillanatot
activity_state.social_relaxation.process_4,A halálon mereng
activity_state.social_relaxation.process_5,A sorsról elmélkedik
activity_state.social_relaxation.process_6,A szeretteire gondol
activity_state.social_relaxation.process_7,A tettein mereng
activity_state.social_relaxation.process_8,Kétségbe vonja a létezést
activity_state.spend_time.drinking.go_to,Megy társaságban sörözni
activity_state.spend_time.drinking.process,Társaságban sörözik
activity_state.spend_time.hunt.go_to,Vadászni megy
activity_state.spend_time.hunt.waiting,Vadásztársra vár
activity_state.spend_time.music.go_to,Megy társaságban zenélni
activity_state.spend_time.music.process,Társaságban zenél
activity_state.spend_time.pray.go_to,Megy társaságban imádkozni
activity_state.spend_time.pray.process,Társaságban imádkozik
activity_state.spend_time.waiting,Vár valakire
activity_state.spend_time.walking.process,Társaságban sétál
activity_state.take_equipment.go_to,Felszerelésért megy
activity_state.tantrum.binge.go_to,Megy tivornyázni
