Key,Japanese
opinion_mind.force_neutrality_me,中立でいるよう強要してきた
opinion_mind.force_neutrality_to_leader,協定を破った
opinion_mind.competitor_for_influence,影響力を競うライバル
opinion_mind.ally_was_attacked,同盟が攻撃された
opinion_mind.vassal_was_attacked,臣下が攻撃された
opinion_mind.spouses_opinion_about_king,配偶者の意見
opinion_mind.sir_of_my_enemy,敵の宗主
opinion_mind.ally_of_my_enemy,敵の同盟
opinion_mind.bishop_is_dead,司教の不審死
opinion_mind.purification_by_fire,火による浄化を受けた
opinion_mind.personal_conflict_ignore,紛争に巻き込まれるのが怖い
opinion_mind.personal_conflict_support_me,紛争で支援してくれた
opinion_mind.personal_conflict_support_enemy,紛争で敵を支援した
opinion_mind.betray_sir_oath,宗主の誓いを破った
opinion_mind.lord_neutralised,厄介な領主の排除に貢献した
opinion_mind.apostate,背教者
opinion_mind.purchase_stolen_rings,我がもとから盗まれたリングを買った！
opinion_mind.took_my_house,家を奪われた！
opinion_mind.family_relative_strange_dead,親族の死
opinion_mind.want_to_burn_my_town,我が街を燃やそうとしている！
opinion_mind.want_to_burn_town_unfair_neighbores,隣人に対する攻撃
opinion_mind.defence_alliance_not_help,同盟を裏切った
opinion_mind.praise_from_other_king,隣国からの賞賛
opinion_mind.demand_tribute_neighbors,近隣諸国に貢ぎ物を要求
opinion_mind.king_diplomacy,特使とのコミュニケーション
opinion_mind.strong_sir_army,宗主の軍隊の力
opinion_mind.allowed_death_of_close,愛する人の死を許した
opinion_mind.crown_envy,王冠への嫉妬
opinion_mind.forced_marriage,結婚を強制された
opinion_mind.ex_heir_enemy,元王位継承候補
opinion_mind.king_defied_church,教会の権威に挑戦した
opinion_mind.agnostic_to_fanatic,くそったれ狂信者（無神論者）
opinion_mind.fanatic_to_agnostic,くそったれ無神論者（狂信者）
opinion_mind.untitled_to_others,爵位への嫉妬
opinion_mind.others_to_untitled,下級領主を軽蔑する
activity_state.ambush_panic.go_to,危機から逃れる
activity_state.ambush_panic.waiting,パニック発作を経験する
activity_state.ambush_prepare,攻撃に備える
activity_state.atm.go_to,遺体を運びに行く
activity_state.atm.process,遺体を運ぶ
activity_state.battle_follow_enemy,敵を追う
activity_state.battle_process,戦う
activity_state.battle_squad_commander,部隊を指揮する
activity_state.battle_squad_go_to_formation,指揮官の下へ
activity_state.battle_squad_in_formation,部隊の一員
activity_state.battle_win,勝利に喜ぶ
activity_state.book_reading.go_to,詩を読みに行く
activity_state.book_reading.process,詩を読む
activity_state.burning.process,苦悶に焼かれている
activity_state.caravaneer.trade.go_to,貿易に行く
activity_state.caravaneer.trade.process,取引の準備完了
activity_state.slave.trade.go_to,キャラバン隊の下へ行く
activity_state.free_lord.go_to,雇われるのを待つ
activity_state.slave.suicide,自殺する
activity_state.church.go_to,礼拝堂に行く
activity_state.church.morning_service.process,喜びの説教
activity_state.church.morning_service.waiting,説教を待つ
activity_state.church.pray,祈る
activity_state.conversation.go_to,{name}と話しに行く
activity_state.criminal.burglary.go_to,家に押し入ろうとする
activity_state.criminal.burglary.lockpicking,錠前を壊している
activity_state.criminal.burglary.process,家を強奪する
activity_state.criminal.burglary.waiting,共犯者を待つ
activity_state.criminal.night_murder,敵を殺しに行く
activity_state.criminal.robbery,強盗を働く相手を探している
activity_state.criminal.storage_robbery.go_to,倉庫に強盗に入る
activity_state.criminal.storage_robbery.process,倉庫で強盗を働いている
activity_state.dead,死亡
activity_state.deep_social.go_to,交流しに行く
activity_state.deep_social.process,交流している
activity_state.deep_social.waiting,話し相手を待っている
activity_state.dice_of_fate.go_to,骨占術をしに行く
activity_state.dice_of_fate.process,骨占術をしている
activity_state.dreaming.go_to,空想にふける
activity_state.dreaming.process,空想している
activity_state.drinking.go_to,ビールを飲みに行く
activity_state.drinking.process,アルコールを飲んでいる
activity_state.drinking_nectar.go_to,ネクタルを飲みに行く
activity_state.drinking_nectar.process,ネクタルを飲んでいる
activity_state.eating.go_to,食事をしに行く
activity_state.eating.process,食事をしている
activity_state.fight_trainer.go_to,訓練を監督しに行く
activity_state.fight_trainer.process,訓練を監督している
activity_state.fight_training.go_to,訓練に行く
activity_state.fight_training.waiting,スパーリングパートナーを待っている
activity_state.finish_off_enemy,敵にとどめを刺す
activity_state.firefight.go_to,消火しに急ぐ
activity_state.firefight.process,消火している
activity_state.game_of_dice.go_to,さいころ賭博をしに行く
activity_state.game_of_dice.process,さいころ賭博中
activity_state.game_of_dice.waiting,相手を待っている
activity_state.home_pray.go_to,家で祈りを捧げに行く
activity_state.inspector.go_to,検査に出向く
activity_state.inspector.process,検査を行っている
activity_state.leaving_to_forest.go_to,集落を立ち去っている
activity_state.music.listen.go_to,音楽を聞きに行く
activity_state.music.listen.process,音楽を聞いている
activity_state.music.play.go_to,音楽を演奏しに行く
activity_state.music.play.process,音楽を演奏している
activity_state.nothing,何もしない
activity_state.order.attack,{name}を攻撃する
activity_state.order.building_burning.go_to,{building}を放火しに行く
activity_state.order.building_burning.process,{building}に火をつける
activity_state.order.building_robbery.go_to,{building}を略奪しに行く
activity_state.order.building_robbery.process,{building}を略奪する
activity_state.order.follow,{name}を追う
activity_state.order.moving,進む
activity_state.order.travel_prepare.go_to,食料の前払い
activity_state.order.travel_prepare.process,食料を摂取する
activity_state.pain_shock,痛みによるショックで意識不明
activity_state.patrol,巡回中
activity_state.punish_watching.go_to,処刑を見に行く
activity_state.punish_watching.process,処刑を見ている
activity_state.punish.go_to,犯罪者を率いる
activity_state.punish.process,処罰を与えている
activity_state.punish.search,犯罪者を追いかける
activity_state.punish.target.go_to,処刑台に行く
activity_state.punish.target.waiting,処刑が行われるのを待っている
activity_state.punish.witness.go_to,証人の尋問に行く
activity_state.punish.witness.process,証人を尋問している
activity_state.punish.witness.target.process,証言を行う
activity_state.punish.work_wait,仕事を待っている
activity_state.punish.intimidate,脅迫に行く
activity_state.intimidate.process,脅迫している
activity_state.retreat,逃亡中
activity_state.rtm.go_to,資源を探しに行く
activity_state.rtm.process,資源を輸送中
activity_state.salary.go_to,給料を取りに行く
activity_state.sex.go_to,性交をしに行く
activity_state.sex.process,性交中
activity_state.sex.waiting,パートナーを待っている
activity_state.shopping.go_to,市場に行く
activity_state.shopping.process,商品を買っている
activity_state.sick_visit.go_to,病人を見舞いに行く
activity_state.sick_visit.process,病人を見舞っている
activity_state.sick_visit.target.process,見舞いを嬉しく思う
activity_state.sick_visit.target.waiting,見舞いを待っている
activity_state.skill_training.go_to,{skill_name}の訓練に行く
activity_state.skill_training.process,{skill_name}の訓練中
activity_state.sleeping.fatigue.process,疲れのあまり寝ている
activity_state.sleeping.go_to,眠りにつく
activity_state.sleeping.on_ground.process,地面で寝ている
activity_state.sleeping.process,睡眠中
activity_state.social_relaxation.go_to,考え込む
activity_state.social_relaxation.process_1,将来の計画を立てる
activity_state.social_relaxation.process_2,過去を振り返る
activity_state.social_relaxation.process_3,この瞬間を楽しむ
activity_state.social_relaxation.process_4,死について考える
activity_state.social_relaxation.process_5,運命について考える
activity_state.social_relaxation.process_6,愛する人のことを思う
activity_state.social_relaxation.process_7,行いを振り返る
activity_state.social_relaxation.process_8,存在を疑う
activity_state.spend_time.drinking.go_to,仲間とビールを飲みに行く
activity_state.spend_time.drinking.process,仲間とビールを飲んでいる
activity_state.spend_time.hunt.go_to,狩りに行く
activity_state.spend_time.hunt.waiting,狩りのパートナーを待っている
activity_state.spend_time.music.go_to,仲間と音楽を演奏しに行く
activity_state.spend_time.music.process,仲間と音楽を演奏している
activity_state.spend_time.pray.go_to,仲間と祈りを捧げに行く
activity_state.spend_time.pray.process,仲間と祈りを捧げている
activity_state.spend_time.waiting,誰かを待つ
activity_state.spend_time.walking.process,仲間と一緒に歩いている
activity_state.take_equipment.go_to,装備を取りに行く
activity_state.tantrum.binge.go_to,酒盛りしに行く
activity_state.tantrum.binge.process,酒盛りをしている
activity_state.tantrum.crazy_pray.go_to,宗教的な恍惚状態に浸る
activity_state.tantrum.crazy_pray.process,宗教的な恍惚状態
activity_state.tantrum.rage.process,殴る相手を探している
activity_state.tantrum.self_immolation.go_to,炎による浄化を計画している
activity_state.trade.go_to,キャラバン隊との貿易に行く
activity_state.unconscious,意識不明
activity_state.use_bandage,止血する
activity_state.use_medicine.go_to,薬を取りに行く
activity_state.use_medicine.process,薬を飲んでいる
activity_state.walking,散歩
activity_state.dancing,
activity_state.wolf_walking,森を探索する
activity_state.work.go_to,仕事に行く
activity_state.work.process,歩いている
activity_state.chancellaty_interact.go_to,知識の研究に行く
activity_state.chancellaty_interact.interact,知識を研究する
activity_state.slave_free.go_to,囚人を解放しに行く
activity_state.slave_free.making_free,囚人を解放する
activity_state.slave_free.wait,解放を待つ
activity_state.pig_slaughter.go_to,豚を屠殺しに行く
activity_state.tantrum.tantrum_insult,口論しに行く
activity_state.tantrum.depression,憂うつな気分
activity_state.tantrum.long_walk,憂うつな気分で歩く
activity_state.tantrum.self_harm.go_to,自分を痛めつけに行く
activity_state.tantrum.self_harm.process,自分自身を傷つけている
activity_state.tantrum.tantrum_beating,誰かを殴りに行く
activity_state.clerk.wait_for_work,任務を待つ
activity_state.clerk.talk_inspector,任務を受け取る
activity_state.clerk.give_order,任務を割り当てる
activity_state.gallows_inspector.go_to,処刑台の管理に行く
activity_state.gallows_inspector.process,処刑台を管理する
activity_state.chancellry.go_to,官庁の管理に行く
activity_state.chancellry.process,官庁を管理する
activity_state.duel.go_to,決闘に赴く
activity_state.duel.waiting,決闘の開始を待つ
activity_state.duel_watch.go_to,決闘を見物しに行く
activity_state.duel_watch.process,決闘を見る
activity_state.bishop.transfer_runes,キャラバンにリングを渡す
activity_state.enslave,人質を拘束する
activity_state.awaiting_inspector,検査官を待つ
activity_state.awaiting_building_site,建設資材を待つ
activity_state.criminal.kidnap.go_to,領主を誘拐しに行く
activity_state.criminal.lord_kill.go_to,領主を殺害しに行く
activity_state.criminal.lord_kill.process,領主を殺害している
activity_state.criminal.kidnap.process,領主を拘束している
activity_state.criminal.captive.go_to,領主を捕えに行く
activity_state.criminal.captive.process,領主を捕らえている
activity_state.criminal.steal_library.go_to,図書館に強盗に入る
activity_state.criminal.steal_library.process,図書館で強盗を働いている
activity_state.criminal.steal_hall.go_to,屋敷に強盗に入る
activity_state.criminal.steal_hall.process,屋敷で強盗を働いている
activity_state.criminal.kidnap.go_to,領主を誘拐しに行く
activity_state.criminal.captive.process,領主を捕らえている
