Key,Turkish
opinion_mind.refuse_flirt_full,Beni reddetti! Bu ne cüret ya?
opinion_mind.reward_me,Beni ödüllendirdi
opinion_mind.sex,Geceyi beraber geçirdi!
opinion_mind.shame_relative,Sevdiği birini rezil etti
opinion_mind.slight,Beni rezil etti
opinion_mind.spouse,Eş
opinion_mind.suspicion_of_adultery,Aldatma şüphesi
opinion_mind.try_to_kill_me,Beni öldürmeye çalıştı
opinion_mind.manners_good,Terbiyeli
opinion_mind.manners_too_high,Çok terbiyeli
opinion_mind.manners_too_low,Görgüsüz köylü
opinion_mind.pregnancy_father,Çocuğumun babası
opinion_mind.pregnancy_mother,Çocuğumun annesi
opinion_mind.dummy_bastard,Köylüden doğma piç
opinion_mind.lord_bastard,Asilzadeden doğma piç
opinion_mind.child,Çocuğum
opinion_mind.parent,Ebeveynim
opinion_mind.rescued_from_captivity,Beni esaretten kurtardı!
opinion_mind.speeping_with_my_partner,Partnerimle sevişiyor!
opinion_mind.uncle,Dayı/Hala
opinion_mind.nephew,Yeğen
opinion_mind.brother,Erkek kardeş/kız kardeş
opinion_mind.related_marriage,Evlilik yolu ile akraba
opinion_mind.returned_debt,Borcunu ödedi
opinion_mind.not_returned_debt,Güvenimi kırdı
opinion_mind.not_returned_debt_neighbor,Komşusuna borcunu ödeyemedi
opinion_mind.player_paid_tribute,Bana haraç ödedi
opinion_mind.player_refuse_to_pay,Ödemeyi reddetti
opinion_mind.king_demand_pay,Benden zorla haraç aldı
opinion_mind.attacked_me,Bana saldırdı
opinion_mind.attack_neighbors,Komşularına saldırıyor
opinion_mind.attack_traity,Bana şiddet gösterdi
opinion_mind.attack_traity_neighbors,Komşuya şiddet gösterdi
opinion_mind.attack_coward,Düelloya gelmedi
opinion_mind.vassal,Vasalım
opinion_mind.senior,Üstüm
opinion_mind.vassal_duty_did,Vasallık görevini yerine getirdi
opinion_mind.betrayal,Bana ihanet etti
opinion_mind.betray_vassal_oath,Vasallık yeminini bozdu
opinion_mind.king_bastard,Piçler taç giyemez!
opinion_mind.king_woman,Kadınlar taç giyemez!
opinion_mind.greetings_me,Beni selamladı
opinion_mind.loot_my_village,Köyümü yağmaladı
opinion_mind.friend_of_bandits,Orman haydutları ile anlaşma yapıyor
opinion_mind.enemy_of_bandits,Orman haydutlarını yeniyor
opinion_mind.killed_wolves,Bir etbörü sürüsünü öldürdü
opinion_mind.kicked_out,Beni sürgün etti
opinion_mind.take_title,Beni ünvanımdan yoksun bıraktı.
opinion_mind.kicked_out_my_lord,Asilzademi sürgün etti
opinion_mind.discharge,Gerginlikten sonra rahatlama
opinion_mind.free_lord_terror,Özgür asilzadenin canına kastedildi
opinion_mind.my_teacher,Öğretmenim
opinion_mind.dictator_habits,Diktatörlüğe yatkınlık
opinion_mind.threatened_me,Beni tehdit etti
opinion_mind.crime_criminal_not_punished,Bir suçlu cezalandırılmıyor
opinion_mind.friend_of_my_child,Çocuğun arkadaşı
opinion_mind.best_friend_of_my_child,Çocuğun en yakın arkadaşı
opinion_mind.enemy_of_my_child,Çocuğun düşmanı
opinion_mind.worst_enemy_of_my_child,Çocuğun ölümcül düşmanı
opinion_mind.friend_of_my_spouce,Eşin arkadaşı
opinion_mind.best_friend_of_my_spouce,Eşin en yakın arkadaşı
opinion_mind.enemy_of_my_spouce,Eşin düşmanı
opinion_mind.worst_enemy_of_my_spouce,Eşin ölümcül düşmanı
opinion_mind.sex_with_other,Sevgilim başka biriyle beraber oldu
opinion_mind.caring_parent,İlgili ebeveyn
opinion_mind.good_child,İtaatkâr evlat
opinion_mind.start_friend,Eski müttefik
opinion_mind.start_sympathy,Sempati
opinion_mind.start_dislike,Antipati
opinion_mind.start_enemy,Baş düşman
opinion_mind.too_smart,Çok zeki
opinion_mind.sinner,Günahkâr (Fanatizm)
opinion_mind.was_punished,Cezalandırıldı
opinion_mind.trade_with_enemy,Düşmanımla ticaret yaptı
opinion_mind.dont_kill_bandits,Haydutları haklayamadı
opinion_mind.kill_not_own_bandits,Başkalarının işine burnunu sokuyor
opinion_mind.killed_my_friend,Arkadaşımı öldürdü
opinion_mind.killed_my_enemy,Düşmanımı öldürdü
opinion_mind.first_night_together,Birlikte ilk gece
opinion_mind.loot_vassal_village,Vasalın köyünü yağmaladı
opinion_mind.trade_with_me,Başarılı anlaşma
opinion_mind.victorious_generosity,Galibin cömertliği
opinion_mind.knocked_up_my_daughter,Kızımı hamile bıraktı
opinion_mind.rebelled_against_kin,Kendi hükümdarına karşı geldi
opinion_mind.traitors_slander,Döneklerin iftirası
opinion_mind.not_control_own_bandits,Haydutlarını kontrol etmiyor
opinion_mind.unholly_hospitality,Kutsal misafirperverlik kuralını ihlal etti
opinion_mind.demand_vassalage_to_me,Beni bastırmaya çalıştı
opinion_mind.mind_kidnaper,Adam kaçıran
opinion_mind.mind_kidnaper_neighbore,Komşusunun asilzadesini kaçırdı
opinion_mind.mind_assassinate,Suikastçı yolladı
opinion_mind.mind_assassinate_neighbore,Komşusuna suikastçı yolladı
opinion_mind.dead_captive,Esir öldü
opinion_mind.captive_hold,Esir tutuyor
opinion_mind.release_captive,Bir esiri serbest bıraktı
opinion_mind.captive_terror,Bir esire işkence ediyor
opinion_mind.lord_rebellion_support_heir_to_heir,İsyanı destekledi
opinion_mind.lord_rebellion_support_king_to_heir,İsyanı desteklemedi
opinion_mind.lord_rebellion_support_heir_to_king,Meşru hükümdarı desteklemedi
opinion_mind.lord_rebellion_support_king_to_king,Meşru hükümdarı destekledi
opinion_mind.poaching_my_lords,Asilzademi çaldı
opinion_mind.betrayed_home,Kendi hanesine ihanet etti
opinion_mind.book_stealer,Kitap çaldı
opinion_mind.gold_stealer,Hırsızlık yaptı
opinion_mind.refuse_light_vassals,Vasallığı reddetti
opinion_mind.showed_weakness,Zayıflık gösterdi
opinion_mind.guest_death_for_owners,Bir aile ferdinin şüpheli ölümü
opinion_mind.guest_death_for_opponents,Bir misafirin şüpheli ölümü
opinion_mind.faceless,Habis Sürü
opinion_mind.not_faceless,Habis Sürü değil
opinion_mind.hate_males,Erkeklerden nefret ediyor
opinion_mind.hate_females,Kadınlardan nefret ediyor
opinion_mind.blissful,Keyifli
opinion_mind.saint,Kutsal
opinion_mind.drug_addict,Bağımlı
opinion_mind.coward,Korkak
opinion_mind.help_against_facelesse,Habis Sürü'ye karşı yardım etti
opinion_mind.tried_to_poison,Zehirleme girişimi
opinion_mind.tried_to_poison_my_member,Asilzademi zehirlemeye çalıştı
opinion_mind.greedy,Açgözlü
opinion_mind.king_role_weaker_than_me,Benden daha zayıf (Kaiden)
opinion_mind.king_role_stronger_than_me,Benden daha güçlü (Kaiden)
opinion_mind.king_role_poorer_than_me,Benden daha fakir (Makha)
opinion_mind.king_role_reacher_than_me,Benden daha zengin (Makha)
opinion_mind.king_role_agnostic,Agnostik (Tanaya)
opinion_mind.king_role_fanatic,Fanatik (Tanaya)
opinion_mind.king_role_bandit_torelate,Haydutlara katlanıyor (Kaiden)
opinion_mind.king_role_fight_with_bandit,Haydutlarla savaşıyor (Kaiden)
opinion_mind.king_role_many_slaves,Çok fazla mahkûm var (Varns)
opinion_mind.king_role_no_slaves,Mahkûm yok (Varns)
opinion_mind.king_role_vassal,Vasal (Varns)
opinion_mind.king_role_suzerain,Süzeren (Varns)
opinion_mind.king_role_dumber_than_me,Benden daha aptal (Makha)
opinion_mind.king_role_smarter_than_me,Benden daha zeki (Makha)
opinion_mind.women_king,Tahtta bir kadın var
opinion_mind.disinherited_me,Beni mirastan mahrum bıraktı
opinion_mind.illigal_heir,Gayrimeşru vâris
opinion_mind.few_fanatics,Fanatik eksikliği
opinion_mind.few_churchs,Yeterli Tapınak yok
opinion_mind.enough_fanatics,Şehirde çok fazla fanatik var
opinion_mind.enough_churchs,Yeterli sayıda Tapınak var
opinion_mind.blissful,Keyifli
opinion_mind.provoke_duel,Düelloya kışkırttı
opinion_mind.provoke_duel_neighbore,Komşusunu düelloya kışkırttı
opinion_mind.declare_peace,Barış antlaşması
opinion_mind.trade_agreement,Ticaret sözleşmesi
opinion_mind.cruel_ruler,Hain hükümdar
opinion_mind.bishop_frogivness,Affedildi
opinion_mind.enemy_of_bandits_bishop,Haydut kampını yok etti
opinion_mind.pitty,Acıma
opinion_mind.help_in_rescue,Özgürleşmesine yardım
opinion_mind.lord_lowborn,Düşük asalet
opinion_mind.matriarch_fanatic_mind,Şehirdeki fanatik sayısı ({percent})
opinion_mind.friend_lost_title,Dostuma ünvan verilmedi
opinion_mind.bishop_opinion,Piskoposun düşüncesi
opinion_mind.defence_alliance_lost_soldier,Destek güçleri arasında kayıplar
opinion_mind.defence_alliance_lost_lord,Destek güçlerinin kumandanı kayboldu
opinion_mind.defence_alliance_broken,İttifak bozuldu
opinion_mind.defence_alliance,Benimle aynı ittifakta yer alıyor
opinion_mind.defence_alliance_send_army,İttifakı onurlandırıyor
opinion_mind.defence_alliance_broken_neighbore,Bir müttefike ihanet etti
opinion_mind.new_bishop,Yeni bir piskoposluk
opinion_mind.enemy_of_my_ally,Müttefikimin düşmanı
opinion_mind.ally_of_my_enemy,Düşmanımın müttefiki
opinion_mind.same_culture,Aynı kültür
opinion_mind.xenophobic_culture,Nefret edilen kültür
opinion_mind.slander_to_other_king,Başka bir hükümdara karşı garazı var
opinion_mind.slander_from_other_king,İftira atıldı
opinion_mind.help_in_vassal_riot_to_vassal,Bağımsızlık mücadelesinde yardım etti
opinion_mind.help_in_vassal_riot_to_sir,İsyankâr bir vasala yardım etti
opinion_mind.help_in_lords_family_attack_to_victim,Şehrin korunmasına yardım etti
opinion_mind.help_in_lords_family_attack_to_attacker,Saldırımıza karşı savunmaya yardım etti
opinion_mind.help_in_lords_family_destroy_to_victim,Şehri yıkımdan korudu
opinion_mind.help_in_lords_family_destroy_to_attacker,Şehri yıkımdan korudu
opinion_mind.help_in_mountais_bandits_attack,Yağmacıları yok etmeye yardım etti
opinion_mind.helped_tanaya_king,Tanaya hükümdarlarına yardım etti
opinion_mind.helped_makha_king,Makha hükümdarlarına yardım etti
opinion_mind.rival_for_power,Güçte rakip
opinion_mind.crown_desire,Tahtın isteği
opinion_mind.bishop_to_fanatic,Fanatik
opinion_mind.bishop_to_agnostic,Agnostik
opinion_mind.transfered_king,Tacı verdi
opinion_mind.distrust,Şüphe
opinion_mind.try_to_vassal_my_vassal,Vasalımı fethetmeye çalışıyor
opinion_mind.contempt_of_genius,Başka bir hükümdar yoktur!
opinion_mind.force_neutrality_my_ally,Müttefiki tarafsız olmaya zorladı
opinion_mind.force_neutrality_my_vassal,Vasalı tarafsız olmaya zorladı
opinion_mind.force_neutrality_me,Beni tarafsız olmaya zorladı
opinion_mind.force_neutrality_to_leader,Anlaşmayı bozdu
opinion_mind.competitor_for_influence,Nüfuzda rakip
opinion_mind.ally_was_attacked,Müttefikime saldırdı
opinion_mind.vassal_was_attacked,Vasalıma saldırdı
opinion_mind.spouses_opinion_about_king,Eşin düşüncesi
opinion_mind.sir_of_my_enemy,Düşmanımın süzereni
opinion_mind.ally_of_my_enemy,Düşmanımın müttefiki
opinion_mind.bishop_is_dead,Piskoposun şüpheli ölümü
opinion_mind.purification_by_fire,Ateş ile arındırıldı
opinion_mind.personal_conflict_ignore,Bir çekişmeye dâhil olmaktan korkuyor
opinion_mind.personal_conflict_support_me,Çekişmede beni destekledi
opinion_mind.personal_conflict_support_enemy,Çekişmede düşmanımı destekledi
opinion_mind.betray_sir_oath,Süzeren yeminini bozdu
opinion_mind.lord_neutralised,Sorun çıkaran bir asilzadeden kurtulmaya yardım etti
opinion_mind.apostate,Dönek
opinion_mind.purchase_stolen_rings,Benden çalınan yüzükleri aldı!
opinion_mind.took_my_house,Evimi aldı!
opinion_mind.family_relative_strange_dead,Akrabanın ölümü
opinion_mind.want_to_burn_my_town,Şehrimi ateşe vermek istiyor!
opinion_mind.want_to_burn_town_unfair_neighbores,Komşuya şiddet gösterdi
opinion_mind.defence_alliance_not_help,Bir müttefike ihanet etti
opinion_mind.praise_from_other_king,Bir komşudan gelen övgü
opinion_mind.demand_tribute_neighbors,Komşulardan haraç istiyor
opinion_mind.king_diplomacy,Elçi ile iletişim
opinion_mind.strong_sir_army,Süzeren ordusunun kudreti
opinion_mind.allowed_death_of_close,Sevdiği birinin ölümüne izin verdi
opinion_mind.crown_envy,Tahtı kıskanıyor
opinion_mind.forced_marriage,Zorla evlilik
opinion_mind.ex_heir_enemy,Tahtın eski rakibi
opinion_mind.king_defied_church,Kilise'nin otoritesine meydan okudu
opinion_mind.agnostic_to_fanatic,Lanet fanatik (Agnostisizm)
opinion_mind.fanatic_to_agnostic,Lanet agnostik (Fanatizm)
opinion_mind.untitled_to_others,Ünvanı kıskanıyor
opinion_mind.others_to_untitled,Küçük asilzadeyi hor görüyor
activity_state.ambush_panic.go_to,Tehlikeden kaçıyor
activity_state.ambush_panic.waiting,Panik atak geçiriyor
activity_state.ambush_prepare,Saldırıya hazırlanıyor
activity_state.atm.go_to,Birini taşımaya gidiyor
activity_state.atm.process,Birini taşıyor
activity_state.battle_follow_enemy,Düşmanı takip ediyor
activity_state.battle_process,Savaşıyor
activity_state.battle_squad_commander,Bir bölüğü komuta ediyor
activity_state.battle_squad_go_to_formation,Kumandana gidiyor
activity_state.battle_squad_in_formation,Bölüğün üyesi
activity_state.battle_win,Zaferi kutluyor
activity_state.book_reading.go_to,Şiir okumaya gidiyor
activity_state.book_reading.process,Şiir okuyor
activity_state.burning.process,Can çekişiyor
activity_state.caravaneer.trade.go_to,Ticaret yapmaya gidiyor
activity_state.caravaneer.trade.process,Ticaret yapmaya hazır
activity_state.slave.trade.go_to,Kervancıya gidiyor
activity_state.free_lord.go_to,İşe alınmayı bekliyor
activity_state.slave.suicide,İntihar ediyor
activity_state.church.go_to,Tapınak'a gidiyor
activity_state.church.morning_service.process,Sevinç Vaazı
activity_state.church.morning_service.waiting,Ayini bekliyor
activity_state.church.pray,Dua ediyor
activity_state.conversation.go_to,{name} ile konuşmaya gidiyor
activity_state.criminal.burglary.go_to,Evine zorla girmeye gidiyor
activity_state.criminal.burglary.lockpicking,Kilidi kırıyor
activity_state.criminal.burglary.process,Bir evi soyuyor
activity_state.criminal.burglary.waiting,Suç ortağını bekliyor
activity_state.criminal.night_murder,Düşmanı öldürmeye gidiyor
activity_state.criminal.robbery,Soyacak kurban arıyor
activity_state.criminal.storage_robbery.go_to,Ardiye'yi soymaya gidiyor
activity_state.criminal.storage_robbery.process,Ardiye'yi soyuyor
activity_state.dead,Ölü
activity_state.deep_social.go_to,Sosyalleşmeye gidiyor
activity_state.deep_social.process,Sosyalleşiyor
activity_state.deep_social.waiting,Konuşacak birini bekliyor
activity_state.dice_of_fate.go_to,Kemiklerle kâhinliğe gidiyor
activity_state.dice_of_fate.process,Kemikler ile kehanette bulunuyor
activity_state.dreaming.go_to,Hayal kurmaya gidiyor
activity_state.dreaming.process,Hayal kuruyor
activity_state.drinking.go_to,Bira içmeye gidiyor
activity_state.drinking.process,Alkol içiyor
activity_state.drinking_nectar.go_to,Nektar içmeye gidiyor
activity_state.drinking_nectar.process,Nektar içiyor
activity_state.eating.go_to,Yemek yemeye gidiyor
activity_state.eating.process,Yemek yiyor
activity_state.fight_trainer.go_to,Eğitimi denetlemeye gidiyor
activity_state.fight_trainer.process,Eğitimi denetliyor
activity_state.fight_training.go_to,Eğitime gidiyor
activity_state.fight_training.waiting,İdman arkadaşını bekliyor
activity_state.finish_off_enemy,Düşmanın işini bitiriyor
activity_state.firefight.go_to,Yangını söndürmeye koşuyor
activity_state.firefight.process,Yangını söndürüyor
activity_state.game_of_dice.go_to,Zar atmaya gidiyor
activity_state.game_of_dice.process,Zar atıyor
activity_state.game_of_dice.waiting,Rakibini bekliyor
activity_state.home_pray.go_to,Evde dua etmeye gidiyor
activity_state.inspector.go_to,Teftişe gidiyor
activity_state.inspector.process,Teftiş yapıyor
activity_state.leaving_to_forest.go_to,Yerleşkeden ayrılıyor
activity_state.music.listen.go_to,Müzik dinlemeye gidiyor
activity_state.music.listen.process,Müzik dinliyor
activity_state.music.play.go_to,Müzik çalmaya gidiyor
activity_state.music.play.process,Müzik çalıyor
activity_state.nothing,Hiçbir şey yapmıyor
activity_state.order.attack,{name} adlı kişiye saldırıyor
activity_state.order.building_burning.go_to,{building} binasını ateşe vermeye gidiyor
activity_state.order.building_burning.process,{building} binasını ateşe veriyor
activity_state.order.building_robbery.go_to,{building} binasını yağmalamaya gidiyor
activity_state.order.building_robbery.process,{building} binasını yağmalıyor
activity_state.order.follow,{name} adlı karakteri takip ediyor
activity_state.order.moving,İlerliyor
activity_state.order.travel_prepare.go_to,Erzak bulmaya gidiyor
activity_state.order.travel_prepare.process,Erzak alıyor
activity_state.pain_shock,Ağrılarından dolayı baygın
activity_state.patrol,Devriyede
activity_state.punish_watching.go_to,Cezalandırmayı izlemeye gidiyor
activity_state.punish_watching.process,Cezalandırmayı izliyor
activity_state.punish.go_to,Bir suçluyu götürüyor
activity_state.punish.process,Cezalandırıyor
activity_state.punish.search,Suçlunun peşinden gidiyor
activity_state.punish.target.go_to,Darağacına gidiyor
activity_state.punish.target.waiting,Cezasını bekliyor
activity_state.punish.witness.go_to,Bir tanığı sorgulamaya gidiyor
activity_state.punish.witness.process,Bir tanığı sorguluyor
activity_state.punish.witness.target.process,İfade veriyor
activity_state.punish.work_wait,Çalışmak için bekliyor
