Key,Russian
activity_state.tantrum.ring_robbery.process,Грабит
activity_state.tantrum.eating.go_to,Идет есть мясо
activity_state.tantrum.eating.process,Ест мясо
activity_state.tantrum.spent_time.go_to,Идет проводить время вместе
activity_state.tantrum.house_grab.go_to,Идет отнимать дом
activity_state.tantrum.make_gift.go_to,Идет делать подарок
activity_state.ceremony.watch,Смотрит церемонию
activity_state.funeral_ceremony.process,Участвует в церемонии сожжения
activity_state.wedding_ceremony.process,Участвует в свадебной церемонии
activity_state.coronotaion_ceremony.process,Участвует в коронации
activity_state.ceremony.go_to,Идет на церемонию
activity_state.ceremony.waiting,Ожидает начало церемонии
activity_state.archer_shooting,Стреляет из лука
activity_state.unleashing,Развязывает союзника
activity_state.stay_back,Командует отрядом издали
activity_state.village_headman_transfer_resources,Переносит дань на склад
activity_state.go_to_breakdown,Идет разрушать
activity_state.breakdown_process,Разрушает
activity_state.wolf_prophecy_attack,Атакует провинцию
activity_state.contraband.go_to,Занимается спекуляциями
activity_state.contraband.process,Занимается спекуляциями
activity_state.out_of_burning.go_to,Покидает горящее здание
mind.abuse,Меня оскорбили!
mind.agnostic,Агностик
mind.battle_commander_bonus,Навыки командира
mind.battle_commander_dead,Мой командир убит!
mind.battle_commander_retreat,Мой командир бежал!
mind.battle_enemy_commander_dead,Командир врага убит!
mind.battle_enemy_commander_retreat,Командир противника бежал!
mind.battle_enemy_soldier_retreat,Воин противника бежал!
mind.battle_loose,Поражение в битве
mind.battle_soldier_retreat,Воин из отряда бежал!
mind.battle_soldier_surrender,Воин из отряда сдался!
mind.battle_soldier_dead,Воин из отряда убит!
mind.battle_commander_surrender,Мой командир сдался!
mind.battle_enemy_commander_surrender,Командир врага сдался!
mind.battle_enemy_soldier_surrender,Воин противника сдался!
mind.battle_enemy_soldier_dead,Воин противника убит!
mind.battle_win,Победа в битве
mind.catharsis,Катарсис
mind.close_actor_dead,Смерть близкого
mind.close_actor_heavy_disease,Тяжелая болезнь близкого
mind.close_actor_low_mid_disease,Тревога за здоровье близкого
mind.close_actor_punish,Наказание близкого
mind.conversation_fatigue,Усталость от переговоров
mind.conversation_reward,Награжден
mind.conversation_threat,Подвергся угрозам
mind.conversation.rumors,Обсудили слухи
mind.crime_criminal_not_punished,Преступник не наказан
mind.crime_punished,Был наказан
mind.crime_unfairly_punished,Жертва произвола
mind.crime_victim,Жертва преступления
mind.deep_talk,Душевно пообщался!
mind.dice_of_fate_bad_luck,Кости предсказывают потерю!
mind.dice_of_fate_luck,Кости обещают мне удачу!
mind.disease_death_inevitable,Смерть неизбежна
mind.disease_easy,Легкая болезнь
mind.disease_hard,Тяжелая болезнь
mind.disease_middle,Средняя болезнь
mind.drank,Действие алкоголя
mind.drank_nectar,Действие нектара
mind.beer_addiction,Острое желание выпить пива
mind.nectar_addiction,Острое желание выпить нектар
mind.enemy_actor_dead,Смерть врага
mind.enemy_actor_heavy_disease,Надежда на смерть врага
mind.envy_happy,Завидует
mind.evil_joke,Надо мной посмеялись!
mind.execution_watch,Зрелище казни
mind.exhaustion,Истощение
mind.faction_actor_dead,Смерть члена семьи
mind.fanatic,Фанатично верующий
mind.fight_positive,Выпустил пар!
mind.flattery,Польщен
mind.force_action_task,Стресс от принуждения
mind.seduce_task,Секс без эмоций
mind.game_of_dice_loose,Проигрыш в кости
mind.game_of_dice_win,Выигрыш в кости
mind.good_joke,Рассказали шутку
mind.hangover,Похмелье
mind.nectar_hangover,Нектарное похмелье
mind.force_donate,Был вынужден пожертвовать
mind.hate,Ненависть
mind.homeless,Бездомный
mind.hunt,Удачная охота
mind.immobilization,Обездвиженность
mind.lot_of_rings,Очень много колец
mind.low_rings,Мало колец
mind.loyalty_low,Низкая лояльность
mind.many_rings,Много колец
mind.morning_service,Проповедь радости
mind.motive.energy.1,Сонливость
mind.motive.energy.2,Сильная нехватка сна
mind.motive.food.1,Сытно поел
mind.motive.food.2,Легкий голод
mind.motive.food.3,Голод
mind.motive.food.4,Сильный голод
mind.motive.rest.1,Полон сил
mind.motive.rest.2,Легкая усталость
mind.motive.rest.3,Средняя усталость
mind.motive.rest.4,Смертельная усталость
mind.motive.religion.1,Праведность
mind.motive.religion.2,Благодать
mind.motive.religion.3,Святая София покинула меня
mind.motive.religion.4,Богиня накажет меня!
mind.motive.sex.1,Легкое одиночество
mind.motive.sex.2,Сексуальное желание
mind.motive.sex.3,Сексуальная одержимость
mind.motive.care.1,Отсутствие внимания родителей
mind.motive.care.2,Скучает по родителям
mind.motive.care.3,Брошен родителями
mind.new_town_resident,Оптимизм нового жителя
mind.night_murder,Подлое убийство
mind.no_rings,Нет колец
mind.no_salary,Не получил зарплату
