Key,Deutsch
opinion_mind.not_returned_debt,Missbrauchte mein Vertrauen
opinion_mind.not_returned_debt_neighbor,Beglich eine Schuld bei Nachbarn nicht
opinion_mind.player_paid_tribute,Zahlte mir Tribut
opinion_mind.player_refuse_to_pay,Weigerte sich zu zahlen
opinion_mind.king_demand_pay,Rang mir einen Tribut ab
opinion_mind.attacked_me,Griff mich an
opinion_mind.attack_neighbors,Greift Nachbarn an
opinion_mind.attack_traity,Aggression gegen mich
opinion_mind.attack_traity_neighbors,Aggression gegen einen Nachbarn
opinion_mind.attack_coward,Erschien nicht zu einem Duell
opinion_mind.vassal,Mein Vasall
opinion_mind.senior,Mein Vormund
opinion_mind.vassal_duty_did,Erfüllte die Vasallenpflicht
opinion_mind.betrayal,Verriet mich
opinion_mind.betray_vassal_oath,Brach den Vasalleneid
opinion_mind.king_bastard,Bastarde sollten keine Krone tragen!
opinion_mind.king_woman,Frauen sollten keine Krone tragen!
opinion_mind.greetings_me,Grüßte mich
opinion_mind.loot_my_village,Plünderte mein Dorf
opinion_mind.friend_of_bandits,Macht Geschäfte mit Waldbanditen
opinion_mind.enemy_of_bandits,Besiegt Waldbanditen
opinion_mind.killed_wolves,Hat ein Wolfsrudel getötet
opinion_mind.kicked_out,Verbannte mich
opinion_mind.take_title,Beraubte mich meines Titels
opinion_mind.kicked_out_my_lord,Verbannte meinen Lord
opinion_mind.discharge,Entlastete Beziehungen
opinion_mind.free_lord_terror,Attentat auf den Freien Lord
opinion_mind.my_teacher,Unterrichtet mich
opinion_mind.dictator_habits,Diktatorische Tendenzen
opinion_mind.threatened_me,Bedrohte mich
opinion_mind.crime_criminal_not_punished,Ein Verbrecher bleibt ungestraft
opinion_mind.friend_of_my_child,Mit meinem Kind befreundet
opinion_mind.best_friend_of_my_child,Bester Freund meines Kindes
opinion_mind.enemy_of_my_child,Mit meinem Kind verfeindet
opinion_mind.worst_enemy_of_my_child,Todfeind meines Kindes
opinion_mind.friend_of_my_spouce,Mit meinem Partner befreundet
opinion_mind.best_friend_of_my_spouce,Bester Freund meines Partners
opinion_mind.enemy_of_my_spouce,Mit meinem Partner verfeindet
opinion_mind.worst_enemy_of_my_spouce,Todfeind meines Partners
opinion_mind.sex_with_other,Meine Liebe schlief mit jemand anderem
opinion_mind.caring_parent,Fürsorglicher Elternteil
opinion_mind.good_child,Gehorsamer Nachwuchs
opinion_mind.start_friend,Alter Verbündeter
opinion_mind.start_sympathy,Sympathie
opinion_mind.start_dislike,Abneigung
opinion_mind.start_enemy,Erzfeind
opinion_mind.too_smart,Zu klug
opinion_mind.sinner,Sünder (Fanatismus)
opinion_mind.was_punished,Wurde bestraft
opinion_mind.trade_with_enemy,Trieb Handel mit meinem Feind
opinion_mind.dont_kill_bandits,Konnte die Banditen nicht besiegen
opinion_mind.kill_not_own_bandits,Mischt sich in fremde Angelegenheiten ein
opinion_mind.killed_my_friend,Tötete meinen Freund
opinion_mind.killed_my_enemy,Tötete meinen Feind
opinion_mind.first_night_together,Erste gemeinsame Nacht
opinion_mind.loot_vassal_village,Plünderte das Dorf eines Vasallen
opinion_mind.trade_with_me,Erfolgreicher Handel
opinion_mind.victorious_generosity,Großzügigkeit des Siegers
opinion_mind.knocked_up_my_daughter,Schwängerte meine Tochter
opinion_mind.rebelled_against_kin,Erhob sich gegen den eigenen König
opinion_mind.traitors_slander,Verleumdung von Verrätern
opinion_mind.not_control_own_bandits,Hat keine Kontrolle über Banditen
opinion_mind.unholly_hospitality,Missachtete die Heiligkeit der Gastfreundschaft
opinion_mind.demand_vassalage_to_me,Wollte mich unterwerfen
opinion_mind.mind_kidnaper,Entführer
opinion_mind.mind_kidnaper_neighbore,Entführte den Lord eines Nachbarn
opinion_mind.mind_assassinate,Entsandte Handlanger
opinion_mind.mind_assassinate_neighbore,Entsandte Handlanger zu Nachbarn
opinion_mind.dead_captive,Die Geisel ist gestorben
opinion_mind.captive_hold,Hält eine Geisel
opinion_mind.release_captive,Ließ eine Geisel frei
opinion_mind.captive_terror,Foltert eine Geisel
opinion_mind.lord_rebellion_support_heir_to_heir,Unterstützte eine Rebellion
opinion_mind.lord_rebellion_support_king_to_heir,Verweigerte die Unterstützung einer Rebellion
opinion_mind.lord_rebellion_support_heir_to_king,Verweigerte dem rechtmäßigen Herrscher die Unterstützung
opinion_mind.lord_rebellion_support_king_to_king,Unterstützte den rechtmäßigen Herrscher
opinion_mind.poaching_my_lords,Eignet sich meine Lords an
opinion_mind.betrayed_home,Verriet die eigene Heimat
opinion_mind.book_stealer,Stahl Bücher
opinion_mind.gold_stealer,Beging einen Raub
opinion_mind.refuse_light_vassals,Verweigerte die Vasallität
opinion_mind.showed_weakness,Zeigte Schwäche
opinion_mind.guest_death_for_owners,Verdächtiger Tod eines Familienmitglieds
opinion_mind.guest_death_for_opponents,Verdächtiger Tod eines Gasts
opinion_mind.faceless,Unheilige Horde
opinion_mind.not_faceless,Keine Unheilige Horde
opinion_mind.hate_males,Hass auf Männer
opinion_mind.hate_females,Hass auf Frauen
opinion_mind.blissful,Glückselig
opinion_mind.saint,Fromm
opinion_mind.drug_addict,Süchtig
opinion_mind.coward,Feigling
opinion_mind.help_against_facelesse,Half gegen die Unheilige Horde
opinion_mind.tried_to_poison,Versuchte Vergiftung
opinion_mind.tried_to_poison_my_member,Wollte meinen Lord vergiften
opinion_mind.greedy,Gierig
opinion_mind.king_role_weaker_than_me,Schwächer als ich (Kaiden)
opinion_mind.king_role_stronger_than_me,Stärker als ich (Kaiden)
opinion_mind.king_role_poorer_than_me,Ärmer als ich (Makha)
opinion_mind.king_role_reacher_than_me,Reicher als ich (Makha)
opinion_mind.king_role_agnostic,Agnostiker (Tanaya)
opinion_mind.king_role_fanatic,Fanatiker (Tanaya)
opinion_mind.king_role_bandit_torelate,Lässt sich mit Banditen ein (Kaiden)
opinion_mind.king_role_fight_with_bandit,Kämpft gegen Banditen (Kaiden)
opinion_mind.king_role_many_slaves,Viele Sklaven (Varn)
opinion_mind.king_role_no_slaves,Keine Sklaven (Varn)
opinion_mind.king_role_vassal,Vasall (Varn)
opinion_mind.king_role_suzerain,Lehensherr (Varn)
opinion_mind.king_role_dumber_than_me,Dümmer als ich (Makha)
opinion_mind.king_role_smarter_than_me,Klüger als ich (Makha)
opinion_mind.women_king,Frau auf dem Thron
opinion_mind.disinherited_me,Beraubte mich meines Erbes
opinion_mind.illigal_heir,Unrechtmäßiger Erbe
opinion_mind.few_fanatics,Mangel an Fanatikern
opinion_mind.few_churchs,Nicht genügend Tempel
opinion_mind.enough_fanatics,Viele Fanatiker in der Stadt
opinion_mind.enough_churchs,Ausreichende Zahl an Tempeln
opinion_mind.blissful,Glückselig
opinion_mind.provoke_duel,Provozierte ein Duell
opinion_mind.provoke_duel_neighbore,Provozierte ein Duell mit dem Nachbarn
opinion_mind.declare_peace,Friedensabkommen
opinion_mind.trade_agreement,Handelsabkommen
opinion_mind.cruel_ruler,Verräterischer Machthaber
opinion_mind.bishop_frogivness,Wurde begnadigt
opinion_mind.enemy_of_bandits_bishop,Banditenlager zerstört
opinion_mind.pitty,Mitleid
opinion_mind.help_in_rescue,Hilfe bei der Befreiung
opinion_mind.lord_lowborn,Niedriger Adel
opinion_mind.matriarch_fanatic_mind,Anzahl der Fanatiker in der Stadt ({percent})
opinion_mind.friend_lost_title,Beraubte meinen Freund seines Titels
opinion_mind.bishop_opinion,Meinung des Bischofs
opinion_mind.defence_alliance_lost_soldier,Verluste unter den Verstärkungstruppen
opinion_mind.defence_alliance_lost_lord,Kommandant der Verstärkung verloren
opinion_mind.defence_alliance_broken,Allianz gebrochen
opinion_mind.defence_alliance,Gehört zur selben Allianz wie ich
opinion_mind.defence_alliance_send_army,Ehrt die Allianz
opinion_mind.defence_alliance_broken_neighbore,Verriet einen Verbündeten
opinion_mind.new_bishop,Neues Bischofsamt
opinion_mind.enemy_of_my_ally,Feind meines Verbündeten
opinion_mind.ally_of_my_enemy,Verbündeter meines Feindes
opinion_mind.same_culture,Gleiche Kultur
opinion_mind.xenophobic_culture,Verhasste Kultur
opinion_mind.slander_to_other_king,Hegt Groll gegen einen anderen König
opinion_mind.slander_from_other_king,Verleumdet
opinion_mind.help_in_vassal_riot_to_vassal,Half beim Streben nach Unabhängigkeit
opinion_mind.help_in_vassal_riot_to_sir,Half einem rebellischen Vasallen
opinion_mind.help_in_lords_family_attack_to_victim,Half bei der Verteidigung einer Stadt.
opinion_mind.help_in_lords_family_attack_to_attacker,Half bei der Abwehr unseres Angriffs
opinion_mind.help_in_lords_family_destroy_to_victim,"Half, die Stadt vor der Zerstörung zu bewahren"
opinion_mind.help_in_lords_family_destroy_to_attacker,"Half, die Stadt vor der Zerstörung zu bewahren"
opinion_mind.help_in_mountais_bandits_attack,"Half, Plünderer zu vernichten"
opinion_mind.helped_tanaya_king,Hilft den Königen von Tanaya
opinion_mind.helped_makha_king,Hilft den Königen von Makha
opinion_mind.rival_for_power,Machtrivale
opinion_mind.crown_desire,Wünscht sich die Krone
opinion_mind.bishop_to_fanatic,Fanatiker
opinion_mind.bishop_to_agnostic,Agnostiker
opinion_mind.transfered_king,Gab die Krone ab
opinion_mind.distrust,Misstrauen
opinion_mind.try_to_vassal_my_vassal,Wollte meinen Vasallen erobern
opinion_mind.contempt_of_genius,Ein anderer Herrscher ist ein Mitläufer!
opinion_mind.force_neutrality_my_ally,Erzwang die Neutralität eines Verbündeten
opinion_mind.force_neutrality_my_vassal,Erzwang die Neutralität eines Vasallen
opinion_mind.force_neutrality_me,"Zwang mich, neutral zu bleiben"
opinion_mind.force_neutrality_to_leader,Missachtete ein Abkommen
opinion_mind.competitor_for_influence,Wettstreit um Einfluss
opinion_mind.ally_was_attacked,Hat meinen Verbündeten angegriffen
opinion_mind.vassal_was_attacked,Hat meinen Vasallen angegriffen
opinion_mind.spouses_opinion_about_king,Meinung des Partners
opinion_mind.sir_of_my_enemy,Lehensherr meines Feindes
opinion_mind.ally_of_my_enemy,Verbündeter meines Feindes
opinion_mind.bishop_is_dead,Verdächtiger Tod eines Bischofs
opinion_mind.purification_by_fire,Opfer der Reinigung durch Feuer
opinion_mind.personal_conflict_ignore,Fürchtet sich vor Konflikten
opinion_mind.personal_conflict_support_me,Unterstützte mich in einem Konflikt
opinion_mind.personal_conflict_support_enemy,Unterstützte meinen Feind in einen Konflikt
opinion_mind.betray_sir_oath,Brach den Eid des Lehensherren
opinion_mind.lord_neutralised,"Half, einen problematischen Lord loszuwerden"
opinion_mind.apostate,Apostat
opinion_mind.purchase_stolen_rings,Kaufte die von mir gestohlenen Ringe!
opinion_mind.took_my_house,Nahm mir mein Haus!
opinion_mind.family_relative_strange_dead,Tod eines Verwandten
opinion_mind.want_to_burn_my_town,Er will meine Stadt niederbrennen!
opinion_mind.want_to_burn_town_unfair_neighbores,Aggression gegen einen Nachbarn
opinion_mind.defence_alliance_not_help,Verriet einen Verbündeten
opinion_mind.praise_from_other_king,Lob von einem Nachbar
opinion_mind.demand_tribute_neighbors,Fordert Tribut von Nachbarn
opinion_mind.king_diplomacy,Kommunikation mit Gesandtem
opinion_mind.strong_sir_army,Die Macht der Armee des Lehensherren
opinion_mind.allowed_death_of_close,Ließ den Tod einer geliebten Person zu
opinion_mind.crown_envy,Neid auf die Krone
opinion_mind.forced_marriage,Erzwang die Ehe
opinion_mind.ex_heir_enemy,Ehemaliger Thronanwärter
opinion_mind.king_defied_church,Forderte die Autorität der Kirche heraus
opinion_mind.agnostic_to_fanatic,Verflucht Fanatiker (Agnostizismus)
opinion_mind.fanatic_to_agnostic,Verflucht Agnostiker (Fanatismus)
opinion_mind.untitled_to_others,Neid auf den Titel
opinion_mind.others_to_untitled,Verachtung gegenüber niederem Lord
activity_state.ambush_panic.go_to,Flieht vor der Gefahr
activity_state.ambush_panic.waiting,Hat eine Panikattacke
activity_state.ambush_prepare,Bereitet sich auf einen Angriff vor
activity_state.atm.go_to,Holt die Leiche
activity_state.atm.process,Trägt die Leiche
activity_state.battle_follow_enemy,Verfolgt den Feind
activity_state.battle_process,Kämpft
activity_state.battle_squad_commander,Befehligt einen Trupp
activity_state.battle_squad_go_to_formation,Geht zum Kommandanten
activity_state.battle_squad_in_formation,Teil eines Trupps
activity_state.battle_win,Jubiliert siegreich
activity_state.book_reading.go_to,Möchte Poesie lesen
activity_state.book_reading.process,Liest Poesie
activity_state.burning.process,Leidet Qualen
activity_state.caravaneer.trade.go_to,Unterwegs zum Handeln
activity_state.caravaneer.trade.process,Bereit zum Handeln
activity_state.slave.trade.go_to,Unterwegs zum Karawanier
activity_state.free_lord.go_to,"Wartet darauf, angeheuert zu werden"
activity_state.slave.suicide,Begeht Selbstmord
activity_state.church.go_to,Unterwegs zum Tempel
activity_state.church.morning_service.process,Predigt der Freude
activity_state.church.morning_service.waiting,Wartet auf Predigt
activity_state.church.pray,Betet
activity_state.conversation.go_to,"Unterwegs, um mit {name} zu reden"
activity_state.criminal.burglary.go_to,Unterwegs zu einem Hauseinbruch
activity_state.criminal.burglary.lockpicking,Knackt das Schloss
activity_state.criminal.burglary.process,Raubt ein Haus aus
activity_state.criminal.burglary.waiting,Wartet auf einen Komplizen
activity_state.criminal.night_murder,"Unterwegs, um einen Feind zu töten"
activity_state.criminal.robbery,Sucht nach einem Raubopfer
activity_state.criminal.storage_robbery.go_to,"Unterwegs, um ein Lagerhaus auszurauben"
activity_state.criminal.storage_robbery.process,Raubt das Lagerhaus aus
activity_state.dead,Tot
activity_state.deep_social.go_to,Mischt sich unters Volk
activity_state.deep_social.process,In Gesellschaft
activity_state.deep_social.waiting,Wartet auf jemanden zum Reden
activity_state.dice_of_fate.go_to,Unterwegs zum Knochenorakel
activity_state.dice_of_fate.process,Beim Knochenorakel
activity_state.dreaming.go_to,Unterwegs zum Tagträumen
activity_state.dreaming.process,Widmet sich Tagträumen
activity_state.drinking.go_to,Geht Bier trinken
activity_state.drinking.process,Trinkt Alkohol
activity_state.drinking_nectar.go_to,Geht Nektar trinken
activity_state.drinking_nectar.process,Trinkt Nektar
activity_state.eating.go_to,Geht essen
activity_state.eating.process,Isst
activity_state.fight_trainer.go_to,Unterwegs zur Ausbildung
activity_state.fight_trainer.process,Begutachtet die Ausbildung
activity_state.fight_training.go_to,Unterwegs zur Ausbildung
activity_state.fight_training.waiting,Wartet auf einen Sparringpartner
activity_state.finish_off_enemy,Erledigt den Feind
activity_state.firefight.go_to,Unterwegs zur Brandbekämpfung
activity_state.firefight.process,Löscht das Feuer
activity_state.game_of_dice.go_to,Unterwegs zum Würfelspiel
activity_state.game_of_dice.process,Beim Würfelspiel
activity_state.game_of_dice.waiting,Wartet auf einen Gegner
activity_state.home_pray.go_to,Geht zum Beten nach Hause
activity_state.inspector.go_to,Unterwegs zu einer Inspektion
activity_state.inspector.process,Führt eine Inspektion durch
activity_state.leaving_to_forest.go_to,Verlässt die Siedlung
activity_state.music.listen.go_to,Geht Musik hören
activity_state.music.listen.process,Hört Musik
activity_state.music.play.go_to,Geht Musik machen
activity_state.music.play.process,Macht Musik
activity_state.nothing,Tut nichts
activity_state.order.attack,Greift {name} an
activity_state.order.building_burning.go_to,Will {building} anzünden
activity_state.order.building_burning.process,Zündet {building} an
activity_state.order.building_robbery.go_to,Will {building} plündern
activity_state.order.building_robbery.process,Plündert {building}
activity_state.order.follow,Verfolgt {name}
activity_state.order.moving,Rückt vor
activity_state.order.travel_prepare.go_to,"Rückt vor, um Vorräte zu sichern"
activity_state.order.travel_prepare.process,Nimmt Vorräte auf
activity_state.pain_shock,Vor Schmerz bewusstlos
activity_state.patrol,Auf Patrouille
activity_state.punish_watching.go_to,"Unterwegs, um dem Strafvollzug zuzusehen"
activity_state.punish_watching.process,Sieht dem Strafvollzug zu
activity_state.punish.go_to,Eskortiert einen Verbrecher
activity_state.punish.process,Vollzieht die Strafe
activity_state.punish.search,Sucht nach dem Verbrecher
activity_state.punish.target.go_to,Unterwegs zum Schafott
activity_state.punish.target.waiting,Erwartet den Strafvollzug
activity_state.punish.witness.go_to,Geht einen Zeugen befragen
activity_state.punish.witness.process,Befragt einen Zeugen
activity_state.punish.witness.target.process,Gibt eine Zeugenaussage ab
activity_state.punish.work_wait,Wartet auf die Arbeit
activity_state.punish.intimidate,Geht jemanden einschüchtern
activity_state.intimidate.process,Schüchtert jemanden ein
activity_state.retreat,Flieht
activity_state.rtm.go_to,Sucht nach Ressourcen
activity_state.rtm.process,Transportiert Ressourcen
activity_state.salary.go_to,Holt den Lohn ab
activity_state.sex.go_to,Wird demnächst Sex haben
activity_state.sex.process,Hat Sex
activity_state.sex.waiting,Wartet auf Liebhaber
