Key,TraditionalChinese
opinion_mind.took_my_house,奪走了我的房子！
opinion_mind.family_relative_strange_dead,親戚逝世
opinion_mind.want_to_burn_my_town,他想要燒毀我的城鎮！
opinion_mind.want_to_burn_town_unfair_neighbores,侵略鄰邦
opinion_mind.defence_alliance_not_help,背棄盟友
opinion_mind.praise_from_other_king,鄰邦的讚譽
opinion_mind.demand_tribute_neighbors,要求鄰邦付貢金
opinion_mind.king_diplomacy,與使節交流
opinion_mind.strong_sir_army,強大的宗主軍
opinion_mind.allowed_death_of_close,任憑我的至親死去
opinion_mind.crown_envy,嫉妒王位
opinion_mind.forced_marriage,被迫結婚
opinion_mind.ex_heir_enemy,曾經是王位競爭者
opinion_mind.king_defied_church,挑戰教會權威
opinion_mind.agnostic_to_fanatic,該死的狂熱信徒（懷疑主義）
opinion_mind.fanatic_to_agnostic,該死的懷疑論者（狂熱主義）
opinion_mind.untitled_to_others,嫉妒爵位
opinion_mind.others_to_untitled,蔑視小貴族
activity_state.ambush_panic.go_to,逃離危險中
activity_state.ambush_panic.waiting,陷入精神恐慌
activity_state.ambush_prepare,準備發動攻擊
activity_state.atm.go_to,正要去搬運屍體
activity_state.atm.process,搬運屍體中
activity_state.battle_follow_enemy,追擊敵人中
activity_state.battle_process,戰鬥中
activity_state.battle_squad_commander,指揮部隊
activity_state.battle_squad_go_to_formation,正要去找指揮官
activity_state.battle_squad_in_formation,部隊集合中
activity_state.battle_win,慶祝勝利中
activity_state.book_reading.go_to,正要去讀詩
activity_state.book_reading.process,讀詩中
activity_state.burning.process,在著火燃燒中掙扎
activity_state.caravaneer.trade.go_to,前往交易中
activity_state.caravaneer.trade.process,等待交易中
activity_state.slave.trade.go_to,正要去找商隊旅人
activity_state.free_lord.go_to,等待受聘中
activity_state.slave.suicide,正企圖自殺
activity_state.church.go_to,前往教堂中
activity_state.church.morning_service.process,喜樂佈道
activity_state.church.morning_service.waiting,等待佈道
activity_state.church.pray,禱告中
activity_state.conversation.go_to,正要去找{name}交談
activity_state.criminal.burglary.go_to,正要闖入住宅
activity_state.criminal.burglary.lockpicking,撬鎖中
activity_state.criminal.burglary.process,入室盜竊中
activity_state.criminal.burglary.waiting,等待同夥中
activity_state.criminal.night_murder,前往殺害敵人
activity_state.criminal.robbery,找尋搶劫目標中
activity_state.criminal.storage_robbery.go_to,正要去盜竊倉庫物資
activity_state.criminal.storage_robbery.process,盜竊倉庫物資中
activity_state.dead,死亡
activity_state.deep_social.go_to,正要與人社交
activity_state.deep_social.process,社交中
activity_state.deep_social.waiting,正在等人來交談
activity_state.dice_of_fate.go_to,正要去用甲骨占卜運勢
activity_state.dice_of_fate.process,用甲骨占卜運勢中
activity_state.dreaming.go_to,正要去做白日夢
activity_state.dreaming.process,做白日夢中
activity_state.drinking.go_to,正要去喝酒
activity_state.drinking.process,飲酒中
activity_state.drinking_nectar.go_to,正要去喝蜜露
activity_state.drinking_nectar.process,喝蜜露中
activity_state.eating.go_to,正要去用餐
activity_state.eating.process,用餐中
activity_state.fight_trainer.go_to,正要去練兵
activity_state.fight_trainer.process,練兵中
activity_state.fight_training.go_to,正要去接受訓練
activity_state.fight_training.waiting,等待陪練夥伴中
activity_state.finish_off_enemy,正在消滅敵人
activity_state.firefight.go_to,趕去滅火中
activity_state.firefight.process,滅火中
activity_state.game_of_dice.go_to,正要去賭骰子
activity_state.game_of_dice.process,賭骰子中
activity_state.game_of_dice.waiting,等待對手中
activity_state.home_pray.go_to,正要回家禱告
activity_state.inspector.go_to,正要前往視察
activity_state.inspector.process,視察中
activity_state.leaving_to_forest.go_to,離開領地中
activity_state.music.listen.go_to,正要去聽音樂
activity_state.music.listen.process,聽音樂中
activity_state.music.play.go_to,正要去演奏音樂
activity_state.music.play.process,演奏音樂中
activity_state.nothing,發呆中
activity_state.order.attack,攻擊{name}
activity_state.order.building_burning.go_to,正要去縱火燒{building}
activity_state.order.building_burning.process,正在縱火燒{building}
activity_state.order.building_robbery.go_to,正要去洗劫{building}
activity_state.order.building_robbery.process,正在洗劫{building}
activity_state.order.follow,正在追{name}
activity_state.order.moving,前進中
activity_state.order.travel_prepare.go_to,前往拿取物資中
activity_state.order.travel_prepare.process,拿取物資中
activity_state.pain_shock,因疼痛而休克昏厥
activity_state.patrol,巡邏中
activity_state.punish_watching.go_to,正要去觀刑
activity_state.punish_watching.process,觀刑中
activity_state.punish.go_to,帶領罪犯中
activity_state.punish.process,行刑中
activity_state.punish.search,緝捕罪犯中
activity_state.punish.target.go_to,前往行刑台中
activity_state.punish.target.waiting,等候行刑中
activity_state.punish.witness.go_to,正要去審訊證人
activity_state.punish.witness.process,審訊證人中
activity_state.punish.witness.target.process,作證中
activity_state.punish.work_wait,等待工作中
activity_state.punish.intimidate,正要去嚇阻流民
activity_state.intimidate.process,嚇阻流民中
activity_state.retreat,逃跑中
activity_state.rtm.go_to,正要去拿取資源
activity_state.rtm.process,搬運資源中
activity_state.salary.go_to,正要去領薪水
activity_state.sex.go_to,正要去做愛
activity_state.sex.process,做愛中
activity_state.sex.waiting,等候另一半中
activity_state.shopping.go_to,正要去市集
activity_state.shopping.process,購物中
activity_state.sick_visit.go_to,正要去探病
activity_state.sick_visit.process,探病中
activity_state.sick_visit.target.process,正在期待探病
activity_state.sick_visit.target.waiting,等人來探病中
activity_state.skill_training.go_to,正要去訓練「{skill_name}」能力
activity_state.skill_training.process,訓練「{skill_name}」能力中
activity_state.sleeping.fatigue.process,因筋疲力盡而熟睡
activity_state.sleeping.go_to,正要去睡覺
activity_state.sleeping.on_ground.process,正睡在地上
activity_state.sleeping.process,正在睡覺
activity_state.social_relaxation.go_to,正要進行自我審思
activity_state.social_relaxation.process_1,考慮未來中
activity_state.social_relaxation.process_2,緬懷過往中
activity_state.social_relaxation.process_3,享受當下中
activity_state.social_relaxation.process_4,思索死亡中
activity_state.social_relaxation.process_5,省思命運中
activity_state.social_relaxation.process_6,想念親人中
activity_state.social_relaxation.process_7,反省作為中
activity_state.social_relaxation.process_8,懷疑人生中
activity_state.spend_time.drinking.go_to,正要一起去喝酒
activity_state.spend_time.drinking.process,和酒伴共飲中
activity_state.spend_time.hunt.go_to,正要去打獵
activity_state.spend_time.hunt.waiting,等待一起打獵的同伴
activity_state.spend_time.music.go_to,正要一起去演奏音樂
activity_state.spend_time.music.process,一起演奏音樂中
activity_state.spend_time.pray.go_to,正要一起去禱告
activity_state.spend_time.pray.process,一起禱告中
activity_state.spend_time.waiting,正在等人
activity_state.spend_time.walking.process,一起等人中
activity_state.take_equipment.go_to,正要去拿裝備
activity_state.tantrum.binge.go_to,正要去飲酒狂歡
activity_state.tantrum.binge.process,飲酒狂歡中
activity_state.tantrum.crazy_pray.go_to,沉浸在宗教迷離狀態中
activity_state.tantrum.crazy_pray.process,處於宗教迷離狀態中
activity_state.tantrum.rage.process,正在找人來揍
activity_state.tantrum.self_immolation.go_to,打算縱火淨化
activity_state.trade.go_to,正要去和商隊旅人交易
activity_state.unconscious,失去意識
activity_state.use_bandage,止血中
activity_state.use_medicine.go_to,正要去拿藥膏
activity_state.use_medicine.process,拿取藥膏中
activity_state.walking,閒晃中
activity_state.dancing,
activity_state.wolf_walking,正在森林裡探險
activity_state.work.go_to,正要去工作
activity_state.work.process,工作中
activity_state.chancellaty_interact.go_to,正要去研讀知識
activity_state.chancellaty_interact.interact,研讀知識中
activity_state.slave_free.go_to,正要去釋放囚犯
activity_state.slave_free.making_free,釋放囚犯中
activity_state.slave_free.wait,等待獲釋中
activity_state.pig_slaughter.go_to,正要去屠宰豬隻
activity_state.tantrum.tantrum_insult,正要去找人吵架
activity_state.tantrum.depression,陷入憂鬱中
activity_state.tantrum.long_walk,憂鬱漫步中
activity_state.tantrum.self_harm.go_to,正要去自殘
activity_state.tantrum.self_harm.process,自殘中
activity_state.tantrum.tantrum_beating,正要去找人來揍
activity_state.clerk.wait_for_work,等待事項中
activity_state.clerk.talk_inspector,接收事項中
activity_state.clerk.give_order,指派事項中
activity_state.gallows_inspector.go_to,正要去視察行刑台
activity_state.gallows_inspector.process,視察行刑台中
activity_state.chancellry.go_to,正要去視察官邸
activity_state.chancellry.process,視察官邸中
activity_state.duel.go_to,正要去決鬥
activity_state.duel.waiting,等待決鬥開始
activity_state.duel_watch.go_to,正要去觀賞決鬥
activity_state.duel_watch.process,觀賞決鬥中
activity_state.bishop.transfer_runes,正在把聖戒交給商隊
activity_state.enslave,將人質五花大綁中
activity_state.awaiting_inspector,等待視察員中
activity_state.awaiting_building_site,等待營建目標中
activity_state.criminal.kidnap.go_to,正要去綁架貴族
activity_state.criminal.lord_kill.go_to,正要去殺害貴族
activity_state.criminal.lord_kill.process,殺害貴族中
activity_state.criminal.kidnap.process,將貴族五花大綁中
activity_state.criminal.captive.go_to,正要去綁架貴族
activity_state.criminal.captive.process,綁架貴族中
activity_state.criminal.steal_library.go_to,正要去掠奪藏書閣
activity_state.criminal.steal_library.process,掠奪藏書閣中
activity_state.criminal.steal_hall.go_to,正要去洗劫莊園大廳
activity_state.criminal.steal_hall.process,洗劫莊園大廳中
activity_state.criminal.kidnap.go_to,正要去綁架貴族
activity_state.criminal.captive.process,綁架貴族中
activity_state.tantrum.ring_robbery.go_to,正要入室搶劫
activity_state.tantrum.ring_robbery.lockpicking,撬鎖中
activity_state.tantrum.ring_robbery.process,搶劫中
activity_state.tantrum.eating.go_to,正要去吃肉
activity_state.tantrum.eating.process,吃肉中
activity_state.tantrum.spent_time.go_to,正要與人共度時光
activity_state.tantrum.house_grab.go_to,正要去侵占他人房屋
activity_state.tantrum.make_gift.go_to,正要去準備禮物
activity_state.ceremony.watch,正在觀賞典禮
activity_state.funeral_ceremony.process,參加火化典禮中
activity_state.wedding_ceremony.process,參加結婚典禮中
activity_state.coronotaion_ceremony.process,參加加冕典禮中
activity_state.ceremony.go_to,參加典禮中
activity_state.ceremony.waiting,等待典禮開始中
activity_state.archer_shooting,射箭中
activity_state.unleashing,釋放盟友中
activity_state.stay_back,正在從遠處指揮部隊
activity_state.village_headman_transfer_resources,正在將貢品送往倉庫
activity_state.go_to_breakdown,正要去摧毀
activity_state.breakdown_process,摧毀中
activity_state.wolf_prophecy_attack,攻擊領地中
activity_state.contraband.go_to,倒賣商品中
activity_state.contraband.process,倒賣商品中
activity_state.out_of_burning.go_to,離開燃燒的建築
mind.abuse,我被侮辱了！
mind.agnostic,懷疑論者
mind.battle_commander_bonus,指揮能力
mind.battle_commander_dead,我的指揮官陣亡了！
mind.battle_commander_retreat,我的指揮官逃跑了！
mind.battle_enemy_commander_dead,敵隊指揮官陣亡了！
mind.battle_enemy_commander_retreat,敵隊指揮官逃跑了！
mind.battle_enemy_soldier_retreat,敵隊戰士逃跑了！
mind.battle_loose,戰鬥落敗了
mind.battle_soldier_retreat,同隊戰士逃跑了！
mind.battle_soldier_surrender,同隊戰士投降了！
mind.battle_soldier_dead,同隊戰士陣亡了！
mind.battle_commander_surrender,我的指揮官投降了！
mind.battle_enemy_commander_surrender,敵隊指揮官投降了！
mind.battle_enemy_soldier_surrender,敵隊戰士投降了！
mind.battle_enemy_soldier_dead,敵隊戰士陣亡了！
mind.battle_win,戰鬥獲勝了
mind.catharsis,宣洩情緒
mind.close_actor_dead,至親逝世
mind.close_actor_heavy_disease,至親重病
mind.close_actor_low_mid_disease,至親生病
mind.close_actor_punish,至親受罰
mind.conversation_fatigue,交際疲勞
mind.conversation_reward,受到賞賜
mind.conversation_threat,受到威脅
mind.conversation.rumors,討論八卦
mind.crime_criminal_not_punished,犯人逍遙法外
mind.crime_punished,受到責罰
mind.crime_unfairly_punished,受到虐待
mind.crime_victim,犯罪受害者
mind.deep_talk,深度交流
mind.dice_of_fate_bad_luck,占卜出霉運！
mind.dice_of_fate_luck,占卜出好運！
mind.disease_death_inevitable,大限將至
mind.disease_easy,輕微傷病
mind.disease_hard,重大傷病
mind.disease_middle,中度傷病
mind.drank,酒精影響
mind.drank_nectar,蜜露影響
mind.beer_addiction,酒癮發作
mind.nectar_addiction,蜜露癮發作
mind.enemy_actor_dead,敵人身亡
mind.enemy_actor_heavy_disease,期待敵人身亡
mind.envy_happy,嫉妒心重
mind.evil_joke,受人嘲笑！
mind.execution_watch,觀賞處決
mind.exhaustion,飢餓衰竭
mind.faction_actor_dead,家人逝世
mind.fanatic,狂熱信仰
mind.fight_positive,酣暢淋漓！
mind.flattery,受人奉承
mind.force_action_task,被迫
mind.seduce_task,無情性愛
mind.game_of_dice_loose,賭骰子輸了
mind.game_of_dice_win,賭骰子贏了
mind.good_joke,說了笑話
mind.hangover,宿醉
mind.nectar_hangover,蜜露宿醉
mind.force_donate,被迫捐獻
mind.hate,仇恨
mind.homeless,無家可歸
mind.hunt,打獵順利
mind.immobilization,動彈不得
mind.lot_of_rings,聖戒極多
mind.low_rings,聖戒稀少
mind.loyalty_low,忠誠度低落
mind.many_rings,聖戒多
mind.morning_service,喜樂佈道
mind.motive.energy.1,昏昏欲睡
mind.motive.energy.2,嚴重睡眠不足
mind.motive.food.1,飽餐一頓
mind.motive.food.2,略感飢餓
mind.motive.food.3,飢餓難忍
mind.motive.food.4,嚴重挨餓
mind.motive.rest.1,精力充沛
mind.motive.rest.2,輕微疲勞
mind.motive.rest.3,中度疲勞
mind.motive.rest.4,重度疲勞
mind.motive.religion.1,聖靈充滿
mind.motive.religion.2,幸福愉悅
mind.motive.religion.3,聖索菲亞拋棄了我
mind.motive.religion.4,聖母將降罪於我！
mind.motive.sex.1,略感寂寞
mind.motive.sex.2,性慾高漲
mind.motive.sex.3,慾火焚身
mind.motive.care.1,缺乏父母陪伴
mind.motive.care.2,思念父母
mind.motive.care.3,被父母拋棄
mind.new_town_resident,樂觀新面孔
mind.night_murder,卑劣謀殺
mind.no_rings,沒有聖戒
mind.no_salary,沒收到薪水
mind.pain,傷口疼痛
mind.personality_blockhead,胡鬧的歡欣
mind.personality_bloodthirsty_fight,捲入鬥毆
mind.personality_bloodthirsty_saw_fight,殘暴嗜血
mind.personality_greedy,富裕的滋味
mind.quality_of_life_high,生活充實
mind.religious_pain,痛苦的歡欣
mind.sex_bribe_dummy,下流的性愛
mind.sex_bribe_slave,出賣肉體
mind.sex_orgasm,獲得性高潮
mind.sick_was_visit,憐憫病者
mind.slight,我被藐視了！
mind.starvation,飢餓衰竭
mind.terror,恐怖
mind.toothache,牙痛
mind.knowledge_fatigue,知識疲勞
mind.try_to_posion_me,下毒未遂
mind.ugly_scars,醜疤痕
mind.work_fatigue,工作疲勞
mind.inspection_fatigue,視察疲勞
mind.paramour,交往中
mind.ex_paramour,分手
mind.love,愛戀：
mind.refuse_flirt_full,遭到拒絕
mind.refuse_flirt,拒絕約會
mind.flirt,約會快到了
mind.convicted_of_adultery,伴侶不忠
mind.adultery,不忠的恥辱
mind.suspicion_of_adultery,懷疑伴侶不忠
