Key,Polska
opinion_mind.saint,Świętość
opinion_mind.drug_addict,Uzależniony
opinion_mind.coward,Tchórzostwo
opinion_mind.help_against_facelesse,Wsparcie przeciwko Hordzie Przeklętych
opinion_mind.tried_to_poison,Próba otrucia
opinion_mind.tried_to_poison_my_member,Próba otrucia mojego lorda
opinion_mind.greedy,Chciwość
opinion_mind.king_role_weaker_than_me,Słabszy ode mnie (Kaiden)
opinion_mind.king_role_stronger_than_me,Silniejszy ode mnie (Kaiden)
opinion_mind.king_role_poorer_than_me,Biedniejszy ode mnie (Makha)
opinion_mind.king_role_reacher_than_me,Bogatszy ode mnie (Makha)
opinion_mind.king_role_agnostic,Agnostycyzm (Tanaya)
opinion_mind.king_role_fanatic,Fanatyzm (Tanaya)
opinion_mind.king_role_bandit_torelate,Toleruje bandytów (Kaiden)
opinion_mind.king_role_fight_with_bandit,Zwalcza bandytów (Kaiden)
opinion_mind.king_role_many_slaves,Wielu jeńców (Varn)
opinion_mind.king_role_no_slaves,Brak jeńców (Varn)
opinion_mind.king_role_vassal,Wasal (Varn)
opinion_mind.king_role_suzerain,Senior (Varn)
opinion_mind.king_role_dumber_than_me,Głupszy ode mnie (Makha)
opinion_mind.king_role_smarter_than_me,Mądrzejszy ode mnie (Makha)
opinion_mind.women_king,Kobieta na tronie
opinion_mind.disinherited_me,Pozbawiono mnie spadku
opinion_mind.illigal_heir,Nieprawowity spadkobierca
opinion_mind.few_fanatics,Zbyt mało fanatyków
opinion_mind.few_churchs,Zbyt mało świątyń
opinion_mind.enough_fanatics,Wielu fanatyków w mieście
opinion_mind.enough_churchs,Wystarczająca liczba świątyń
opinion_mind.blissful,Błogość
opinion_mind.provoke_duel,Sprowokowano pojedynek
opinion_mind.provoke_duel_neighbore,Sprowokowano pojedynek z sąsiadem
opinion_mind.declare_peace,Traktat pokojowy
opinion_mind.trade_agreement,Umowa handlowa
opinion_mind.cruel_ruler,Zdradziecki władca
opinion_mind.bishop_frogivness,Przebaczono
opinion_mind.enemy_of_bandits_bishop,Zniszczono obóz bandytów
opinion_mind.pitty,Litość
opinion_mind.help_in_rescue,Pomoc w wyzwoleniu
opinion_mind.lord_lowborn,Niskie urodzenie
opinion_mind.matriarch_fanatic_mind,Liczba fanatyków w mieście ({percent})
opinion_mind.friend_lost_title,Pozbawiono przyjaciela tytułu
opinion_mind.bishop_opinion,Opinia biskupa
opinion_mind.defence_alliance_lost_soldier,Straty pośród posiłków
opinion_mind.defence_alliance_lost_lord,Stracono dowódcę posiłków
opinion_mind.defence_alliance_broken,Złamano sojusz
opinion_mind.defence_alliance,Część tego samego sojuszu co ja
opinion_mind.defence_alliance_send_army,Dotrzymuje zobowiązań sojuszu
opinion_mind.defence_alliance_broken_neighbore,Zdradzono sojusznika
opinion_mind.new_bishop,Nowy episkopat
opinion_mind.enemy_of_my_ally,Wróg mojego sojusznika
opinion_mind.ally_of_my_enemy,Sojusznik wroga
opinion_mind.same_culture,Ta sama kultura
opinion_mind.xenophobic_culture,Znienawidzona kultura
opinion_mind.slander_to_other_king,Żywiono urazę wobec innego króla
opinion_mind.slander_from_other_king,Zniesławiono
opinion_mind.help_in_vassal_riot_to_vassal,Pomoc w walce o niepodległość
opinion_mind.help_in_vassal_riot_to_sir,Pomoc zbuntowanemu wasalowi
opinion_mind.help_in_lords_family_attack_to_victim,Pomoc w obronie miasta
opinion_mind.help_in_lords_family_attack_to_attacker,Pomoc w odparciu ataku
opinion_mind.help_in_lords_family_destroy_to_victim,Pomoc w ratowaniu miasta przed zniszczeniem
opinion_mind.help_in_lords_family_destroy_to_attacker,Pomoc w ratowaniu miasta przed zniszczeniem
opinion_mind.help_in_mountais_bandits_attack,Pomoc w zniszczeniu maruderów
opinion_mind.helped_tanaya_king,Pomaga królom tanayańskim
opinion_mind.helped_makha_king,Pomaga królom makhańskim
opinion_mind.rival_for_power,Walczy o władzę
opinion_mind.crown_desire,Pożąda korony
opinion_mind.bishop_to_fanatic,Fanatyzm
opinion_mind.bishop_to_agnostic,Agnostycyzm
opinion_mind.transfered_king,Oddano koronę
opinion_mind.distrust,Nieufność
opinion_mind.try_to_vassal_my_vassal,Próbuje podbić mego wasala
opinion_mind.contempt_of_genius,Inni władcy są niczym!
opinion_mind.force_neutrality_my_ally,Wymuszono neutralność sojusznika
opinion_mind.force_neutrality_my_vassal,Wymuszono neutralność wasala
opinion_mind.force_neutrality_me,Wymuszono na mnie neutralność
opinion_mind.force_neutrality_to_leader,Złamano umowę
opinion_mind.competitor_for_influence,Walka o wpływy
opinion_mind.ally_was_attacked,Zaatakowano mojego sojusznika
opinion_mind.vassal_was_attacked,Zaatakowano mojego wasala
opinion_mind.spouses_opinion_about_king,Opinia męża/żony
opinion_mind.sir_of_my_enemy,Senior wroga
opinion_mind.ally_of_my_enemy,Sojusznik wroga
opinion_mind.bishop_is_dead,Podejrzana śmierć biskupa
opinion_mind.purification_by_fire,Poddano oczyszczeniu ogniem
opinion_mind.personal_conflict_ignore,Boi się angażować w konflikt
opinion_mind.personal_conflict_support_me,Wsparto mnie w konflikcie
opinion_mind.personal_conflict_support_enemy,Wsparto mojego wroga w konflikcie
opinion_mind.betray_sir_oath,Złamano przysięgę seniora
opinion_mind.lord_neutralised,Pomoc w pozbyciu się kłopotliwego lorda
opinion_mind.apostate,Apostata
opinion_mind.purchase_stolen_rings,"Kupiono pierścienie, które skradziono mnie"
opinion_mind.took_my_house,Zabrano mi dom!
opinion_mind.family_relative_strange_dead,Śmierć osoby spokrewnionej
opinion_mind.want_to_burn_my_town,Chce spalić moje miasto!
opinion_mind.want_to_burn_town_unfair_neighbores,Agresja wobec sąsiada
opinion_mind.defence_alliance_not_help,Zdradzono sojusznika
opinion_mind.praise_from_other_king,Pochwała od sąsiada
opinion_mind.demand_tribute_neighbors,Żąda daniny od sąsiadów
opinion_mind.king_diplomacy,Komunikacja z posłańcem
opinion_mind.strong_sir_army,Siła armii seniora
opinion_mind.allowed_death_of_close,Pozwolono na śmierć ukochanej osoby
opinion_mind.crown_envy,Zazdrości korony
opinion_mind.forced_marriage,Wymuszone małżeństwo
opinion_mind.ex_heir_enemy,Były rywal do tronu
opinion_mind.king_defied_church,Rzucono wyzwanie Kościołowi
opinion_mind.agnostic_to_fanatic,Przeklęty fanatyk (agnostycyzm)
opinion_mind.fanatic_to_agnostic,Przeklęty agnostyk (fanatyzm)
opinion_mind.untitled_to_others,
opinion_mind.others_to_untitled,
activity_state.ambush_panic.go_to,Ucieka przed zagrożeniem
activity_state.ambush_panic.waiting,Doświadcza ataku paniki
activity_state.ambush_prepare,Przygotowuje się do ataku
activity_state.atm.go_to,Idzie przenieść ciało
activity_state.atm.process,Niesie ciało
activity_state.battle_follow_enemy,Ściga wroga
activity_state.battle_process,Walczy
activity_state.battle_squad_commander,Dowodzi oddziałem
activity_state.battle_squad_go_to_formation,Idzie do dowódcy
activity_state.battle_squad_in_formation,Część oddziału
activity_state.battle_win,Raduje się zwycięstwem
activity_state.book_reading.go_to,Idzie czytać poezję
activity_state.book_reading.process,Czyta poezję
activity_state.burning.process,Płonie w męczarniach
activity_state.caravaneer.trade.go_to,Idzie handlować
activity_state.caravaneer.trade.process,Chce handlować
activity_state.slave.trade.go_to,Idzie do szefa karawany
activity_state.free_lord.go_to,Czeka na zatrudnienie
activity_state.slave.suicide,Popełnia samobójstwo
activity_state.church.go_to,Idzie do świątyni
activity_state.church.morning_service.process,Kazanie radości
activity_state.church.morning_service.waiting,Czeka na kazanie
activity_state.church.pray,Modli się
activity_state.conversation.go_to,Idzie porozmawiać z {name}
activity_state.criminal.burglary.go_to,Idzie włamać się do domu
activity_state.criminal.burglary.lockpicking,Otwiera zamek
activity_state.criminal.burglary.process,Okrada dom
activity_state.criminal.burglary.waiting,Czeka na wspólnika
activity_state.criminal.night_murder,Idzie zabić wroga
activity_state.criminal.robbery,Szuka ofiary rozboju
activity_state.criminal.storage_robbery.go_to,Idzie okraść skład
activity_state.criminal.storage_robbery.process,Okrada skład
activity_state.dead,Nie żyje
activity_state.deep_social.go_to,Idzie rozmawiać
activity_state.deep_social.process,Rozmawia
activity_state.deep_social.waiting,"Czeka na kogoś, by porozmawiać"
activity_state.dice_of_fate.go_to,Idzie wróżyć z kości
activity_state.dice_of_fate.process,Wróży z kości
activity_state.dreaming.go_to,Idzie fantazjować
activity_state.dreaming.process,Fantazjuje
activity_state.drinking.go_to,Idzie napić się piwa
activity_state.drinking.process,Pije alkohol
activity_state.drinking_nectar.go_to,Idzie napić się nektaru
activity_state.drinking_nectar.process,Pije nektar
activity_state.eating.go_to,Idzie zjeść
activity_state.eating.process,Je
activity_state.fight_trainer.go_to,Idzie nadzorować szkolenie
activity_state.fight_trainer.process,Nadzoruje szkolenie
activity_state.fight_training.go_to,Idzie trenować
activity_state.fight_training.waiting,Czeka na sparingpartnera
activity_state.finish_off_enemy,Wykańcza wroga
activity_state.firefight.go_to,Biegnie gasić pożar
activity_state.firefight.process,Gasi pożar
activity_state.game_of_dice.go_to,Idzie grać w kości
activity_state.game_of_dice.process,Gra w kości
activity_state.game_of_dice.waiting,Czeka na gracza
activity_state.home_pray.go_to,Idzie modlić się w domu
activity_state.inspector.go_to,Idzie na inspekcję
activity_state.inspector.process,Przeprowadza inspekcję
activity_state.leaving_to_forest.go_to,Opuszcza osadę
activity_state.music.listen.go_to,Idzie słuchać muzyki
activity_state.music.listen.process,Słucha muzyki
activity_state.music.play.go_to,Idzie grać muzykę
activity_state.music.play.process,Gra muzykę
activity_state.nothing,Nic nie robi
activity_state.order.attack,Atakuje: {name}
activity_state.order.building_burning.go_to,Idzie podpalić: {building}
activity_state.order.building_burning.process,Podpala: {building}
activity_state.order.building_robbery.go_to,Idzie okraść: {building}
activity_state.order.building_robbery.process,Okrada: {building}
activity_state.order.follow,Ściga: {name}
activity_state.order.moving,Idzie
activity_state.order.travel_prepare.go_to,Idzie po zapasy
activity_state.order.travel_prepare.process,Bierze zapasy
activity_state.pain_shock,Nieprzytomność z bólu
activity_state.patrol,Patroluje
activity_state.punish_watching.go_to,Idzie oglądać wymierzanie kary
activity_state.punish_watching.process,Ogląda wymierzanie kary
activity_state.punish.go_to,Prowadzi przestępcę
activity_state.punish.process,Wymierza karę
activity_state.punish.search,Ściga przestępcę
activity_state.punish.target.go_to,Idzie na szafot
activity_state.punish.target.waiting,Czeka na karę
activity_state.punish.witness.go_to,Idzie przesłuchać świadka
activity_state.punish.witness.process,Przesłuchuje świadka
activity_state.punish.witness.target.process,Zeznaje
activity_state.punish.work_wait,Czeka na pracę
activity_state.punish.intimidate,Idzie zastraszyć
activity_state.intimidate.process,Zastrasza
activity_state.retreat,Ucieka
activity_state.rtm.go_to,Idzie po zasoby
activity_state.rtm.process,Przenosi zasoby
activity_state.salary.go_to,Idzie po wypłatę
activity_state.sex.go_to,Idzie uprawiać seks
activity_state.sex.process,Uprawia seks
activity_state.sex.waiting,Czeka na partnera
activity_state.shopping.go_to,Idzie na rynek
activity_state.shopping.process,Kupuje towary
activity_state.sick_visit.go_to,Idzie odwiedzić chorego
activity_state.sick_visit.process,Odwiedza chorego
activity_state.sick_visit.target.process,Cieszy się z wizyty
activity_state.sick_visit.target.waiting,Czeka na wizytę
activity_state.skill_training.go_to,Idzie trenować: {skill_name}
activity_state.skill_training.process,Trenuje: {skill_name}
activity_state.sleeping.fatigue.process,Śpi z wycieńczenia
activity_state.sleeping.go_to,Idzie spać
activity_state.sleeping.on_ground.process,Śpi na ziemi
activity_state.sleeping.process,Śpi
activity_state.social_relaxation.go_to,Idzie kontemplować
activity_state.social_relaxation.process_1,Planuje przyszłość
activity_state.social_relaxation.process_2,Wspomina przeszłość
activity_state.social_relaxation.process_3,Raduje się chwilą
activity_state.social_relaxation.process_4,Myśli o śmierci
activity_state.social_relaxation.process_5,Deliberuje nad przeznaczeniem
activity_state.social_relaxation.process_6,Myśli o bliskich
activity_state.social_relaxation.process_7,Rozważa swe dokonania
activity_state.social_relaxation.process_8,Wątpi w swą egzystencję
activity_state.spend_time.drinking.go_to,Idzie pić piwo w towarzystwie
activity_state.spend_time.drinking.process,Pije piwo w towarzystwie
activity_state.spend_time.hunt.go_to,Idzie polować
activity_state.spend_time.hunt.waiting,Czeka na partnera polowania
activity_state.spend_time.music.go_to,Idzie grać muzykę w towarzystwie
activity_state.spend_time.music.process,Gra muzykę w towarzystwie
activity_state.spend_time.pray.go_to,Idzie modlić się w towarzystwie
activity_state.spend_time.pray.process,Modli się w towarzystwie
activity_state.spend_time.waiting,Czeka na kogoś
activity_state.spend_time.walking.process,Spaceruje w towarzystwie
activity_state.take_equipment.go_to,Idzie po wyposażenie
activity_state.tantrum.binge.go_to,Idzie pić na umór
activity_state.tantrum.binge.process,Pije na umór
activity_state.tantrum.crazy_pray.go_to,Pogrąża się w religijnym transie
activity_state.tantrum.crazy_pray.process,W religijnym transie
activity_state.tantrum.rage.process,Szuka kogoś do pobicia
activity_state.tantrum.self_immolation.go_to,Planuje oczyszczenie ogniem
activity_state.trade.go_to,Idzie handlować z karawaną
activity_state.unconscious,Nie ma przytomności
activity_state.use_bandage,Powstrzymuje krwawienie
activity_state.use_medicine.go_to,Idzie po lekarstwo
activity_state.use_medicine.process,Bierze lekarstwo
activity_state.walking,Spaceruje
activity_state.dancing,
activity_state.wolf_walking,Eksploruje las
activity_state.work.go_to,Idzie do pracy
activity_state.work.process,Pracuje
activity_state.chancellaty_interact.go_to,Idzie zgłębiać wiedzę
activity_state.chancellaty_interact.interact,Zgłębia wiedzę
activity_state.slave_free.go_to,Idzie uwolnić jeńca
activity_state.slave_free.making_free,Uwalnia jeńca
activity_state.slave_free.wait,Czeka na wyzwolenie
activity_state.pig_slaughter.go_to,Idzie szlachtować świnie
activity_state.tantrum.tantrum_insult,Idzie się kłócić
activity_state.tantrum.depression,W depresji
activity_state.tantrum.long_walk,Spaceruje w przygnębieniu
activity_state.tantrum.self_harm.go_to,Idzie się samookaleczać
activity_state.tantrum.self_harm.process,Samookalecza się
activity_state.tantrum.tantrum_beating,Idzie kogoś pobić
activity_state.clerk.wait_for_work,Czeka na zadania
activity_state.clerk.talk_inspector,Otrzymuje zadanie
activity_state.clerk.give_order,Przydziela zadanie
activity_state.gallows_inspector.go_to,Idzie zarządzać szafotem
activity_state.gallows_inspector.process,Zarządza szafotem
activity_state.chancellry.go_to,Idzie zarządzać kancelarią
activity_state.chancellry.process,Zarządza kancelarią
activity_state.duel.go_to,Idzie na pojedynek
activity_state.duel.waiting,Czeka na rozpoczęcie pojedynku
activity_state.duel_watch.go_to,Idzie oglądać pojedynek
activity_state.duel_watch.process,Ogląda pojedynek
activity_state.bishop.transfer_runes,Daje pierścienie karawanie
activity_state.enslave,Wiąże jeńca
activity_state.awaiting_inspector,Czeka na inspekcję
activity_state.awaiting_building_site,Czeka na obiekt budowy
activity_state.criminal.kidnap.go_to,Idzie porwać lorda
activity_state.criminal.lord_kill.go_to,Idzie zabić lorda
activity_state.criminal.lord_kill.process,Zabija lorda
activity_state.criminal.kidnap.process,Wiąże lorda
activity_state.criminal.captive.go_to,Idzie schwytać lorda
activity_state.criminal.captive.process,Chwyta lorda
activity_state.criminal.steal_library.go_to,Idzie okraść bibliotekę
activity_state.criminal.steal_library.process,Okrada bibliotekę
activity_state.criminal.steal_hall.go_to,Idzie okraść siedzibę
activity_state.criminal.steal_hall.process,Okrada siedzibę
activity_state.criminal.kidnap.go_to,Idzie schwytać lorda
activity_state.criminal.captive.process,Chwyta lorda
activity_state.tantrum.ring_robbery.go_to,Idzie okraść budynek
activity_state.tantrum.ring_robbery.lockpicking,Otwiera zamek
activity_state.tantrum.ring_robbery.process,Kradnie
activity_state.tantrum.eating.go_to,Idzie zjeść mięso
activity_state.tantrum.eating.process,Je mięso
activity_state.tantrum.spent_time.go_to,Idzie spędzić z kimś czas
activity_state.tantrum.house_grab.go_to,Idzie zabrać komuś dom
activity_state.tantrum.make_gift.go_to,Idzie dać prezent
activity_state.ceremony.watch,Obserwuje ceremonię
activity_state.funeral_ceremony.process,Uczestniczy w ceremonii kremacji
activity_state.wedding_ceremony.process,Uczestniczy w ceremonii zaślubin
activity_state.coronotaion_ceremony.process,Uczestniczy w koronacji
activity_state.ceremony.go_to,Uczestniczy w ceremonii
activity_state.ceremony.waiting,Czeka na początek ceremonii
activity_state.archer_shooting,Strzela z łuku
activity_state.unleashing,Rozwiązuje sojusznika
activity_state.stay_back,Dowodzi oddziałem z oddali
activity_state.village_headman_transfer_resources,Zanosi daninę do składu
activity_state.go_to_breakdown,Idzie niszczyć
activity_state.breakdown_process,Niszczy
