Key,PortugueseBrazilian
opinion_mind.positive_rumor_6,Sonha em aprender a voar
opinion_mind.positive_rumor_7,Coleciona fivelas de cinto
opinion_mind.positive_rumor_8,Ajuda os doentes em segredo
opinion_mind.positive_rumor_9,Faz sexo 5x em uma noite
opinion_mind.pretender_envy,Inveja do herdeiro
opinion_mind.refuse_flirt,Rejeitou um encontro
opinion_mind.refuse_flirt_full,Ele me rejeitou! Como se atreve!
opinion_mind.reward_me,Recompensou-me
opinion_mind.sex,Passaram a noite juntos!
opinion_mind.shame_relative,Desonrou uma pessoa amada
opinion_mind.slight,Ignorou-me
opinion_mind.spouse,Cônjuge
opinion_mind.suspicion_of_adultery,Suspeita de adultério
opinion_mind.try_to_kill_me,Tentou me matar!
opinion_mind.manners_good,Bem-educado
opinion_mind.manners_too_high,Muito bem-educado
opinion_mind.manners_too_low,Camponês grosseiro
opinion_mind.pregnancy_father,Pai da minha criança
opinion_mind.pregnancy_mother,Mãe da minha criança
opinion_mind.dummy_bastard,Filho bastardo de camponeses
opinion_mind.lord_bastard,Filho bastardo de nobres
opinion_mind.child,Minha criança
opinion_mind.parent,Meu pai
opinion_mind.rescued_from_captivity,Resgatou-me do cativeiro!
opinion_mind.speeping_with_my_partner,Dormindo com meu parceiro!
opinion_mind.uncle,Tio/Tia
opinion_mind.nephew,Sobrinho/Sobrinha
opinion_mind.brother,Irmão/Irmã
opinion_mind.related_marriage,Parente por casamento
opinion_mind.returned_debt,Pagou uma dívida
opinion_mind.not_returned_debt,Traiu minha confiança
opinion_mind.not_returned_debt_neighbor,Deve a um vizinho
opinion_mind.player_paid_tribute,Pagou-me tributo
opinion_mind.player_refuse_to_pay,Recusou-se a pagar
opinion_mind.king_demand_pay,Extorquiu tributo de mim
opinion_mind.attacked_me,Atacou-me
opinion_mind.attack_neighbors,Ataca vizinhos
opinion_mind.attack_traity,Agressão contra mim
opinion_mind.attack_traity_neighbors,Agressão contra um vizinho
opinion_mind.attack_coward,Não apareceu para um duelo
opinion_mind.vassal,Meu vassalo
opinion_mind.senior,Meu superior
opinion_mind.vassal_duty_did,Cumpriu dever do vassalo
opinion_mind.betrayal,Traiu-me
opinion_mind.betray_vassal_oath,Desrespeitou sua vassalagem
opinion_mind.king_bastard,Bastardos não usam coroas!
opinion_mind.king_woman,Mulheres não usam coroas!
opinion_mind.greetings_me,Cumprimentou-me
opinion_mind.loot_my_village,Saqueou minha aldeia
opinion_mind.friend_of_bandits,Negocia com bandidos
opinion_mind.enemy_of_bandits,Derrota bandidos da floresta
opinion_mind.killed_wolves,Matou uma matilha de lobos
opinion_mind.kicked_out,Exilou-me
opinion_mind.take_title,Removeu meu título
opinion_mind.kicked_out_my_lord,Exilou meu senhor
opinion_mind.discharge,Dispensa de relações
opinion_mind.free_lord_terror,Atentado contra o nobre livre
opinion_mind.my_teacher,Meu professor
opinion_mind.dictator_habits,Tendências ditatoriais
opinion_mind.threatened_me,Ameaçou-me
opinion_mind.crime_criminal_not_punished,Um criminoso ficou impune
opinion_mind.friend_of_my_child,Amigo de meu filho
opinion_mind.best_friend_of_my_child,Melhor amigo de meu filho
opinion_mind.enemy_of_my_child,Inimigo de meu filho
opinion_mind.worst_enemy_of_my_child,Inimigo mortal de meu filho
opinion_mind.friend_of_my_spouce,Amigo do meu cônjuge
opinion_mind.best_friend_of_my_spouce,Melhor amigo do meu cônjuge
opinion_mind.enemy_of_my_spouce,Inimigo do meu cônjuge
opinion_mind.worst_enemy_of_my_spouce,Inimigo mortal do meu cônjuge
opinion_mind.sex_with_other,Meu amor me traiu na cama
opinion_mind.caring_parent,Pai carinhoso
opinion_mind.good_child,Filhos obedientes
opinion_mind.start_friend,Aliado antigo
opinion_mind.start_sympathy,Simpatia
opinion_mind.start_dislike,Antipatia
opinion_mind.start_enemy,Inimigo jurado
opinion_mind.too_smart,Perspicácia extrema
opinion_mind.sinner,Pecador (Fanatismo)
opinion_mind.was_punished,Recebeu punição
opinion_mind.trade_with_enemy,Comerciou com meu inimigo
opinion_mind.dont_kill_bandits,Falhou em derrotar bandidos
opinion_mind.kill_not_own_bandits,Mete-se na vida dos outros
opinion_mind.killed_my_friend,Matou meu amigo
opinion_mind.killed_my_enemy,Matou meu inimigo
opinion_mind.first_night_together,Primeira noite juntos
opinion_mind.loot_vassal_village,Pilhou uma vila vassala
opinion_mind.trade_with_me,Negócio bem-sucedido
opinion_mind.victorious_generosity,Generosidade do vencedor
opinion_mind.knocked_up_my_daughter,Engravidou minha filha
opinion_mind.rebelled_against_kin,Rebelou-se contra o próprio rei
opinion_mind.traitors_slander,Difamação dos desertores
opinion_mind.not_control_own_bandits,Não controla seus bandidos
opinion_mind.unholly_hospitality,Violou as leis da hospitalidade
opinion_mind.demand_vassalage_to_me,Tentou me subjugar
opinion_mind.mind_kidnaper,Sequestrador
opinion_mind.mind_kidnaper_neighbore,Sequestrou nobre vizinho
opinion_mind.mind_assassinate,Enviou assassinos
opinion_mind.mind_assassinate_neighbore,Enviou assassinos a um vizinho
opinion_mind.dead_captive,Refém morreu
opinion_mind.captive_hold,Mantém um refém
opinion_mind.release_captive,Libertou um refém
opinion_mind.captive_terror,Tortura um refém
opinion_mind.lord_rebellion_support_heir_to_heir,Apoiou uma rebelião
opinion_mind.lord_rebellion_support_king_to_heir,Não apoiou uma rebelião
opinion_mind.lord_rebellion_support_heir_to_king,Não apoiou autoridade legítima
opinion_mind.lord_rebellion_support_king_to_king,Apoiou a autoridade legítima
opinion_mind.poaching_my_lords,Rouba meus nobres
opinion_mind.betrayed_home,Traiu a própria casa
opinion_mind.book_stealer,Roubou livros
opinion_mind.gold_stealer,Roubou
opinion_mind.refuse_light_vassals,Recusou-se a ser vassalo
opinion_mind.showed_weakness,Mostrou fraqueza
opinion_mind.guest_death_for_owners,Morte suspeita de um familiar
opinion_mind.guest_death_for_opponents,Morte suspeita de uma visita
opinion_mind.faceless,Da Horda Profana
opinion_mind.not_faceless,Não é da Horda Profana
opinion_mind.hate_males,Ódio aos homens
opinion_mind.hate_females,Ódio às mulheres
opinion_mind.blissful,Afortunado
opinion_mind.saint,Santo
opinion_mind.drug_addict,Viciado
opinion_mind.coward,Covarde
opinion_mind.help_against_facelesse,Ajudou contra a Horda Profana
opinion_mind.tried_to_poison,Tentativa de envenenamento
opinion_mind.tried_to_poison_my_member,Tentou envenenar meu senhor
opinion_mind.greedy,Ganancioso
opinion_mind.king_role_weaker_than_me,+ fraco do que eu (Kaiden)
opinion_mind.king_role_stronger_than_me,- forte do que eu (Kaiden)
opinion_mind.king_role_poorer_than_me,+ pobre do que eu (Makha)
opinion_mind.king_role_reacher_than_me,+ rico do que eu (Makha)
opinion_mind.king_role_agnostic,Agnóstico (Tanaya)
opinion_mind.king_role_fanatic,Fanático (Tanaya)
opinion_mind.king_role_bandit_torelate,Tolera bandidos (Kaiden)
opinion_mind.king_role_fight_with_bandit,Luta contra bandidos (Kaiden)
opinion_mind.king_role_many_slaves,Muitos prisioneiros (Varn)
opinion_mind.king_role_no_slaves,Sem prisioneiros (Varn)
opinion_mind.king_role_vassal,Vassalo (Varn)
opinion_mind.king_role_suzerain,Suserano (Varn)
opinion_mind.king_role_dumber_than_me,- inteligente que eu (Makha)
opinion_mind.king_role_smarter_than_me,+ inteligente que eu (Makha)
opinion_mind.women_king,Mulher no trono
opinion_mind.disinherited_me,Privou-me da herança
opinion_mind.illigal_heir,Herdeiro ilegítimo
opinion_mind.few_fanatics,Falta de fanáticos
opinion_mind.few_churchs,Templos insuficientes
opinion_mind.enough_fanatics,Muitos fanáticos na cidade
opinion_mind.enough_churchs,Número suficiente de templos
opinion_mind.blissful,Afortunado
opinion_mind.provoke_duel,Provocou um duelo
opinion_mind.provoke_duel_neighbore,Provocou duelo contra vizinho
opinion_mind.declare_peace,Tratado de paz
opinion_mind.trade_agreement,Acordo comercial
opinion_mind.cruel_ruler,Governante traiçoeiro
opinion_mind.bishop_frogivness,Foi perdoado
opinion_mind.enemy_of_bandits_bishop,Destruiu campo de bandidos
opinion_mind.pitty,Pena
opinion_mind.help_in_rescue,Ajuda na libertação
opinion_mind.lord_lowborn,Berço comum
opinion_mind.matriarch_fanatic_mind,Qt. de fanáticos na cidade ({percent})
opinion_mind.friend_lost_title,Privou meu amigo do título
opinion_mind.bishop_opinion,Opinião do bispo
opinion_mind.defence_alliance_lost_soldier,Perdas entre os reforços
opinion_mind.defence_alliance_lost_lord,Perdeu comandante dos reforços
opinion_mind.defence_alliance_broken,Aliança quebrada
opinion_mind.defence_alliance,Na mesma aliança que eu
opinion_mind.defence_alliance_send_army,Honra a aliança
opinion_mind.defence_alliance_broken_neighbore,Traiu um aliado
opinion_mind.new_bishop,Bispo novo
opinion_mind.enemy_of_my_ally,Inimigo do meu aliado
opinion_mind.ally_of_my_enemy,Aliado do meu inimigo
opinion_mind.same_culture,Cultura igual
opinion_mind.xenophobic_culture,Cultura odiada
opinion_mind.slander_to_other_king,Tinha uma rixa com outro rei
opinion_mind.slander_from_other_king,Difamado
opinion_mind.help_in_vassal_riot_to_vassal,Ajudou na independência
opinion_mind.help_in_vassal_riot_to_sir,Ajudou um vassalo rebelde
opinion_mind.help_in_lords_family_attack_to_victim,Ajudou na defesa da cidade
opinion_mind.help_in_lords_family_attack_to_attacker,Ajudou a repelir o nosso ataque
opinion_mind.help_in_lords_family_destroy_to_victim,Ajudou a salvar a cidade
opinion_mind.help_in_lords_family_destroy_to_attacker,Ajudou a salvar a cidade da destruição
opinion_mind.help_in_mountais_bandits_attack,Ajudou a eliminar salteadores
opinion_mind.helped_tanaya_king,Ajudou os reis de Tanaya
opinion_mind.helped_makha_king,Ajudou os reis de Makha
opinion_mind.rival_for_power,Rival pelo poder
opinion_mind.crown_desire,Desejo da coroa
opinion_mind.bishop_to_fanatic,Fanático
opinion_mind.bishop_to_agnostic,Agnóstico
opinion_mind.transfered_king,Abandonou a coroa
opinion_mind.distrust,Desconfiança
opinion_mind.try_to_vassal_my_vassal,Tenta conquistar meu vassalo
opinion_mind.contempt_of_genius,Nenhum outro governante é válido!
opinion_mind.force_neutrality_my_ally,Forçou neutralidade a aliado
opinion_mind.force_neutrality_my_vassal,Forçou neutralidade a vassalo
opinion_mind.force_neutrality_me,Forçou-me a permanecer neutro
opinion_mind.force_neutrality_to_leader,Quebrou um acordo
opinion_mind.competitor_for_influence,Competidor por influência
opinion_mind.ally_was_attacked,Ataquei meu aliado
opinion_mind.vassal_was_attacked,Ataquei meu vassalo
opinion_mind.spouses_opinion_about_king,Opinião do cônjuge
opinion_mind.sir_of_my_enemy,Suserano do meu inimigo
opinion_mind.ally_of_my_enemy,Aliado do meu inimigo
opinion_mind.bishop_is_dead,Morte suspeita de um bispo
opinion_mind.purification_by_fire,Submetido à purificação pelo fogo
opinion_mind.personal_conflict_ignore,Medo de se envolver em conflito
opinion_mind.personal_conflict_support_me,Apoiou-me em um conflito
opinion_mind.personal_conflict_support_enemy,Apoiou meu inimigo em conflito
opinion_mind.betray_sir_oath,Desrespeitou sua suserania
opinion_mind.lord_neutralised,Ajudou com um nobre problema
opinion_mind.apostate,Apóstata
opinion_mind.purchase_stolen_rings,Comprou Anéis roubados de mim
opinion_mind.took_my_house,Tomou a minha casa!
opinion_mind.family_relative_strange_dead,Morte de um parente
opinion_mind.want_to_burn_my_town,Ele quer queimar minha cidade!
opinion_mind.want_to_burn_town_unfair_neighbores,Agressão contra um vizinho
opinion_mind.defence_alliance_not_help,Traiu um aliado
opinion_mind.praise_from_other_king,Elogio de um vizinho
opinion_mind.demand_tribute_neighbors,Exigindo tributo dos vizinhos
opinion_mind.king_diplomacy,Comunicação através de enviado
opinion_mind.strong_sir_army,O poder do exército do suserano
opinion_mind.allowed_death_of_close,Permitiu morte de pessoa amada
opinion_mind.crown_envy,Com inveja da coroa
opinion_mind.forced_marriage,Casamento forçado
opinion_mind.ex_heir_enemy,Ex-pretendente ao trono
opinion_mind.king_defied_church,Desafiou a autoridade da Igreja
opinion_mind.agnostic_to_fanatic,Maldito fanático (agnóstico)
opinion_mind.fanatic_to_agnostic,Maldito agnóstico (fanático)
opinion_mind.untitled_to_others,
opinion_mind.others_to_untitled,
activity_state.ambush_panic.go_to,Escapou do perigo
activity_state.ambush_panic.waiting,Sofrendo um ataque de pânico
activity_state.ambush_prepare,Preparando-se para um ataque
activity_state.atm.go_to,Indo carregar o corpo
activity_state.atm.process,Carregando o corpo
activity_state.battle_follow_enemy,Perseguindo o inimigo
activity_state.battle_process,Lutando
activity_state.battle_squad_commander,Comandando um esquadrão
activity_state.battle_squad_go_to_formation,Indo ao comandante
activity_state.battle_squad_in_formation,Parte de um esquadrão
activity_state.battle_win,Regozijando-se com a vitória
activity_state.book_reading.go_to,Indo ler poesia
activity_state.book_reading.process,Lendo poesia
activity_state.burning.process,Agonizando
activity_state.caravaneer.trade.go_to,Indo comerciar
activity_state.caravaneer.trade.process,Tudo pronto para comerciar
activity_state.slave.trade.go_to,Indo ao mestre da Caravana
activity_state.free_lord.go_to,Esperando contratação
activity_state.slave.suicide,Cometendo suicídio
activity_state.church.go_to,Indo ao templo
activity_state.church.morning_service.process,Sermão de alegria
activity_state.church.morning_service.waiting,Esperando um sermão
activity_state.church.pray,Rezando
activity_state.conversation.go_to,Indo falar com {name}
activity_state.criminal.burglary.go_to,Indo invadir uma casa
activity_state.criminal.burglary.lockpicking,Quebrando a tranca
activity_state.criminal.burglary.process,Roubando uma casa
activity_state.criminal.burglary.waiting,Esperando comparsas
activity_state.criminal.night_murder,Indo matar um inimigo
activity_state.criminal.robbery,Procurando por uma vítima para assaltar
activity_state.criminal.storage_robbery.go_to,Indo roubar um depósito
activity_state.criminal.storage_robbery.process,Roubando o depósito
activity_state.dead,Morto
activity_state.deep_social.go_to,Indo socializar
activity_state.deep_social.process,Socializando
activity_state.deep_social.waiting,Esperando alguém para conversar
activity_state.dice_of_fate.go_to,Indo conectar-se com ossos
activity_state.dice_of_fate.process,Conectando-se com ossos
activity_state.dreaming.go_to,Indo devanear
activity_state.dreaming.process,Devaneando
activity_state.drinking.go_to,Indo beber cerveja
activity_state.drinking.process,Bebiendo alcohol
activity_state.drinking_nectar.go_to,Indo beber néctar
activity_state.drinking_nectar.process,Bebendo néctar
activity_state.eating.go_to,Indo comer
activity_state.eating.process,Comendo
