Key,SimplifiedChinese
opinion_mind.others_to_untitled,蔑视次等领主
activity_state.ambush_panic.go_to,逃离危险
activity_state.ambush_panic.waiting,经历恐慌发作
activity_state.ambush_prepare,准备攻击
activity_state.atm.go_to,前去搬运尸体
activity_state.atm.process,搬运尸体
activity_state.battle_follow_enemy,追击敌人
activity_state.battle_process,战斗
activity_state.battle_squad_commander,指挥一支部队
activity_state.battle_squad_go_to_formation,前往指挥官处
activity_state.battle_squad_in_formation,部队成员
activity_state.battle_win,为胜利欢呼
activity_state.book_reading.go_to,前去朗诵诗歌
activity_state.book_reading.process,朗诵诗歌
activity_state.burning.process,在痛苦中燃烧
activity_state.caravaneer.trade.go_to,前去交易
activity_state.caravaneer.trade.process,准备交易
activity_state.slave.trade.go_to,前往商队所在地
activity_state.free_lord.go_to,等待被雇佣
activity_state.slave.suicide,自杀
activity_state.church.go_to,前往圣堂
activity_state.church.morning_service.process,欢愉之道
activity_state.church.morning_service.waiting,等待布道
activity_state.church.pray,祈祷
activity_state.conversation.go_to,去与{name}交谈
activity_state.criminal.burglary.go_to,闯入一栋房子
activity_state.criminal.burglary.lockpicking,撬锁
activity_state.criminal.burglary.process,抢劫一处住宅
activity_state.criminal.burglary.waiting,等待同伙
activity_state.criminal.night_murder,去杀死敌人
activity_state.criminal.robbery,寻找抢劫的目标
activity_state.criminal.storage_robbery.go_to,去抢劫仓库
activity_state.criminal.storage_robbery.process,抢劫仓库
activity_state.dead,死亡
activity_state.deep_social.go_to,去社交
activity_state.deep_social.process,社交
activity_state.deep_social.waiting,等待与人交谈
activity_state.dice_of_fate.go_to,去用骨头占卜
activity_state.dice_of_fate.process,用骨头占卜
activity_state.dreaming.go_to,去做白日梦
activity_state.dreaming.process,做白日梦
activity_state.drinking.go_to,去喝啤酒
activity_state.drinking.process,喝酒
activity_state.drinking_nectar.go_to,去喝蜜酿
activity_state.drinking_nectar.process,喝蜜酿
activity_state.eating.go_to,去吃饭
activity_state.eating.process,吃饭
activity_state.fight_trainer.go_to,去监督训练
activity_state.fight_trainer.process,监督训练
activity_state.fight_training.go_to,去训练
activity_state.fight_training.waiting,等待对练伙伴
activity_state.finish_off_enemy,消灭敌人
activity_state.firefight.go_to,赶去灭火
activity_state.firefight.process,灭火
activity_state.game_of_dice.go_to,去玩骰子
activity_state.game_of_dice.process,玩骰子
activity_state.game_of_dice.waiting,等待对手
activity_state.home_pray.go_to,在家里祈祷
activity_state.inspector.go_to,去视察
activity_state.inspector.process,进行视察
activity_state.leaving_to_forest.go_to,离开聚落
activity_state.music.listen.go_to,去听音乐
activity_state.music.listen.process,听音乐
activity_state.music.play.go_to,去演奏音乐
activity_state.music.play.process,演奏音乐
activity_state.nothing,无所事事
activity_state.order.attack,攻击{name}
activity_state.order.building_burning.go_to,去放火烧{building}
activity_state.order.building_burning.process,放火烧{building}
activity_state.order.building_robbery.go_to,去掠夺{building}
activity_state.order.building_robbery.process,掠夺{building}
activity_state.order.follow,追捕{name}
activity_state.order.moving,前进
activity_state.order.travel_prepare.go_to,前进以获取补给
activity_state.order.travel_prepare.process,获取补给
activity_state.pain_shock,因疼痛而休克
activity_state.patrol,巡逻
activity_state.punish_watching.go_to,去观看行刑
activity_state.punish_watching.process,观看行刑
activity_state.punish.go_to,押送罪犯
activity_state.punish.process,行刑
activity_state.punish.search,追捕罪犯
activity_state.punish.target.go_to,去行刑台
activity_state.punish.target.waiting,等待行刑
activity_state.punish.witness.go_to,去审问证人
activity_state.punish.witness.process,审问证人
activity_state.punish.witness.target.process,提供证词
activity_state.punish.work_wait,等待工作
activity_state.punish.intimidate,去恐吓
activity_state.intimidate.process,恐吓
activity_state.retreat,逃跑
activity_state.rtm.go_to,去寻找资源
activity_state.rtm.process,转移资源
activity_state.salary.go_to,去领取工钱
activity_state.sex.go_to,去发生性关系
activity_state.sex.process,发生性关系
activity_state.sex.waiting,等待伴侣
activity_state.shopping.go_to,前往市场
activity_state.shopping.process,购买商品
activity_state.sick_visit.go_to,去探望病人
activity_state.sick_visit.process,探望病人
activity_state.sick_visit.target.process,对探访感到高兴
activity_state.sick_visit.target.waiting,等待探访
activity_state.skill_training.go_to,去训练{skill_name}
activity_state.skill_training.process,训练{skill_name}
activity_state.sleeping.fatigue.process,筋疲力竭后睡着
activity_state.sleeping.go_to,去睡觉
activity_state.sleeping.on_ground.process,睡在地上
activity_state.sleeping.process,睡觉
activity_state.social_relaxation.go_to,去沉思
activity_state.social_relaxation.process_1,规划未来
activity_state.social_relaxation.process_2,回顾过去
activity_state.social_relaxation.process_3,享受当下
activity_state.social_relaxation.process_4,思考死亡
activity_state.social_relaxation.process_5,沉思命运
activity_state.social_relaxation.process_6,思念亲人
activity_state.social_relaxation.process_7,反省行为
activity_state.social_relaxation.process_8,怀疑存在
activity_state.spend_time.drinking.go_to,结伴去喝啤酒
activity_state.spend_time.drinking.process,结伴喝啤酒
activity_state.spend_time.hunt.go_to,去打猎
activity_state.spend_time.hunt.waiting,等待狩猎伙伴
activity_state.spend_time.music.go_to,结伴去演奏音乐
activity_state.spend_time.music.process,结伴演奏音乐
activity_state.spend_time.pray.go_to,结伴去祈祷
activity_state.spend_time.pray.process,结伴祈祷
activity_state.spend_time.waiting,等待伙伴
activity_state.spend_time.walking.process,结伴同行
activity_state.take_equipment.go_to,去拿装备
activity_state.tantrum.binge.go_to,去狂饮
activity_state.tantrum.binge.process,狂饮
activity_state.tantrum.crazy_pray.go_to,陷入宗教狂热
activity_state.tantrum.crazy_pray.process,处于宗教狂热状态
activity_state.tantrum.rage.process,寻找发泄对象
activity_state.tantrum.self_immolation.go_to,打算用火净化
activity_state.trade.go_to,去和商队交易
activity_state.unconscious,失去意识
activity_state.use_bandage,止血
activity_state.use_medicine.go_to,去拿药
activity_state.use_medicine.process,服药
activity_state.walking,散步
activity_state.dancing,
activity_state.wolf_walking,探索森林
activity_state.work.go_to,去工作
activity_state.work.process,工作
activity_state.chancellaty_interact.go_to,去学习知识
activity_state.chancellaty_interact.interact,学习知识
activity_state.slave_free.go_to,去释放囚犯
activity_state.slave_free.making_free,释放囚犯
activity_state.slave_free.wait,等待解放
activity_state.pig_slaughter.go_to,去宰猪
activity_state.tantrum.tantrum_insult,去争论
activity_state.tantrum.depression,抑郁中
activity_state.tantrum.long_walk,以抑郁的状态行走
activity_state.tantrum.self_harm.go_to,去自残
activity_state.tantrum.self_harm.process,自残
activity_state.tantrum.tantrum_beating,去打击某人
activity_state.clerk.wait_for_work,等待任务
activity_state.clerk.talk_inspector,接受任务
activity_state.clerk.give_order,指派任务
activity_state.gallows_inspector.go_to,去管理行刑台
activity_state.gallows_inspector.process,管理行刑台
activity_state.chancellry.go_to,去管理官邸
activity_state.chancellry.process,管理官邸
activity_state.duel.go_to,去决斗
activity_state.duel.waiting,等待决斗开始
activity_state.duel_watch.go_to,去观看决斗
activity_state.duel_watch.process,观看决斗
activity_state.bishop.transfer_runes,给予商队戒指
activity_state.enslave,绑架人质
activity_state.awaiting_inspector,等待检查员
activity_state.awaiting_building_site,等待施工物品送达
activity_state.criminal.kidnap.go_to,去绑架领主
activity_state.criminal.lord_kill.go_to,去刺杀领主
activity_state.criminal.lord_kill.process,刺杀领主
activity_state.criminal.kidnap.process,绑架领主
activity_state.criminal.captive.go_to,去俘获领主
activity_state.criminal.captive.process,俘获领主
activity_state.criminal.steal_library.go_to,去洗劫图书馆
activity_state.criminal.steal_library.process,洗劫图书馆
activity_state.criminal.steal_hall.go_to,去洗劫大厅
activity_state.criminal.steal_hall.process,洗劫大厅
activity_state.criminal.kidnap.go_to,去绑架领主
activity_state.criminal.captive.process,俘获领主
activity_state.tantrum.ring_robbery.go_to,去洗劫一栋建筑
activity_state.tantrum.ring_robbery.lockpicking,撬锁
activity_state.tantrum.ring_robbery.process,抢劫
activity_state.tantrum.eating.go_to,去吃肉
activity_state.tantrum.eating.process,吃肉
activity_state.tantrum.spent_time.go_to,去和某人共度时光
activity_state.tantrum.house_grab.go_to,去占据某人的住宅
activity_state.tantrum.make_gift.go_to,去送礼物
activity_state.ceremony.watch,参观仪式
activity_state.funeral_ceremony.process,参加火祭
activity_state.wedding_ceremony.process,参加婚礼
activity_state.coronotaion_ceremony.process,参加加冕礼
activity_state.ceremony.go_to,参加仪式
activity_state.ceremony.waiting,等待仪式开始
activity_state.archer_shooting,射箭
activity_state.unleashing,释放盟友
activity_state.stay_back,在后方指挥部队
activity_state.village_headman_transfer_resources,将进贡的资源运到仓库
activity_state.go_to_breakdown,去摧毁
activity_state.breakdown_process,摧毁
activity_state.wolf_prophecy_attack,袭击省邦
activity_state.contraband.go_to,从事投机活动
activity_state.contraband.process,从事投机活动
activity_state.out_of_burning.go_to,离开着火建筑
mind.abuse,我被侮辱了！
mind.agnostic,不可知论者
mind.battle_commander_bonus,指挥官技能
mind.battle_commander_dead,我的指挥官阵亡了！
mind.battle_commander_retreat,我的指挥官逃跑了！
mind.battle_enemy_commander_dead,已击杀敌方指挥官！
mind.battle_enemy_commander_retreat,敌方指挥官逃跑了！
mind.battle_enemy_soldier_retreat,敌方战士逃跑了！
mind.battle_loose,战斗失败
mind.battle_soldier_retreat,部队中的战士逃跑了！
mind.battle_soldier_surrender,部队中的战士投降了！
mind.battle_soldier_dead,部队中的战士被杀了！
mind.battle_commander_surrender,我的指挥官投降了！
mind.battle_enemy_commander_surrender,敌方指挥官投降了！
mind.battle_enemy_soldier_surrender,敌方战士投降了！
mind.battle_enemy_soldier_dead,敌方战士被杀了！
mind.battle_win,战斗胜利
mind.catharsis,情感宣泄
mind.close_actor_dead,亲人去世
mind.close_actor_heavy_disease,亲人重病
mind.close_actor_low_mid_disease,关心亲人的健康
mind.close_actor_punish,亲人受罚
mind.conversation_fatigue,疲于谈判
mind.conversation_reward,受到嘉奖
mind.conversation_threat,受到威胁
mind.conversation.rumors,讨论传闻
mind.crime_criminal_not_punished,罪犯逍遥法外
mind.crime_punished,被惩罚
mind.crime_unfairly_punished,受虐待的受害者
mind.crime_victim,遭到迫害
mind.deep_talk,进行了有意义的对话！
mind.dice_of_fate_bad_luck,骨头预示着损失！
mind.dice_of_fate_luck,骨头给我带来好运！
mind.disease_death_inevitable,死亡是不可避免的
mind.disease_easy,轻症
mind.disease_hard,重病
mind.disease_middle,中度疾病
mind.drank,酒精效果
mind.drank_nectar,蜜酿效果
mind.beer_addiction,渴求啤酒
mind.nectar_addiction,渴求蜜酿
mind.enemy_actor_dead,敌人死亡
mind.enemy_actor_heavy_disease,希望敌人死亡
mind.envy_happy,嫉妒
mind.evil_joke,被嘲笑了！
mind.execution_watch,处决的场面
mind.exhaustion,疲惫
mind.faction_actor_dead,家庭成员去世
mind.fanatic,狂热的宗教信徒
mind.fight_positive,发泄一下！
mind.flattery,被奉承
mind.force_action_task,强迫带来的压力
mind.seduce_task,没有感情的性爱
mind.game_of_dice_loose,输掉一局骰子游戏
mind.game_of_dice_win,在一局骰子游戏中获胜
mind.good_joke,讲了个笑话
mind.hangover,宿醉
mind.nectar_hangover,蜜酿宿醉
mind.force_donate,被迫牺牲
mind.hate,仇恨
mind.homeless,无家可归
mind.hunt,狩猎成功
mind.immobilization,无法移动
mind.lot_of_rings,极多圣戒
mind.low_rings,极少圣戒
mind.loyalty_low,忠诚度低
mind.many_rings,许多圣戒
mind.morning_service,欢愉之道
mind.motive.energy.1,困倦
mind.motive.energy.2,严重睡眠不足
mind.motive.food.1,吃了丰盛的一餐
mind.motive.food.2,轻微饥饿
mind.motive.food.3,饥饿
mind.motive.food.4,严重饥饿
mind.motive.rest.1,精力充沛
mind.motive.rest.2,轻微疲劳
mind.motive.rest.3,中度疲劳
mind.motive.rest.4,极度疲劳
mind.motive.religion.1,虔诚
mind.motive.religion.2,赐福
mind.motive.religion.3,圣索菲亚抛弃了我
mind.motive.religion.4,女神会惩罚我！
mind.motive.sex.1,轻度孤独
mind.motive.sex.2,性欲
mind.motive.sex.3,性成瘾
mind.motive.care.1,缺乏双亲之爱
mind.motive.care.2,想念父母
mind.motive.care.3,被父母遗弃
mind.new_town_resident,新居民的乐观心态
mind.night_murder,恶毒的谋杀
mind.no_rings,没有戒指
mind.no_salary,没有收到工钱
mind.pain,受伤引起的疼痛
mind.personality_blockhead,无知的快乐
mind.personality_bloodthirsty_fight,参与斗殴
mind.personality_bloodthirsty_saw_fight,血腥味
mind.personality_greedy,拥有财富的喜悦
mind.quality_of_life_high,生活充实
mind.religious_pain,痛苦的欢愉
mind.sex_bribe_dummy,肮脏的性爱
mind.sex_bribe_slave,以性关系换取金钱
mind.sex_orgasm,达到高潮
mind.sick_was_visit,对疾病的同情
mind.slight,我被忽视了！
mind.starvation,饥饿
mind.terror,恐慌
mind.toothache,牙痛
mind.knowledge_fatigue,疲于学习知识
mind.try_to_posion_me,投毒未遂
mind.ugly_scars,丑陋的伤疤
mind.work_fatigue,疲于工作
mind.inspection_fatigue,疲于应付视察
mind.paramour,在一段关系中
mind.ex_paramour,感情破裂
mind.love,恋爱中：
mind.refuse_flirt_full,被拒绝
mind.refuse_flirt,拒绝约会
mind.flirt,即将到来的约会
mind.convicted_of_adultery,伴侣的不忠
mind.adultery,不忠之耻
mind.suspicion_of_adultery,怀疑伴侣不忠
mind.restrictions,限制
mind.want_to_breakout,想念亲人
mind.breakout_happy,自由的喜悦
mind.child_born,孩子出生
mind.ale_drinking,中毒：麦酒
mind.moonshine_drinking,中毒：劣酒
mind.meat_eating,美味的肉
mind.swede_eating,无味的芜菁
mind.desire_success,满足的欲望
mind.anguished_desire,痛苦的欲望
mind.obsession_desire,沉溺于欲望
mind.force_donate,被迫牺牲
mind.bandits_profit_premonition,期待收益
mind.rescued_from_captivity,从囚禁中获救
mind.close_actor_hostage,亲人被囚
mind.king_greetings,致以问候
mind.pregnancy_miscarriage,失去孩子
mind.have_friend,有一个朋友
mind.patrolling_fatigue,疲于巡逻
mind.fear_of_death,害怕死亡
mind.few_fanatics,少数狂热信徒
mind.sin_cleaned,洗清罪孽
mind.sinner,罪人
mind.defender_of_bandits_camp,强盗营地保卫者
mind.defender_of_town,城市保卫者
mind.no_weapons,没有武器
mind.separate_living_place,单独的住房
