Key,Korean
opinion_mind.help_in_lords_family_destroy_to_attacker,도시가 파괴되지 않게 지원했음
opinion_mind.help_in_mountais_bandits_attack,약탈자 처치를 지원했음
opinion_mind.helped_tanaya_king,타나야 왕들을 지원함
opinion_mind.helped_makha_king,마카 왕들을 지원함
opinion_mind.rival_for_power,권력 경쟁자
opinion_mind.crown_desire,왕위 소망
opinion_mind.bishop_to_fanatic,광신도
opinion_mind.bishop_to_agnostic,불가지론자
opinion_mind.transfered_king,왕관을 내어줌
opinion_mind.distrust,불신
opinion_mind.try_to_vassal_my_vassal,내 봉신을 지배하려고 함
opinion_mind.contempt_of_genius,다른 통치자는 다 별 볼 일 없어!
opinion_mind.force_neutrality_my_ally,동맹의 중립을 강요했음
opinion_mind.force_neutrality_my_vassal,봉신의 중립을 강요했음
opinion_mind.force_neutrality_me,나에게 중립을 강요했음
opinion_mind.force_neutrality_to_leader,협정을 파기함
opinion_mind.competitor_for_influence,영향력 경쟁자
opinion_mind.ally_was_attacked,아군을 공격함
opinion_mind.vassal_was_attacked,내 봉신을 공격함
opinion_mind.spouses_opinion_about_king,배우자의 평가
opinion_mind.sir_of_my_enemy,적의 종주
opinion_mind.ally_of_my_enemy,적의 동맹
opinion_mind.bishop_is_dead,주교의 수상한 죽음
opinion_mind.purification_by_fire,불에 의한 정화를 당함
opinion_mind.personal_conflict_ignore,갈등에 휘말리는 것을 두려워함
opinion_mind.personal_conflict_support_me,갈등에서 나를 지원했음
opinion_mind.personal_conflict_support_enemy,갈등에서 내 적을 지원했음
opinion_mind.betray_sir_oath,종주의 맹세를 어김
opinion_mind.lord_neutralised,골칫거리 영주 제거를 지원했음
opinion_mind.apostate,변절자
opinion_mind.purchase_stolen_rings,내가 도둑맞은 신성 반지를 샀음!
opinion_mind.took_my_house,내 집을 차지했어!
opinion_mind.family_relative_strange_dead,친척의 죽음
opinion_mind.want_to_burn_my_town,내 도시를 불태우려고 함!
opinion_mind.want_to_burn_town_unfair_neighbores,이웃에 대한 공격성
opinion_mind.defence_alliance_not_help,동맹을 배신했음
opinion_mind.praise_from_other_king,이웃의 칭찬
opinion_mind.demand_tribute_neighbors,이웃에게 공물 요구
opinion_mind.king_diplomacy,사절을 통한 소통
opinion_mind.strong_sir_army,종주의 강력한 군대
opinion_mind.allowed_death_of_close,사랑하는 이의 죽음을 허락함
opinion_mind.crown_envy,왕관 질투
opinion_mind.forced_marriage,강제 결혼
opinion_mind.ex_heir_enemy,왕좌를 노리던 이전 경쟁자
opinion_mind.king_defied_church,교회의 권위에 도전함
opinion_mind.agnostic_to_fanatic,저주받을 광신도(불가지론)
opinion_mind.fanatic_to_agnostic,저주받을 불가지론자(광신주의)
opinion_mind.untitled_to_others,작위 질투
opinion_mind.others_to_untitled,소영주에 대한 경멸
activity_state.ambush_panic.go_to,위험 탈출
activity_state.ambush_panic.waiting,공황발작 중
activity_state.ambush_prepare,공격 준비 중
activity_state.atm.go_to,시체를 나르러 감
activity_state.atm.process,시체 나르는 중
activity_state.battle_follow_enemy,적을 쫓는 중
activity_state.battle_process,전투 중
activity_state.battle_squad_commander,분대 명령 중
activity_state.battle_squad_go_to_formation,지휘관에게 감
activity_state.battle_squad_in_formation,분대의 일원
activity_state.battle_win,승리에 크게 기뻐함
activity_state.book_reading.go_to,시를 읽으러 감
activity_state.book_reading.process,시를 읽는 중
activity_state.burning.process,고통 속에 불타는 중
activity_state.caravaneer.trade.go_to,거래하러 감
activity_state.caravaneer.trade.process,거래 준비 완료
activity_state.slave.trade.go_to,상단 상인에게 감
activity_state.free_lord.go_to,고용 대기 중
activity_state.slave.suicide,자살 시도 중
activity_state.church.go_to,사원에 감
activity_state.church.morning_service.process,기쁨의 설교
activity_state.church.morning_service.waiting,설교를 기다리를 중
activity_state.church.pray,기도 중
activity_state.conversation.go_to,{name}에게 대화하러 감
activity_state.criminal.burglary.go_to,집에 침입하러 감
activity_state.criminal.burglary.lockpicking,자물쇠 부수는 중
activity_state.criminal.burglary.process,집 약탈
activity_state.criminal.burglary.waiting,공범을 기다리는 중
activity_state.criminal.night_murder,적을 죽이러 감
activity_state.criminal.robbery,강도 대상 찾는 중
activity_state.criminal.storage_robbery.go_to,창고를 털러 감
activity_state.criminal.storage_robbery.process,창고를 터는 중
activity_state.dead,사망
activity_state.deep_social.go_to,친목하러 감
activity_state.deep_social.process,친목 중
activity_state.deep_social.waiting,대화할 사람을 기다리는 중
activity_state.dice_of_fate.go_to,뼈점을 치러 감
activity_state.dice_of_fate.process,뼈점을 치는 중
activity_state.dreaming.go_to,몽상하러 감
activity_state.dreaming.process,몽상 중
activity_state.drinking.go_to,맥주를 마시러 감
activity_state.drinking.process,술 마시는 중
activity_state.drinking_nectar.go_to,넥타를 마시러 감
activity_state.drinking_nectar.process,넥타 마시는 중
activity_state.eating.go_to,먹으러 감
activity_state.eating.process,먹는 중
activity_state.fight_trainer.go_to,훈련을 감독하러 감
activity_state.fight_trainer.process,훈련 감독 중
activity_state.fight_training.go_to,훈련하러 감
activity_state.fight_training.waiting,연습 상대 기다리는 중
activity_state.finish_off_enemy,적을 끝장내는 중
activity_state.firefight.go_to,불을 끄러 달려감
activity_state.firefight.process,불 끄는 중
activity_state.game_of_dice.go_to,주사위 게임을 하러 감
activity_state.game_of_dice.process,주사위 게임 중
activity_state.game_of_dice.waiting,상대 기다리는 중
activity_state.home_pray.go_to,집에 기도하러 감
activity_state.inspector.go_to,점검하러 감
activity_state.inspector.process,점검 중
activity_state.leaving_to_forest.go_to,정착지를 떠나는 중
activity_state.music.listen.go_to,음악 감상하러 감
activity_state.music.listen.process,음악 감상 중
activity_state.music.play.go_to,음악 연주하러 감
activity_state.music.play.process,음악 연주 중
activity_state.nothing,아무것도 안 하는 중
activity_state.order.attack,{name} 공격 중
activity_state.order.building_burning.go_to,{building}에 방화하러 감
activity_state.order.building_burning.process,{building}에 방화 중
activity_state.order.building_robbery.go_to,{building}을(를) 약탈하러 감
activity_state.order.building_robbery.process,{building} 약탈 중
activity_state.order.follow,{name} 쫓는 중
activity_state.order.moving,나아가는 중
activity_state.order.travel_prepare.go_to,공급을 위해 나아가는 중
activity_state.order.travel_prepare.process,공급받는 중
activity_state.pain_shock,통증 쇼크로 의식 불명
activity_state.patrol,순찰 중
activity_state.punish_watching.go_to,처벌을 구경하러 감
activity_state.punish_watching.process,처벌 구경 중
activity_state.punish.go_to,범죄자 인도 중
activity_state.punish.process,처벌 집행 중
activity_state.punish.search,범죄자를 추격하러 감
activity_state.punish.target.go_to,처형대에 감
activity_state.punish.target.waiting,처벌 대기 중
activity_state.punish.witness.go_to,증인을 신문하러 감
activity_state.punish.witness.process,증인 신문 중
activity_state.punish.witness.target.process,증언 중
activity_state.punish.work_wait,작업 대기 중
activity_state.punish.intimidate,위협하러 감
activity_state.intimidate.process,위협 중
activity_state.retreat,도망치는 중
activity_state.rtm.go_to,자원을 찾으러 감
activity_state.rtm.process,자원 운송 중
activity_state.salary.go_to,임금을 받으러 감
activity_state.sex.go_to,성관계를 하러 감
activity_state.sex.process,성관계 중
activity_state.sex.waiting,파트너를 기다리는 중
activity_state.shopping.go_to,시장에 감
activity_state.shopping.process,상품 구매 중
activity_state.sick_visit.go_to,환자를 병문안하러 감
activity_state.sick_visit.process,환자 병문안 중
activity_state.sick_visit.target.process,병문안 때문에 행복함
activity_state.sick_visit.target.waiting,병문안 기다리는 중
activity_state.skill_training.go_to,{skill_name}을(를) 훈련하러 감
activity_state.skill_training.process,{skill_name} 훈련 중
activity_state.sleeping.fatigue.process,지쳐서 자는 중
activity_state.sleeping.go_to,자러 감
activity_state.sleeping.on_ground.process,땅바닥에서 자는 중
activity_state.sleeping.process,자는 중
activity_state.social_relaxation.go_to,사색하러 감
activity_state.social_relaxation.process_1,미래 계획 중
activity_state.social_relaxation.process_2,과거 반추 중
activity_state.social_relaxation.process_3,이 순간을 즐기는 중
activity_state.social_relaxation.process_4,죽음에 대한 생각 중
activity_state.social_relaxation.process_5,운명에 대해 심사숙고 중
activity_state.social_relaxation.process_6,사랑하는 사람을 생각 중
activity_state.social_relaxation.process_7,행동 반추 중
activity_state.social_relaxation.process_8,존재를 의심하는 중
activity_state.spend_time.drinking.go_to,무리 지어 맥주를 마시러 감
activity_state.spend_time.drinking.process,무리 지어 맥주 마시는 중
activity_state.spend_time.hunt.go_to,사냥하러 감
activity_state.spend_time.hunt.waiting,사냥 파트너 기다리는 중
activity_state.spend_time.music.go_to,무리 지어 음악 연주하러 감
activity_state.spend_time.music.process,무리 지어 음악 연주 중
activity_state.spend_time.pray.go_to,무리 지어 기도하러 감
activity_state.spend_time.pray.process,무리 지어 기도 중
activity_state.spend_time.waiting,누군가를 기다리는 중
activity_state.spend_time.walking.process,무리 지어 걷는 중
activity_state.take_equipment.go_to,장비를 가지러 감
activity_state.tantrum.binge.go_to,잔뜩 마시러 감
activity_state.tantrum.binge.process,잔뜩 마시는 중
activity_state.tantrum.crazy_pray.go_to,종교적 무아지경에 몰입 중
activity_state.tantrum.crazy_pray.process,종교적 무아지경 상태
activity_state.tantrum.rage.process,두들겨 팰 상대를 찾는 중
activity_state.tantrum.self_immolation.go_to,불로 정화할 계획 중
activity_state.trade.go_to,상단 상인과 거래하러 감
activity_state.unconscious,의식 불명
activity_state.use_bandage,출혈을 멈춤
activity_state.use_medicine.go_to,약을 구하러 감
activity_state.use_medicine.process,약 먹는 중
activity_state.walking,산책 중
activity_state.dancing,
activity_state.wolf_walking,숲 답사 중
activity_state.work.go_to,일하러 감
activity_state.work.process,일하는 중
activity_state.chancellaty_interact.go_to,지식을 연구하러 감
activity_state.chancellaty_interact.interact,지식 연구 중
activity_state.slave_free.go_to,수감자를 풀어주러 감
activity_state.slave_free.making_free,수감자를 풀어주는 중
activity_state.slave_free.wait,해방을 기다리는 중
activity_state.pig_slaughter.go_to,돼지를 잡으러 감
activity_state.tantrum.tantrum_insult,말다툼하러 감
activity_state.tantrum.depression,우울증
activity_state.tantrum.long_walk,우울증에 빠져 걷는 중
activity_state.tantrum.self_harm.go_to,자해하러 감
activity_state.tantrum.self_harm.process,자해 중
activity_state.tantrum.tantrum_beating,누군가를 두들겨 패러 감
activity_state.clerk.wait_for_work,임무 대기 중
activity_state.clerk.talk_inspector,임무 받는 중
activity_state.clerk.give_order,임무 배정 중
activity_state.gallows_inspector.go_to,처형대를 관리하러 감
activity_state.gallows_inspector.process,처형대 관리 중
activity_state.chancellry.go_to,사무국을 관리하러 감
activity_state.chancellry.process,사무국 관리 중
activity_state.duel.go_to,결투하러 감
activity_state.duel.waiting,결투 시작 대기 중
activity_state.duel_watch.go_to,결투를 구경하러 감
activity_state.duel_watch.process,결투 구경 중
activity_state.bishop.transfer_runes,상단에 신성 반지 주는 중
activity_state.enslave,인질 묶는 중
activity_state.awaiting_inspector,점검관 기다리는 중
activity_state.awaiting_building_site,건설할 대상 기다리는 중
activity_state.criminal.kidnap.go_to,영주를 납치하러 감
activity_state.criminal.lord_kill.go_to,영주를 죽이러 감
activity_state.criminal.lord_kill.process,영주를 죽이는 중
activity_state.criminal.kidnap.process,영주를 묶는 중
activity_state.criminal.captive.go_to,영주를 생포하러 감
activity_state.criminal.captive.process,영주를 생포하는 중
activity_state.criminal.steal_library.go_to,도서관을 털러 감
activity_state.criminal.steal_library.process,도서관을 터는 중
activity_state.criminal.steal_hall.go_to,영주관을 털러 감
activity_state.criminal.steal_hall.process,영주관을 터는 중
activity_state.criminal.kidnap.go_to,영주를 납치하러 감
activity_state.criminal.captive.process,영주를 생포하는 중
activity_state.tantrum.ring_robbery.go_to,건물을 털러 감
activity_state.tantrum.ring_robbery.lockpicking,자물쇠 부수는 중
activity_state.tantrum.ring_robbery.process,터는 중
activity_state.tantrum.eating.go_to,고기를 먹으러 감
activity_state.tantrum.eating.process,고기 먹는 중
activity_state.tantrum.spent_time.go_to,함께 시간을 보내러 감
activity_state.tantrum.house_grab.go_to,누군가를 집에 데려다주러 감
activity_state.tantrum.make_gift.go_to,선물을 만들러 감
activity_state.ceremony.watch,식을 지켜봄
activity_state.funeral_ceremony.process,불의 의식에 참석함
activity_state.wedding_ceremony.process,결혼식에 참석함
activity_state.coronotaion_ceremony.process,대관식에 참석함
activity_state.ceremony.go_to,식에 참석함
activity_state.ceremony.waiting,식이 시작하기를 기다리는 중
activity_state.archer_shooting,활 쏘는 중
activity_state.unleashing,아군 해방
activity_state.stay_back,멀리서 분대에 명령함
activity_state.village_headman_transfer_resources,창고로 공물을 옮김
activity_state.go_to_breakdown,파괴하러 감
activity_state.breakdown_process,파괴
activity_state.wolf_prophecy_attack,영지 공격
activity_state.contraband.go_to,투기에 관여함
activity_state.contraband.process,투기에 관여함
activity_state.out_of_burning.go_to,불타는 건물을 떠남
mind.abuse,모욕당했어!
mind.agnostic,불가지론자
mind.battle_commander_bonus,지휘관 스킬
mind.battle_commander_dead,우리 지휘관이 사망했다!
mind.battle_commander_retreat,우리 지휘관이 도망쳤다!
mind.battle_enemy_commander_dead,적 지휘관이 사망했다!
