Code,Indonesia
hint_peace_treaty_success_letter_2,"~
Menutup perjanjian perdamaian telah menjadi hal langka di zaman kita, tetapi kita telah membuktikan diri lebih bijak daripada yang lain. Saya yakin bahwa perdamaian dan kemakmuran menanti kerajaan kita!"
hint_peace_treaty_finish_letter_1,"~
Sayangnya, masa berlaku perjanjian perdamaian kita telah berakhir. Saya harap itu membawa manfaat sebanyak yang dibawa bagi saya. Dan mungkin di masa depan, kita bisa menyimpulkan satu lagi."
hint_peace_treaty_finish_letter_2,"~
Jadi perjanjian perdamaian kita telah berakhir. Itu membawa perdamaian dan ketenangan bagi kerajaan kita. Saya harap kesimpulannya tidak menandai awal perang dan kesulitan."
hint_peace_treaty_king_dead_letter_1,"~
Saya tahu bahwa pendahulu saya menyimpulkan perjanjian perdamaian dengan Anda. Tetapi dia baru saja meninggal dunia, dan saya tidak lagi melihat gunanya untuk mematuhinya."
hint_peace_treaty_king_dead_letter_2,"~
Saya tahu bahwa pendahulu saya menyimpulkan perjanjian perdamaian dengan Anda. Tetapi dia baru saja meninggal dunia, dan saya tidak lagi melihat gunanya untuk mematuhinya."
hint_peace_treaty_king,"Perjanjian Damai
{soul_uuid_king} menawarkan Anda untuk menandatangani perjanjian damai selama {peace_duration} hari.

$ Ini berarti bahwa selama periode ini, para pihak tidak akan dapat merampok desa, menyerang kota, atau memaksa satu sama lain menjadi vassal.
$ Meskipun demikian, para penguasa akan dapat mengunjungi kota satu sama lain, merencanakan intrik, dan terlibat dalam <hint=hint_action_shadow>perbuatan gelap</hint>.
$ Hubungan dengan {soul_uuid_king}: <green>{peace_king_im}</green>
$ Anda akan menerima: <hint=hint_resource_gold>{peace_offer_cost}</hint>

Perjanjian ini disegel oleh Pihak Gereja, bersifat suci, dan oleh karena itu tidak dapat diputuskan.

[hint_ALLIES]

[hint_SENDER]"
hint_peace_treaty_king_accept,"Tandatangani Perjanjian  
Anda setuju untuk menandatangani perjanjian damai selama {peace_duration} hari.

$ Ini berarti bahwa selama periode ini, para pihak tidak akan dapat merampok desa, menyerang kota, atau memaksa satu sama lain menjadi vassal.  
$ Meskipun demikian, para penguasa akan dapat mengunjungi kota satu sama lain, merencanakan intrik, dan terlibat dalam <hint=hint_action_shadow>perbuatan gelap</hint>.
$ Hubungan dengan {soul_uuid_king}: <green>{peace_king_im}</green>  
$ Anda akan menerima: <hint=hint_resource_gold>{peace_offer_cost}</hint>

Perjanjian ini disegel oleh Pihak Gereja, bersifat suci, dan oleh karena itu tidak dapat diputuskan."
hint_peace_treaty_king_accept_letter_1,"~
Saya dengan cepat menyampaikan rasa terima kasih yang tulus kepada Anda! Saya percaya bahwa pakta ini dapat menjadi awal dari persahabatan abadi antara rumah bangsawan kami!"
hint_peace_treaty_king_accept_letter_2,"~
Saya senang mengetahui bahwa perjanjian damai telah ditandatangani, meskipun istilahnya singkat. Jalan menuju perdamaian penuh tantangan, tetapi percayalah padaku, itulah satu-satunya cara untuk membawa kemakmuran bagi kerajaan kita!"
hint_defence_alliance_description,"~
[hint_defence_alliance_only_description]
$ Hubungan dengan {soul_uuid_king}: <green>{rel_defence_alliance}</green>"
hint_defence_alliance_offer,"Undang ke aliansi Anda
{soul_uuid_king} akan bergabung dengan aliansi kota bebas di bawah kepemimpinan Anda.

Ini berarti:
[hint_defence_alliance_description]

Biaya undangan: <hint=hint_resource_gold>{alliance_invite_price}</hint>
{optional_duty_of_honor}"
hint_defence_alliance_offer_success,"Aliansi sedang berkembang!
{soul_uuid_king} telah memutuskan untuk bergabung dengan aliansi kota bebas Anda.

Ini berarti:
[hint_defence_alliance_description]
{optional_duty_of_honor_complete}"
hint_defence_alliance_break,"Keluar dari aliansi kota
Kepala aliansi akan menganggapnya sebagai pengkhianatan.

$ Hubungan dengan {soul_uuid_king}: <red>{rel_defence_alliance_broken}</red>"
hint_defence_alliance_break_finish,"Aliansi telah diakhiri.
Anda dan {soul_uuid_king} tidak lagi saling terikat.

$ Hubungan dengan {soul_uuid_king}: <red>{rel_defence_alliance_broken}</red>"
hint_defence_alliance_offer_success_letter_1,"~
Saya berharap suatu hari nanti tidak ada lagi kebutuhan untuk membentuk aliansi. Namun dunia ini penuh dengan permusuhan, dan perjanjian ini akan membantu kita dalam perjuangan bersama melawan kejahatan dan pengkhianatan."
hint_defence_alliance_offer_success_letter_2,"~
Saya senang kita berhasil membentuk aliansi antara kota-kota kita. Kita jelas memerlukan dukungan satu sama lain. Sudah lama berlalu masa ketika tetangga hidup damai dan harmonis!"
hint_defence_alliance_break_finish_letter_1,"~
Melarutkan aliansi adalah tugas yang mudah dilakukan, tetapi meramalkan konsekuensinya adalah usaha yang jauh lebih rumit. Saya terikat untuk menerima keputusan Anda, namun dari pengalaman saya sendiri, saya menasihati agar sekutu tidak dianggap remeh."
hint_defence_alliance_break_finish_letter_2,"~
Melarutkan perjanjian dengan tetangga di masa ini tidak mencerminkan baik pada Anda! Akan datang hari ketika Anda membutuhkan bantuan, dan tanggapan saya akan diam!"
hint_defence_alliance_destroy,"Pelucutkan aliansi kota
Sebagai pemimpin, Anda sedang melarutkan aliansi kota Anda.

Ini tidak akan memengaruhi hubungan antara mantan sekutu."
hint_defence_alliance_offer_from_ai_accept,"Gabung ke aliansi
Ini berarti:
[hint_defence_alliance_description]

Untuk bergabung, Anda akan menerima: <hint=hint_resource_gold>{alliance_invite_price}</hint>"
hint_defence_alliance_offer_from_ai,"Undangan Aliansi
{soul_uuid_king} mengundang Anda untuk bergabung dengan aliansi kota-kota bebas di bawah kepemimpinan mereka.

Ini berarti:
[hint_defence_alliance_description]

Untuk bergabung, Anda akan menerima: <hint=hint_resource_gold>{alliance_invite_price}</hint>"
hint_defence_alliance_offer_from_ai_success,"Anda telah bergabung dengan aliansi
Anda telah membuat kontrak dengan {soul_uuid_king} dan sekarang menjadi bagian dari aliansi kota-kota bebas ini.

Ini berarti:
[hint_defence_alliance_description]

Anda menerima: <hint=hint_resource_gold>{alliance_invite_price}</hint>"
hint_defence_alliance_offer_player,"Permintaan untuk bergabung ke aliansi
Minta {soul_uuid_king} untuk menerima Anda ke dalam aliansi kota-kota bebas di bawah kepemimpinannya.

Ini berarti:
[hint_defence_alliance_description]"
To The Top," "
hint_union_ask_for_help,"Meminta Bantuan
{soul_uuid_king} adalah sekutu Anda, dan Anda dapat meminta bantuannya dalam menghadapi ancaman.

$ {soul_uuid_king} akan mengirimkan regu prajuritnya kepada Anda. Anda dapat menggunakannya dalam satu pertempuran mendatang, atau mereka akan pulang dalam tiga hari.
$ {soul_uuid_king} akan memperburuk hubungan dengannya untuk setiap prajurit dari regunya yang mati."
hint_union_ask_for_help_success,"Permintaan bantuan
{soul_uuid_king} tetap setia pada aliansi dan mengirimkan prajurit mereka kepadamu.

$ Kamu akan bisa menggunakan mereka dalam satu pertempuran mendatang, atau mereka akan pulang dalam tiga hari.
$ Untuk setiap prajurit yang mati, {soul_uuid_king} akan menurunkan sikapmu sebesar <red>{rel_every_soldier_dead}</red>"
hint_union_ask_for_help_fail,"Permintaan bantuan
{soul_uuid_king} menganggap kemenanganmu mustahil, mengklaim menolak pembunuhan prajuritnya dan milikmu. Mereka telah mengkhianatimu; tidak ada bantuan yang diberikan.

$ Mereka sedang meninggalkan aliansi kota-kota bebas.
$ Sikap {soul_uuid_king} terhadapmu: <red>{rel_defence_alliance_broken_by_ai}</red>"
hint_union_ask_for_help_success_letter_1,"~
Saya buru-buru memberitahumu bahwa bantuan saya segera akan datang. Saya akan berdoa dengan sungguh-sungguh agar pertempuran ini berakhir dengan kemenangan gemilang, dan agar kita tidak menderita kerugian yang parah!"
hint_union_ask_for_help_success_letter_2,"~
Membantu sekutu kita adalah kewajiban suci kita. Tunggu bala bantuan; mereka akan segera tiba! Saya berdoa agar Ibu Sophia tidak menarik karunia-Nya dari kita, meskipun baru-baru ini, Dia tidak begitu murah hati dengan berkah-Nya."
hint_union_ask_for_help_fail_letter_1,"~
Kamu meminta saya mengirim prajurit saya ke pembantaian, bukan perang. Musuhmu tangguh, dan kamu seharusnya berpikir dua kali sebelum menimbulkan musuh seperti itu! Jadi, jangan harap dukungan saya!"
hint_union_ask_for_help_fail_letter_2,"~
Kamu sadar betul bahwa lawanmu lebih kuat dari gabungan pasukan kita! Ini murni kegilaan mengirim prajurit ke kematian pasti. Maafkan saya, tapi saya tidak berniat ikut campur dalam ini!"
hint_ask_for_help_from_ai_accept,"Mengirim bantuan
{optional_additional_header}
Bentuk ekspedisi dan kirimkan untuk memberikan bantuan.

$ {soul_uuid_supported} sedang menggunakan mereka dalam pertempuran mendatang, setelah itu mereka akan pulang.
{optional_send_help_effects}
{optional_allyship}
{optional_will_gain_duty_of_honor}"
hint_aks_for_help_from_ai_success,"Permintaan bantuan
{optional_type_of_danger}

Pasukanmu telah tiba sebagai bala bantuan untuk {soul_uuid_supported} dan akan tetap di kota selama 3 hari atau hingga pertempuran pertama.

Akibat:
{optional_send_help_effects}
{optional_gain_duty_of_honor}"
hint_ask_for_help_from_ai_ignore,"Permintaan bantuan
{optional_type_of_danger}

{soul_uuid_king} tidak menunggu bantuanmu.
{optional_ignore_allyship}"
hint_ask_for_help_from_ai_success_after_battle,"Bantuan dalam pertempuran
Pasukanmu berhasil membantu menangkis serangan musuh!"
hint_optional_union_allyship,"~
<b>Tanggung Jawab Sekutu</b>
$ Jika kau gagal mengirim bantuan, ia akan menganggapnya sebagai pengkhianatan; hubungan dengan pemimpin serikat akan rusak parah, dan akibatnya, <red>kau mungkin dikeluarkan dari Uni Kota Bebas</red>. Tetangga juga akan terkejut tidak menyenangkan."
hint_optional_union_allyship_ignore,"~
<red>Kau telah mengkhianati mereka.</red>

$ Hubungan dengan pemimpin serikat {soul_uuid_king_leader}: <red>{rel_defence_alliance_not_help}</red>
$ Hubungan dengan {soul_uuid_king}: <red>{rel_defence_alliance_broken}</red>
$ Hubungan dengan tetangga-tetangga mu: <red>{rel_defence_alliance_broken_neighbore}</red>"
hint_union_help_ai_ignore_letter_1,"~
Pengkhianat! Beraninya kau menolak membantuku ketika musuh-musuh, seperti burung nasar, mengelilingi kepalaku? Bukankah tanda tanganmu di bawah pakta ini? Semoga engkau dan anak-anakmu dikutuk!"
hint_union_help_ai_ignore_letter_2,"~
Penasihatku memperingatkan aku untuk tidak menjalin persekutuan dengan ular seperti itu! Namun, waspadalah: berita tentang pengkhianatanmu akan menyebar secepat angin. Kadang-kadang, reputasi yang ternoda lebih menakutkan daripada musuh paling garang."
hint_union_help_success_letter_1,"~
Aku tahu aku bisa mempercayaimu, dan bahwa engkau adalah orang yang terhormat. Terima kasih atas dukunganmu. Sayangnya, aku memperkirakan bahwa pertempuran di depan tidak akan mudah. Aku akan berdoa untuk kita semua."
hint_union_help_success_letter_2,"~
Aku menulis untuk menyampaikan rasa terima kasihku karena kau menepati janjimu. Pasukanmu sangat dibutuhkan sekarang lebih dari sebelumnya! Ketahuilah bahwa aku akan melakukan hal yang sama dan datang membantumu kapan saja."
hint_defence_alliance_only_description,"~
Rumah-rumah bangsawan berjanji untuk saling membantu jika kota salah satu pihak diserang oleh rumah bangsawan lain. 

Pakta tersebut tidak berlaku untuk pertahanan desa atau serangan perampok.

$ Semua anggota berikrar mengirim prajurit mereka untuk menyelamatkan jika seseorang dalam persekutuan meminta bantuan.
$ Keanggotaan provinsi dalam persekutuan akan dicabut jika hubungan mereka dengan pemimpin turun di bawah <red>-25</red>.
$ Anggota persekutuan dapat membuat kontrak perdagangan tanpa batasan, dan <hint=hint_market_volume_bonus>permintaan pasar</hint> meningkat.
$ <b>Anggota persekutuan kota tidak boleh memiliki vasal,</b> dan tindakan agresif terhadap kerajaan lain yang bukan bagian dari persekutuan <b>dibatasi oleh persyaratan netralitas</b>."
hint_loan_description,"[hint_DESCRIPTION]
{soul_uuid_king} menghargai <b>hubungan ramah</b> mu dan menawarkanmu uang sebagai pinjaman.

$ Kau akan menerima <hint=hint_resource_gold>{loan_money_take}</hint>.
$ Dalam 10 hari, kau perlu membayar kembali jumlah yang sama: <hint=hint_resource_gold>{loan_money_give_back}</hint>.
$ Jika kau gagal membayar pinjaman, hubungan mu dengan {soul_uuid_king} akan memburuk sebesar <red>{rel_de}</red>, dan hubungan mu dengan faksi tetangga lain akan memburuk sebesar <red>{rel_neigh_de}</red>. Kau mungkin mendapatkan <hint=hint_faction_relations_enemy>musuh</hint>.

[hint_SENDER]"
hint_loan_take,"Pinjam uang
Kau akan menerima <hint=hint_resource_gold>{loan_money_take}</hint> dari {soul_uuid_king}.

$ Kau perlu membayar kembali <hint=hint_resource_gold>{loan_money_give_back}</hint> dalam 10 hari.
$ Jika kau gagal membayar pinjaman, hubungan mu dengan {soul_uuid_king} akan memburuk sebesar <red>{rel_de}</red>, dan hubungan mu dengan faksi tetangga lain akan memburuk sebesar <red>{rel_neigh_de}</red>. Kau mungkin mendapatkan <hint=hint_faction_relations_enemy>musuh</hint>."
hint_loan_take_success,"~
{soul_uuid_king} mempercayaimu dan memberikan pinjaman sebesar <hint=hint_resource_gold>{loan_money_take}</hint>.

Ia akan mengharapkan pinjaman dibayar kembali dalam 10 hari."
hint_loan_give_back,"Bayar kembali hutang
Anda mengembalikan <hint=hint_resource_gold>{loan_money_give_back}</hint>.

$ Hubungan Anda dengan {soul_uuid_king} membaik sebesar <green>{rel_imp}</green>."
hint_loan_give_back_success,"~
Anda telah membayar kembali hutang, dan {soul_uuid_king} telah menerima <hint=hint_resource_gold>{loan_money_give_back}</hint>.

$ Hubungan dengan {soul_uuid_king} membaik sebesar <green>{rel_imp}</green>."
hint_loan_ignore,"~
Anda gagal membayar kembali hutang.

$ Hubungan dengan {soul_uuid_king} memburuk sebesar <red>{rel_de}</red>.
$ Hubungan dengan tetangga Anda memburuk sebesar <red>{rel_neigh_de}</red>."
hint_loan_give_back_success_letter_1,"~
Aku berterima kasih atas pengembalian apa yang terhutang. Sayangnya, di zaman kita, banyak yang mengabaikan kehormatan mereka, tapi engkau bukan salah satunya. Aku bersyukur kepada nasib karena memberkati aku dengan tetangga seperti engkau."
hint_loan_give_back_success_letter_2,"~
Aku tahu aku bisa mempercayaimu, dan aku berterima kasih atas pembayaran hutangmu yang begitu cepat. Jika masa sulit datang kepadamu, yakinlah bahwa bantuan dariku akan segera tiba."
hint_loan_ignore_letter_1,"~
Aku meminjamkan emas kepadamu segera setelah engkau memintanya! Dan apa ini yang kulihat sebagai balasan? Begitu bersyukurnya? Sangat tidak bijak untuk mengasumsikan bahwa pendekatan ini akan membawa manfaat jangka panjang bagimu."
hint_loan_ignore_letter_2,"~
Seseorang tidak seharusnya memperlakukan tetangga seperti ini, terutama yang telah memberikan bantuan di saat membutuhkan. Ketidakkehorratan dihukum keras, baik oleh Ibu Suci maupun oleh rakyat."
hint_loan_ignore_letter_3,"~
Meminjamkan uang kepada teman, kita kehilangan baik dana maupun teman. Dengarkan nasihatku, karena penipuan hanya bisa digunakan sekali, sementara kebutuhan uang berlangsung selamanya. Tidak ada yang memaafkan keserakahan."
hint_warriors_take_description,"Tawaran bantuan
Sekutu Anda {soul_uuid_king} tidak menghadapi ancaman dari tetangga, tidak seperti Anda.

Mereka bersedia mengirimkan {number_of_soldiers_for_gift} prajurit mereka sebagai hadiah, meskipun menerima bantuan mereka akan sedikit menurunkan pendapat mereka tentang Anda.

$ Anda akan menerima {number_of_soldiers_for_gift} prajurit dengan tingkat tempur {combat_level_of_soldiers_for_gift}.
$ Hubungan dengan {soul_uuid_king} akan memburuk sebesar <red>{rel_de_soldiers_for_gift}</red>."
hint_warriors_take,"Terima tawaran
$ Anda akan menerima {number_of_soldiers_for_gift} prajurit dengan tingkat tempur {combat_level_of_soldiers_for_gift}.
$ Hubungan dengan {soul_uuid_king} akan memburuk sebesar <red>{rel_de_soldiers_for_gift}</red>."
hint_warriors_take_success,"Tawaran telah diterima
Anda telah menerima tawaran {soul_uuid_king}, dan para prajuritnya sudah dalam perjalanan. Namun, kelemahan Anda membuatnya waspada.

$ {number_of_soldiers_for_gift} prajurit dengan tingkat tempur {combat_level_of_soldiers_for_gift} akan segera tiba di pemukiman Anda.
$ Hubungan dengan {soul_uuid_king} memburuk sebesar <red>{rel_de_soldiers_for_gift}</red>."
hint_warriors_take_success_letter_1,"~
Saya menyadari bahwa kemalangan sedang mengetuk gerbang Anda. Saya mengirimkan para prajurit saya kepada Anda. Saya berharap surga membantu Anda meraih kemenangan. Tetapi cobalah untuk tidak menimbulkan masalah lebih lanjut bagi tetangga Anda di masa depan."
hint_warriors_take_success_letter_2,"~
Saya mengirimkan para prajurit saya kepada Anda, karena musuh seperti itu terlalu besar untuk dihadapi sendirian. Saya percaya Anda akan menghargai bantuan ini dan bahwa di masa depan, Anda tidak akan mengecewakan saya. Sekarang, saya melanjutkan meskipun nasihat dari kerabat saya, yang menasihati saya untuk tidak melakukan langkah ini."
hint_religion_riot_success,"Pemberontakan Agama
Akibat konflik dengan uskup, pemberontakan agama telah meletus di kota.

$ Sebagian besar penduduk dan pasukan telah tewas.
$ {soul_uuid_prey} telah dibunuh oleh tangan para fanatik pemberontak."
