Key,Indonesia
opinion_mind.positive_rumor_7,Mengumpulkan gesper ikat pinggang
opinion_mind.positive_rumor_8,Secara rahasia membantu yang sakit
opinion_mind.positive_rumor_9,Bisa melakukannya lima kali dalam semalam
opinion_mind.pretender_envy,Iri pada pewaris
opinion_mind.refuse_flirt,Menolak janji temu
opinion_mind.refuse_flirt_full,Menolak saya! Seberapa beraninya dia!
opinion_mind.reward_me,Memberi imbalan kepada saya
opinion_mind.sex,Menghabiskan malam bersama!
opinion_mind.shame_relative,Mencemarkan kehormatan orang yang dicintai
opinion_mind.slight,Mengabaikan saya
opinion_mind.spouse,Pasangan suami/istri
opinion_mind.suspicion_of_adultery,Dicurigai perselingkuhan
opinion_mind.try_to_kill_me,Mencoba membunuh saya!
opinion_mind.manners_good,Beretika baik
opinion_mind.manners_too_high,Terlalu beretika
opinion_mind.manners_too_low,Petani kasar
opinion_mind.pregnancy_father,Ayah dari anak saya
opinion_mind.pregnancy_mother,Ibu dari anak saya
opinion_mind.dummy_bastard,Anak haram dari petani
opinion_mind.lord_bastard,Anak haram dari lord
opinion_mind.child,Anak saya
opinion_mind.parent,Orang tua saya
opinion_mind.rescued_from_captivity,Menyelamatkan saya dari penahanan!
opinion_mind.speeping_with_my_partner,Tidur dengan pasangan saya!
opinion_mind.uncle,Paman/Bibi
opinion_mind.nephew,Keponakan
opinion_mind.brother,Saudara laki-laki/perempuan
opinion_mind.related_marriage,Terkait melalui pernikahan
opinion_mind.returned_debt,Mengembalikan utang
opinion_mind.not_returned_debt,Mengkhianati kepercayaan saya
opinion_mind.not_returned_debt_neighbor,Gagal membayar utang kepada tetangga
opinion_mind.player_paid_tribute,Membayar upeti kepada saya
opinion_mind.player_refuse_to_pay,Menolak membayar
opinion_mind.king_demand_pay,Memeras upeti dari saya
opinion_mind.attacked_me,Menyerang saya
opinion_mind.attack_neighbors,Menyerang tetangga
opinion_mind.attack_traity,Agresi terhadap saya
opinion_mind.attack_traity_neighbors,Agresi terhadap tetangga
opinion_mind.attack_coward,Gagal hadir untuk duel
opinion_mind.vassal,Vasal saya
opinion_mind.senior,Senior saya
opinion_mind.vassal_duty_did,Memenuhi kewajiban vasal
opinion_mind.betrayal,Mengkhianati saya
opinion_mind.betray_vassal_oath,Melanggar sumpah vasal
opinion_mind.king_bastard,Anak haram tidak boleh memakai mahkota!
opinion_mind.king_woman,Wanita tidak boleh memakai mahkota!
opinion_mind.greetings_me,Menghampiri saya
opinion_mind.loot_my_village,Merampok desa saya
opinion_mind.friend_of_bandits,Bermitra dengan Begal (hutan)
opinion_mind.enemy_of_bandits,Mengalahkan Begal (hutan)
opinion_mind.killed_wolves,Membunuh segerombolan serigala
opinion_mind.kicked_out,Mengasingkan saya
opinion_mind.take_title,Merampas gelar saya
opinion_mind.kicked_out_my_lord,Mengasingkan lord saya
opinion_mind.discharge,Perbaikan hubungan
opinion_mind.free_lord_terror,Upaya pembunuhan terhadap free lord
opinion_mind.my_teacher,Guru saya
opinion_mind.dictator_habits,Kecenderungan diktatorial
opinion_mind.threatened_me,Mengancam saya
opinion_mind.crime_criminal_not_punished,Seorang penjahat tidak dihukum
opinion_mind.friend_of_my_child,Teman anak
opinion_mind.best_friend_of_my_child,Sahabat anak
opinion_mind.enemy_of_my_child,Musuh anak
opinion_mind.worst_enemy_of_my_child,Musuh terburuk anak
opinion_mind.friend_of_my_spouce,Teman pasangan
opinion_mind.best_friend_of_my_spouce,Sahabat pasangan
opinion_mind.enemy_of_my_spouce,Musuh pasangan
opinion_mind.worst_enemy_of_my_spouce,Musuh terburuk pasangan
opinion_mind.sex_with_other,Kekasih saya tidur dengan orang lain
opinion_mind.caring_parent,Orang tua perhatian
opinion_mind.good_child,Keturunan yang patuh
opinion_mind.start_friend,Sekutu lama
opinion_mind.start_sympathy,Simpati
opinion_mind.start_dislike,Antipati
opinion_mind.start_enemy,Musuh bebuyutan
opinion_mind.too_smart,Terlalu cerdik
opinion_mind.sinner,Pembuat dosa (Fanatisme)
opinion_mind.was_punished,Dihukum
opinion_mind.trade_with_enemy,Berdagang dengan musuh saya
opinion_mind.dont_kill_bandits,Gagal memberantas bandit
opinion_mind.kill_not_own_bandits,Ikut campur urusan orang lain
opinion_mind.killed_my_friend,Membunuh teman saya
opinion_mind.killed_my_enemy,Membunuh musuh saya
opinion_mind.first_night_together,Malam pertama bersama
opinion_mind.loot_vassal_village,Merampok desa vasal
opinion_mind.trade_with_me,Kesepakatan sukses
opinion_mind.victorious_generosity,Kemurahan hati pemenang
opinion_mind.knocked_up_my_daughter,Membuahi putri saya
opinion_mind.rebelled_against_kin,Memberontak terhadap raja mereka sendiri
opinion_mind.traitors_slander,Fitnah dari pengkhianat
opinion_mind.not_control_own_bandits,Tidak mengendalikan bandit mereka
opinion_mind.unholly_hospitality,Melanggar kesucian keramahan
opinion_mind.demand_vassalage_to_me,Mencoba menaklukkan saya
opinion_mind.mind_kidnaper,Penculik
opinion_mind.mind_kidnaper_neighbore,Menculik lord tetangga
opinion_mind.mind_assassinate,Mengirim pembunuh bayaran
opinion_mind.mind_assassinate_neighbore,Mengirim pembunuh bayaran ke tetangga
opinion_mind.dead_captive,Sandera telah mati
opinion_mind.captive_hold,Memegang sandera
opinion_mind.release_captive,Membebaskan sandera
opinion_mind.captive_terror,Menyiksa sandera
opinion_mind.lord_rebellion_support_heir_to_heir,Mendukung pemberontakan
opinion_mind.lord_rebellion_support_king_to_heir,Tidak mendukung pemberontakan
opinion_mind.lord_rebellion_support_heir_to_king,Tidak mendukung otoritas yang sah
opinion_mind.lord_rebellion_support_king_to_king,Mendukung otoritas yang sah
opinion_mind.poaching_my_lords,Mencuri lord saya
opinion_mind.betrayed_home,Mengkhianati tanah air mereka sendiri
opinion_mind.book_stealer,Mencuri buku
opinion_mind.gold_stealer,Melakukan perampokan
opinion_mind.refuse_light_vassals,Menolak vasalase
opinion_mind.showed_weakness,Menunjukkan kelemahan
opinion_mind.guest_death_for_owners,Kematian mencurigakan anggota keluarga
opinion_mind.guest_death_for_opponents,Kematian mencurigakan tamu
opinion_mind.faceless,Unholy Horde
opinion_mind.not_faceless,Bukan Unholy Horde
opinion_mind.hate_males,Kebencian terhadap pria
opinion_mind.hate_females,Kebencian terhadap wanita
opinion_mind.blissful,Bahagia
opinion_mind.saint,Santo
opinion_mind.drug_addict,Pecandu
opinion_mind.coward,Penakut
opinion_mind.help_against_facelesse,Membantu melawan Unholy Horde
opinion_mind.tried_to_poison,Upaya keracunan
opinion_mind.tried_to_poison_my_member,Mencoba meracuni lord saya
opinion_mind.greedy,Lakum
opinion_mind.king_role_weaker_than_me,Lebih lemah daripada saya (Kaiden)
opinion_mind.king_role_stronger_than_me,Lebih kuat daripada saya (Kaiden)
opinion_mind.king_role_poorer_than_me,Lebih miskin daripada saya (Makha)
opinion_mind.king_role_reacher_than_me,Lebih kaya daripada saya (Makha)
opinion_mind.king_role_agnostic,Agnostik (Tanaya)
opinion_mind.king_role_fanatic,Fanatik (Tanaya)
opinion_mind.king_role_bandit_torelate,Menerima bandit (Kaiden)
opinion_mind.king_role_fight_with_bandit,Berkelahi dengan bandit (Kaiden)
opinion_mind.king_role_many_slaves,Banyak Narapidana (Varns)
opinion_mind.king_role_no_slaves,Tidak ada Narapidana (Varns)
opinion_mind.king_role_vassal,Vasal (Varns)
opinion_mind.king_role_suzerain,Suzerain (Varns)
opinion_mind.king_role_dumber_than_me,Lebih bodoh daripada saya (Makha)
opinion_mind.king_role_smarter_than_me,Lebih pintar dariku (Makha)
opinion_mind.women_king,Wanita di atas takhta
opinion_mind.disinherited_me,Merampas warisanku
opinion_mind.illigal_heir,Ahli waris yang tidak sah
opinion_mind.few_fanatics,Kekurangan fanatik
opinion_mind.few_churchs,Kuil yang tidak cukup
opinion_mind.enough_fanatics,Banyak fanatik di kota
opinion_mind.enough_churchs,Jumlah kuil yang memadai
opinion_mind.blissful,Bahagia
opinion_mind.provoke_duel,Memicu duel
opinion_mind.provoke_duel_neighbore,Memicu duel dengan tetangga
opinion_mind.declare_peace,Perjanjian damai
opinion_mind.trade_agreement,Perjanjian perdagangan
opinion_mind.cruel_ruler,Penguasa licik
opinion_mind.bishop_frogivness,Telah diampuni
opinion_mind.enemy_of_bandits_bishop,Menghancurkan kamp perampok
opinion_mind.pitty,Kasihan
opinion_mind.help_in_rescue,Bantuan dalam pembebasan
opinion_mind.lord_lowborn,Kebangsawanan rendah
opinion_mind.matriarch_fanatic_mind,Jumlah fanatik di kota ({percent})
opinion_mind.friend_lost_title,Merampas gelar temanku
opinion_mind.bishop_opinion,Pendapat Uskup
opinion_mind.defence_alliance_lost_soldier,Kerugian di antara bala bantuan
opinion_mind.defence_alliance_lost_lord,Komandan bala bantuan hilang
opinion_mind.defence_alliance_broken,Aliansi putus
opinion_mind.defence_alliance,Bagian dari aliansi yang sama denganku
opinion_mind.defence_alliance_send_army,Menghormati aliansi
opinion_mind.defence_alliance_broken_neighbore,Mengkhianati sekutu
opinion_mind.new_bishop,Keuskupan baru
opinion_mind.enemy_of_my_ally,Musuh sekutuku
opinion_mind.ally_of_my_enemy,Sekutu musuhku
opinion_mind.same_culture,Budaya yang sama
opinion_mind.xenophobic_culture,Budaya yang dibenci
opinion_mind.slander_to_other_king,Memiliki dendam terhadap raja lain
opinion_mind.slander_from_other_king,Difitnah
opinion_mind.help_in_vassal_riot_to_vassal,Membantu perjuangan kemerdekaan
opinion_mind.help_in_vassal_riot_to_sir,Membantu bawahan pemberontak
opinion_mind.help_in_lords_family_attack_to_victim,Membantu pertahanan kota.
opinion_mind.help_in_lords_family_attack_to_attacker,Membantu menangkis serangan kita
opinion_mind.help_in_lords_family_destroy_to_victim,Membantu menyelamatkan kota dari kehancuran
opinion_mind.help_in_lords_family_destroy_to_attacker,Membantu menyelamatkan kota dari kehancuran
opinion_mind.help_in_mountais_bandits_attack,Membantu menghancurkan Begal
opinion_mind.helped_tanaya_king,Membantu raja-raja Tanaya
opinion_mind.helped_makha_king,Membantu raja-raja Makkha
opinion_mind.rival_for_power,Saingan untuk kekuasaan
opinion_mind.crown_desire,Keinginan mahkota
opinion_mind.bishop_to_fanatic,Fanatik
opinion_mind.bishop_to_agnostic,Agnostik
opinion_mind.transfered_king,Memberikan mahkota
opinion_mind.distrust,Ketidakpercayaan
opinion_mind.try_to_vassal_my_vassal,Mencoba menaklukkan bawahanku
opinion_mind.contempt_of_genius,Penguasa lain hanyalah tak berguna!
opinion_mind.force_neutrality_my_ally,Memaksa netralitas sekutu
opinion_mind.force_neutrality_my_vassal,Memaksa netralitas bawahan
opinion_mind.force_neutrality_me,Memaksa saya tetap netral
opinion_mind.force_neutrality_to_leader,Melanggar perjanjian
opinion_mind.competitor_for_influence,Pesaing untuk pengaruh
opinion_mind.ally_was_attacked,Menyerang sekutuku
opinion_mind.vassal_was_attacked,Menyerang bawahanku
opinion_mind.spouses_opinion_about_king,Pendapat pasangan
opinion_mind.sir_of_my_enemy,Penguasa atas musuhku
opinion_mind.ally_of_my_enemy,Sekutu musuhku
opinion_mind.bishop_is_dead,Kematian mencurigakan seorang uskup
opinion_mind.purification_by_fire,Dijatuhi pembersihan dengan api
opinion_mind.personal_conflict_ignore,Takut terlibat dalam konflik
opinion_mind.personal_conflict_support_me,Mendukung saya dalam konflik
opinion_mind.personal_conflict_support_enemy,Mendukung musuhku dalam konflik
opinion_mind.betray_sir_oath,Melanggar sumpah penguasa atas
opinion_mind.lord_neutralised,Membantu menyingkirkan lord yang merepotkan
opinion_mind.apostate,Murtad
opinion_mind.purchase_stolen_rings,Membeli Holy Rings yang dicuri dariku!
opinion_mind.took_my_house,Mengambil rumahku!
opinion_mind.family_relative_strange_dead,Kematian kerabat
opinion_mind.want_to_burn_my_town,Dia ingin membakar kotaku!
opinion_mind.want_to_burn_town_unfair_neighbores,Agresi terhadap tetangga
opinion_mind.defence_alliance_not_help,Mengkhianati sekutu
opinion_mind.praise_from_other_king,Pujian dari tetangga
opinion_mind.demand_tribute_neighbors,Menuntut upeti dari tetangga
opinion_mind.king_diplomacy,Komunikasi dengan utusan
opinion_mind.strong_sir_army,Kekuatan tentara penguasa atas
opinion_mind.allowed_death_of_close,Membenarkan kematian orang tercinta
opinion_mind.crown_envy,Iri pada mahkota
opinion_mind.forced_marriage,Pernikahan paksa
opinion_mind.ex_heir_enemy,Penantang takhta sebelumnya
opinion_mind.king_defied_church,Menantang otoritas Pihak Gereja
opinion_mind.agnostic_to_fanatic,Fanatik sialan (Agnostisisme)
opinion_mind.fanatic_to_agnostic,Agnostik sialan (Fanatisme)
opinion_mind.untitled_to_others,"Iri pada gelar "
opinion_mind.others_to_untitled,Kehinaan terhadap lesser lord
activity_state.ambush_panic.go_to,Melarikan diri dari bahaya
activity_state.ambush_panic.waiting,Mengalami serangan panik
activity_state.ambush_prepare,Bersiap untuk serangan
activity_state.atm.go_to,Pergi untuk membawa jenazah
activity_state.atm.process,Membawa jenazah
activity_state.battle_follow_enemy,Mengejar musuh
activity_state.battle_process,Bertempur
activity_state.battle_squad_commander,Memimpin regu
activity_state.battle_squad_go_to_formation,Pergi ke komandan
activity_state.battle_squad_in_formation,Bagian dari regu
activity_state.battle_win,Bergembira atas kemenangan
activity_state.book_reading.go_to,Pergi membaca puisi
activity_state.book_reading.process,Membaca puisi
activity_state.burning.process,Terbakar dalam kesakitan
activity_state.caravaneer.trade.go_to,Pergi berdagang
activity_state.caravaneer.trade.process,Siap berdagang
activity_state.slave.trade.go_to,Pergi ke karavanier
activity_state.free_lord.go_to,Menunggu untuk direkrut
activity_state.slave.suicide,Bunuh diri
activity_state.church.go_to,Pergi ke kuil
activity_state.church.morning_service.process,Khotbah Kegembiraan
activity_state.church.morning_service.waiting,Menunggu khotbah
activity_state.church.pray,Berdoa
activity_state.conversation.go_to,Pergi berbicara dengan {name}
activity_state.criminal.burglary.go_to,Pergi membobol rumah
activity_state.criminal.burglary.lockpicking,Memecahkan kunci
activity_state.criminal.burglary.process,Merampok rumah
activity_state.criminal.burglary.waiting,Menunggu kaki tangan
activity_state.criminal.night_murder,Pergi membunuh musuh
activity_state.criminal.robbery,Mencari korban untuk dirampok
activity_state.criminal.storage_robbery.go_to,Pergi merampok gudang
activity_state.criminal.storage_robbery.process,Merampok gudang
activity_state.dead,Mati
activity_state.deep_social.go_to,Pergi bergaul
activity_state.deep_social.process,Bergaul
activity_state.deep_social.waiting,Menunggu seseorang untuk diajak bicara
activity_state.dice_of_fate.go_to,Pergi meramal dengan tulang
activity_state.dice_of_fate.process,Meramal dengan tulang
activity_state.dreaming.go_to,Pergi melamun
activity_state.dreaming.process,Melamun
activity_state.drinking.go_to,Pergi minum bir
activity_state.drinking.process,Minum alkohol
activity_state.drinking_nectar.go_to,Pergi minum nektar
activity_state.drinking_nectar.process,Minum nektar
activity_state.eating.go_to,Pergi makan
activity_state.eating.process,Makan
activity_state.fight_trainer.go_to,Pergi mengawasi pelatihan
activity_state.fight_trainer.process,Mengawasi pelatihan
activity_state.fight_training.go_to,Pergi berlatih
activity_state.fight_training.waiting,Menunggu pasangan latihan
activity_state.finish_off_enemy,Menyelesaikan musuh
activity_state.firefight.go_to,Berlari memadamkan api
activity_state.firefight.process,Memadamkan api
activity_state.game_of_dice.go_to,Pergi bermain dadu
activity_state.game_of_dice.process,Bermain dadu
activity_state.game_of_dice.waiting,Menunggu lawan
activity_state.home_pray.go_to,Pergi berdoa di rumah
activity_state.inspector.go_to,Pergi untuk inspeksi
activity_state.inspector.process,Melakukan inspeksi
activity_state.leaving_to_forest.go_to,Meninggalkan pemukiman
activity_state.music.listen.go_to,Pergi mendengarkan musik
activity_state.music.listen.process,Mendengarkan musik
activity_state.music.play.go_to,Pergi bermain musik
activity_state.music.play.process,Bermain musik
activity_state.nothing,Tidak melakukan apa-apa
activity_state.order.attack,Menyerang {name}
activity_state.order.building_burning.go_to,Pergi membakar {building}
activity_state.order.building_burning.process,Membakar {building}
activity_state.order.building_robbery.go_to,Pergi merampok {building}
activity_state.order.building_robbery.process,Merampok {building}
activity_state.order.follow,Mengejar {name}
activity_state.order.moving,Bergerak maju
activity_state.order.travel_prepare.go_to,Bergerak maju untuk bekal
activity_state.order.travel_prepare.process,Mengambil bekal
activity_state.pain_shock,Tiadar akibat syok menyakitkan
activity_state.patrol,Berpatroli
activity_state.punish_watching.go_to,Pergi menonton hukuman
activity_state.punish_watching.process,Menonton hukuman
activity_state.punish.go_to,Memimpin penjahat
activity_state.punish.process,Melaksanakan hukuman
activity_state.punish.search,Pergi mengejar penjahat
activity_state.punish.target.go_to,Pergi ke Scaffold
activity_state.punish.target.waiting,Menunggu hukuman
activity_state.punish.witness.go_to,Pergi menginterogasi saksi
activity_state.punish.witness.process,Menginterogasi saksi
activity_state.punish.witness.target.process,Memberikan kesaksian
activity_state.punish.work_wait,Menunggu pekerjaan
activity_state.punish.intimidate,Pergi mengintimidasi
